,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
34590,34590,DRS 01 Grande São Paulo,"domingo, 01/03",36.65625,RIO GRANDE DA SERRA,3544103
34555,34555,DRS 01 Grande São Paulo,"domingo, 01/03",44%,RIO GRANDE DA SERRA,3544103
17995,17995,DRS 01 Grande São Paulo,"domingo, 01/11",45.625,RIO GRANDE DA SERRA,3544103
17960,17960,DRS 01 Grande São Paulo,"domingo, 01/11",53%,RIO GRANDE DA SERRA,3544103
5404,5404,DRS 01 Grande São Paulo,"domingo, 02/05",55%,RIO GRANDE DA SERRA,3544103
5439,5439,DRS 01 Grande São Paulo,"domingo, 02/05",46.65625,RIO GRANDE DA SERRA,3544103
24274,24274,DRS 01 Grande São Paulo,"domingo, 02/08",48.0,RIO GRANDE DA SERRA,3544103
24239,24239,DRS 01 Grande São Paulo,"domingo, 02/08",58%,RIO GRANDE DA SERRA,3544103
13615,13615,DRS 01 Grande São Paulo,"domingo, 03/01",58%,RIO GRANDE DA SERRA,3544103
13650,13650,DRS 01 Grande São Paulo,"domingo, 03/01",49.5625,RIO GRANDE DA SERRA,3544103
30517,30517,DRS 01 Grande São Paulo,"domingo, 03/05",62%,RIO GRANDE DA SERRA,3544103
30552,30552,DRS 01 Grande São Paulo,"domingo, 03/05",62.125,RIO GRANDE DA SERRA,3544103
7371,7371,DRS 01 Grande São Paulo,"domingo, 04/04",49.5,RIO GRANDE DA SERRA,3544103
7336,7336,DRS 01 Grande São Paulo,"domingo, 04/04",60%,RIO GRANDE DA SERRA,3544103
1092,1092,DRS 01 Grande São Paulo,"domingo, 04/07",45.21875,RIO GRANDE DA SERRA,3544103
1057,1057,DRS 01 Grande São Paulo,"domingo, 04/07",53%,RIO GRANDE DA SERRA,3544103
19927,19927,DRS 01 Grande São Paulo,"domingo, 04/10",45.3125,RIO GRANDE DA SERRA,3544103
19892,19892,DRS 01 Grande São Paulo,"domingo, 04/10",55%,RIO GRANDE DA SERRA,3544103
32484,32484,DRS 01 Grande São Paulo,"domingo, 05/04",60.34375,RIO GRANDE DA SERRA,3544103
32449,32449,DRS 01 Grande São Paulo,"domingo, 05/04",56%,RIO GRANDE DA SERRA,3544103
26205,26205,DRS 01 Grande São Paulo,"domingo, 05/07",49.03125,RIO GRANDE DA SERRA,3544103
26170,26170,DRS 01 Grande São Paulo,"domingo, 05/07",58%,RIO GRANDE DA SERRA,3544103
3024,3024,DRS 01 Grande São Paulo,"domingo, 06/06",45.4375,RIO GRANDE DA SERRA,3544103
2989,2989,DRS 01 Grande São Paulo,"domingo, 06/06",52%,RIO GRANDE DA SERRA,3544103
