,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
30668,30668,DRS 16 Sorocaba,"domingo, 01/03",38.30769230769231,SÃO ROQUE,3550605
30624,30624,DRS 16 Sorocaba,"domingo, 01/03",39%,SÃO ROQUE,3550605
15913,15913,DRS 16 Sorocaba,"domingo, 01/11",46.92307692307692,SÃO ROQUE,3550605
15869,15869,DRS 16 Sorocaba,"domingo, 01/11",50%,SÃO ROQUE,3550605
4767,4767,DRS 16 Sorocaba,"domingo, 02/05",50%,SÃO ROQUE,3550605
4811,4811,DRS 16 Sorocaba,"domingo, 02/05",48.38461538461539,SÃO ROQUE,3550605
21464,21464,DRS 16 Sorocaba,"domingo, 02/08",50.0,SÃO ROQUE,3550605
21420,21420,DRS 16 Sorocaba,"domingo, 02/08",53%,SÃO ROQUE,3550605
12026,12026,DRS 16 Sorocaba,"domingo, 03/01",51%,SÃO ROQUE,3550605
12070,12070,DRS 16 Sorocaba,"domingo, 03/01",48.61538461538461,SÃO ROQUE,3550605
26970,26970,DRS 16 Sorocaba,"domingo, 03/05",63%,SÃO ROQUE,3550605
27014,27014,DRS 16 Sorocaba,"domingo, 03/05",59.30769230769231,SÃO ROQUE,3550605
6519,6519,DRS 16 Sorocaba,"domingo, 04/04",50.0,SÃO ROQUE,3550605
6475,6475,DRS 16 Sorocaba,"domingo, 04/04",54%,SÃO ROQUE,3550605
968,968,DRS 16 Sorocaba,"domingo, 04/07",46.61538461538461,SÃO ROQUE,3550605
924,924,DRS 16 Sorocaba,"domingo, 04/07",48%,SÃO ROQUE,3550605
17621,17621,DRS 16 Sorocaba,"domingo, 04/10",45.61538461538461,SÃO ROQUE,3550605
17577,17577,DRS 16 Sorocaba,"domingo, 04/10",49%,SÃO ROQUE,3550605
28722,28722,DRS 16 Sorocaba,"domingo, 05/04",58.0,SÃO ROQUE,3550605
28678,28678,DRS 16 Sorocaba,"domingo, 05/04",62%,SÃO ROQUE,3550605
23171,23171,DRS 16 Sorocaba,"domingo, 05/07",49.07692307692308,SÃO ROQUE,3550605
23127,23127,DRS 16 Sorocaba,"domingo, 05/07",52%,SÃO ROQUE,3550605
2676,2676,DRS 16 Sorocaba,"domingo, 06/06",46.92307692307692,SÃO ROQUE,3550605
2632,2632,DRS 16 Sorocaba,"domingo, 06/06",48%,SÃO ROQUE,3550605
19285,19285,DRS 16 Sorocaba,"domingo, 06/09",48%,SÃO ROQUE,3550605
