,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
37177,37177,DRS 06 Bauru,"domingo, 01/03",35.5,ITAJU,3522000
19279,19279,DRS 06 Bauru,"domingo, 01/11",45.0,ITAJU,3522000
5811,5811,DRS 06 Bauru,"domingo, 02/05",47.166666666666664,ITAJU,3522000
26013,26013,DRS 06 Bauru,"domingo, 02/08",47.166666666666664,ITAJU,3522000
14617,14617,DRS 06 Bauru,"domingo, 03/01",46.833333333333336,ITAJU,3522000
32747,32747,DRS 06 Bauru,"domingo, 03/05",57.0,ITAJU,3522000
7883,7883,DRS 06 Bauru,"domingo, 04/04",50.0,ITAJU,3522000
1149,1149,DRS 06 Bauru,"domingo, 04/07",45.666666666666664,ITAJU,3522000
21351,21351,DRS 06 Bauru,"domingo, 04/10",44.166666666666664,ITAJU,3522000
34819,34819,DRS 06 Bauru,"domingo, 05/04",55.0,ITAJU,3522000
28085,28085,DRS 06 Bauru,"domingo, 05/07",47.833333333333336,ITAJU,3522000
3221,3221,DRS 06 Bauru,"domingo, 06/06",44.666666666666664,ITAJU,3522000
23423,23423,DRS 06 Bauru,"domingo, 06/09",42.666666666666664,ITAJU,3522000
16689,16689,DRS 06 Bauru,"domingo, 06/12",42.833333333333336,ITAJU,3522000
12027,12027,DRS 06 Bauru,"domingo, 07/02",46.666666666666664,ITAJU,3522000
9955,9955,DRS 06 Bauru,"domingo, 07/03",49.666666666666664,ITAJU,3522000
30157,30157,DRS 06 Bauru,"domingo, 07/06",49.0,ITAJU,3522000
36663,36663,DRS 06 Bauru,"domingo, 08/03",34.5,ITAJU,3522000
18761,18761,DRS 06 Bauru,"domingo, 08/11",43.333333333333336,ITAJU,3522000
5293,5293,DRS 06 Bauru,"domingo, 09/05",45.166666666666664,ITAJU,3522000
25495,25495,DRS 06 Bauru,"domingo, 09/08",43.333333333333336,ITAJU,3522000
14099,14099,DRS 06 Bauru,"domingo, 10/01",44.833333333333336,ITAJU,3522000
32229,32229,DRS 06 Bauru,"domingo, 10/05",51.333333333333336,ITAJU,3522000
