,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
22092,22092,DRS 02 Araçatuba,"domingo, 01/03",36.25,AURIFLAMA,3504206
11447,11447,DRS 02 Araçatuba,"domingo, 01/11",45.25,AURIFLAMA,3504206
3439,3439,DRS 02 Araçatuba,"domingo, 02/05",47.25,AURIFLAMA,3504206
15451,15451,DRS 02 Araçatuba,"domingo, 02/08",47.0,AURIFLAMA,3504206
8675,8675,DRS 02 Araçatuba,"domingo, 03/01",47.25,AURIFLAMA,3504206
19455,19455,DRS 02 Araçatuba,"domingo, 03/05",52.0,AURIFLAMA,3504206
4671,4671,DRS 02 Araçatuba,"domingo, 04/04",48.75,AURIFLAMA,3504206
667,667,DRS 02 Araçatuba,"domingo, 04/07",45.75,AURIFLAMA,3504206
12679,12679,DRS 02 Araçatuba,"domingo, 04/10",44.25,AURIFLAMA,3504206
20687,20687,DRS 02 Araçatuba,"domingo, 05/04",52.0,AURIFLAMA,3504206
16683,16683,DRS 02 Araçatuba,"domingo, 05/07",48.0,AURIFLAMA,3504206
1899,1899,DRS 02 Araçatuba,"domingo, 06/06",45.0,AURIFLAMA,3504206
13911,13911,DRS 02 Araçatuba,"domingo, 06/09",41.75,AURIFLAMA,3504206
9907,9907,DRS 02 Araçatuba,"domingo, 06/12",43.75,AURIFLAMA,3504206
7135,7135,DRS 02 Araçatuba,"domingo, 07/02",44.5,AURIFLAMA,3504206
5903,5903,DRS 02 Araçatuba,"domingo, 07/03",50.0,AURIFLAMA,3504206
17915,17915,DRS 02 Araçatuba,"domingo, 07/06",49.25,AURIFLAMA,3504206
21786,21786,DRS 02 Araçatuba,"domingo, 08/03",36.25,AURIFLAMA,3504206
11139,11139,DRS 02 Araçatuba,"domingo, 08/11",44.5,AURIFLAMA,3504206
3131,3131,DRS 02 Araçatuba,"domingo, 09/05",45.0,AURIFLAMA,3504206
15143,15143,DRS 02 Araçatuba,"domingo, 09/08",45.0,AURIFLAMA,3504206
8367,8367,DRS 02 Araçatuba,"domingo, 10/01",44.5,AURIFLAMA,3504206
19147,19147,DRS 02 Araçatuba,"domingo, 10/05",48.5,AURIFLAMA,3504206
4363,4363,DRS 02 Araçatuba,"domingo, 11/04",48.75,AURIFLAMA,3504206
359,359,DRS 02 Araçatuba,"domingo, 11/07",45.25,AURIFLAMA,3504206
12371,12371,DRS 02 Araçatuba,"domingo, 11/10",43.75,AURIFLAMA,3504206
20379,20379,DRS 02 Araçatuba,"domingo, 12/04",51.75,AURIFLAMA,3504206
16375,16375,DRS 02 Araçatuba,"domingo, 12/07",46.5,AURIFLAMA,3504206
1591,1591,DRS 02 Araçatuba,"domingo, 13/06",46.0,AURIFLAMA,3504206
13603,13603,DRS 02 Araçatuba,"domingo, 13/09",44.5,AURIFLAMA,3504206
9599,9599,DRS 02 Araçatuba,"domingo, 13/12",43.0,AURIFLAMA,3504206
6827,6827,DRS 02 Araçatuba,"domingo, 14/02",45.25,AURIFLAMA,3504206
5595,5595,DRS 02 Araçatuba,"domingo, 14/03",49.25,AURIFLAMA,3504206
17607,17607,DRS 02 Araçatuba,"domingo, 14/06",45.75,AURIFLAMA,3504206
10831,10831,DRS 02 Araçatuba,"domingo, 15/11",43.75,AURIFLAMA,3504206
2823,2823,DRS 02 Araçatuba,"domingo, 16/05",47.25,AURIFLAMA,3504206
14835,14835,DRS 02 Araçatuba,"domingo, 16/08",48.5,AURIFLAMA,3504206
8059,8059,DRS 02 Araçatuba,"domingo, 17/01",46.25,AURIFLAMA,3504206
18839,18839,DRS 02 Araçatuba,"domingo, 17/05",48.5,AURIFLAMA,3504206
4055,4055,DRS 02 Araçatuba,"domingo, 18/04",50.0,AURIFLAMA,3504206
51,51,DRS 02 Araçatuba,"domingo, 18/07",46.25,AURIFLAMA,3504206
12063,12063,DRS 02 Araçatuba,"domingo, 18/10",44.75,AURIFLAMA,3504206
20071,20071,DRS 02 Araçatuba,"domingo, 19/04",53.75,AURIFLAMA,3504206
16067,16067,DRS 02 Araçatuba,"domingo, 19/07",46.5,AURIFLAMA,3504206
1283,1283,DRS 02 Araçatuba,"domingo, 20/06",45.5,AURIFLAMA,3504206
13295,13295,DRS 02 Araçatuba,"domingo, 20/09",45.5,AURIFLAMA,3504206
9291,9291,DRS 02 Araçatuba,"domingo, 20/12",44.5,AURIFLAMA,3504206
6519,6519,DRS 02 Araçatuba,"domingo, 21/02",44.25,AURIFLAMA,3504206
5287,5287,DRS 02 Araçatuba,"domingo, 21/03",49.75,AURIFLAMA,3504206
17299,17299,DRS 02 Araçatuba,"domingo, 21/06",47.0,AURIFLAMA,3504206
21303,21303,DRS 02 Araçatuba,"domingo, 22/03",51.75,AURIFLAMA,3504206
10523,10523,DRS 02 Araçatuba,"domingo, 22/11",44.5,AURIFLAMA,3504206
2515,2515,DRS 02 Araçatuba,"domingo, 23/05",48.75,AURIFLAMA,3504206
14527,14527,DRS 02 Araçatuba,"domingo, 23/08",46.5,AURIFLAMA,3504206
7751,7751,DRS 02 Araçatuba,"domingo, 24/01",46.0,AURIFLAMA,3504206
18531,18531,DRS 02 Araçatuba,"domingo, 24/05",49.25,AURIFLAMA,3504206
3747,3747,DRS 02 Araçatuba,"domingo, 25/04",49.5,AURIFLAMA,3504206
11755,11755,DRS 02 Araçatuba,"domingo, 25/10",44.5,AURIFLAMA,3504206
19763,19763,DRS 02 Araçatuba,"domingo, 26/04",53.0,AURIFLAMA,3504206
15759,15759,DRS 02 Araçatuba,"domingo, 26/07",46.75,AURIFLAMA,3504206
975,975,DRS 02 Araçatuba,"domingo, 27/06",45.0,AURIFLAMA,3504206
12987,12987,DRS 02 Araçatuba,"domingo, 27/09",44.0,AURIFLAMA,3504206
8983,8983,DRS 02 Araçatuba,"domingo, 27/12",46.25,AURIFLAMA,3504206
6211,6211,DRS 02 Araçatuba,"domingo, 28/02",47.0,AURIFLAMA,3504206
4979,4979,DRS 02 Araçatuba,"domingo, 28/03",50.5,AURIFLAMA,3504206
16991,16991,DRS 02 Araçatuba,"domingo, 28/06",47.25,AURIFLAMA,3504206
20995,20995,DRS 02 Araçatuba,"domingo, 29/03",54.5,AURIFLAMA,3504206
10215,10215,DRS 02 Araçatuba,"domingo, 29/11",43.25,AURIFLAMA,3504206
2207,2207,DRS 02 Araçatuba,"domingo, 30/05",47.0,AURIFLAMA,3504206
14219,14219,DRS 02 Araçatuba,"domingo, 30/08",45.25,AURIFLAMA,3504206
7443,7443,DRS 02 Araçatuba,"domingo, 31/01",46.75,AURIFLAMA,3504206
18223,18223,DRS 02 Araçatuba,"domingo, 31/05",47.5,AURIFLAMA,3504206
20863,20863,DRS 02 Araçatuba,"quarta-feira, 01/04",51.25,AURIFLAMA,3504206
16859,16859,DRS 02 Araçatuba,"quarta-feira, 01/07",42.5,AURIFLAMA,3504206
2075,2075,DRS 02 Araçatuba,"quarta-feira, 02/06",42.0,AURIFLAMA,3504206
14087,14087,DRS 02 Araçatuba,"quarta-feira, 02/09",41.25,AURIFLAMA,3504206
10083,10083,DRS 02 Araçatuba,"quarta-feira, 02/12",42.5,AURIFLAMA,3504206
7311,7311,DRS 02 Araçatuba,"quarta-feira, 03/02",40.0,AURIFLAMA,3504206
6079,6079,DRS 02 Araçatuba,"quarta-feira, 03/03",42.75,AURIFLAMA,3504206
18091,18091,DRS 02 Araçatuba,"quarta-feira, 03/06",43.5,AURIFLAMA,3504206
21960,21960,DRS 02 Araçatuba,"quarta-feira, 04/03",35.75,AURIFLAMA,3504206
