,Unnamed: 0,DRS,data,media_isolamento,cidade,cod_ibge
23118,23118,DRS 11 Presidente Prudente,"domingo, 01/03",31.0,RIBEIRÃO DOS ÍNDIOS,3543238
11995,11995,DRS 11 Presidente Prudente,"domingo, 01/11",39.0,RIBEIRÃO DOS ÍNDIOS,3543238
3623,3623,DRS 11 Presidente Prudente,"domingo, 02/05",44.0,RIBEIRÃO DOS ÍNDIOS,3543238
16181,16181,DRS 11 Presidente Prudente,"domingo, 02/08",42.0,RIBEIRÃO DOS ÍNDIOS,3543238
9097,9097,DRS 11 Presidente Prudente,"domingo, 03/01",43.0,RIBEIRÃO DOS ÍNDIOS,3543238
20367,20367,DRS 11 Presidente Prudente,"domingo, 03/05",53.0,RIBEIRÃO DOS ÍNDIOS,3543238
4911,4911,DRS 11 Presidente Prudente,"domingo, 04/04",45.0,RIBEIRÃO DOS ÍNDIOS,3543238
725,725,DRS 11 Presidente Prudente,"domingo, 04/07",43.0,RIBEIRÃO DOS ÍNDIOS,3543238
13283,13283,DRS 11 Presidente Prudente,"domingo, 04/10",40.0,RIBEIRÃO DOS ÍNDIOS,3543238
21655,21655,DRS 11 Presidente Prudente,"domingo, 05/04",51.0,RIBEIRÃO DOS ÍNDIOS,3543238
17469,17469,DRS 11 Presidente Prudente,"domingo, 05/07",44.0,RIBEIRÃO DOS ÍNDIOS,3543238
2013,2013,DRS 11 Presidente Prudente,"domingo, 06/06",43.0,RIBEIRÃO DOS ÍNDIOS,3543238
14571,14571,DRS 11 Presidente Prudente,"domingo, 06/09",39.0,RIBEIRÃO DOS ÍNDIOS,3543238
10385,10385,DRS 11 Presidente Prudente,"domingo, 06/12",38.0,RIBEIRÃO DOS ÍNDIOS,3543238
7487,7487,DRS 11 Presidente Prudente,"domingo, 07/02",41.0,RIBEIRÃO DOS ÍNDIOS,3543238
6199,6199,DRS 11 Presidente Prudente,"domingo, 07/03",47.0,RIBEIRÃO DOS ÍNDIOS,3543238
18757,18757,DRS 11 Presidente Prudente,"domingo, 07/06",47.0,RIBEIRÃO DOS ÍNDIOS,3543238
22802,22802,DRS 11 Presidente Prudente,"domingo, 08/03",30.0,RIBEIRÃO DOS ÍNDIOS,3543238
11673,11673,DRS 11 Presidente Prudente,"domingo, 08/11",39.0,RIBEIRÃO DOS ÍNDIOS,3543238
3301,3301,DRS 11 Presidente Prudente,"domingo, 09/05",41.0,RIBEIRÃO DOS ÍNDIOS,3543238
15859,15859,DRS 11 Presidente Prudente,"domingo, 09/08",39.0,RIBEIRÃO DOS ÍNDIOS,3543238
8775,8775,DRS 11 Presidente Prudente,"domingo, 10/01",42.0,RIBEIRÃO DOS ÍNDIOS,3543238
20045,20045,DRS 11 Presidente Prudente,"domingo, 10/05",47.0,RIBEIRÃO DOS ÍNDIOS,3543238
4589,4589,DRS 11 Presidente Prudente,"domingo, 11/04",45.0,RIBEIRÃO DOS ÍNDIOS,3543238
403,403,DRS 11 Presidente Prudente,"domingo, 11/07",42.0,RIBEIRÃO DOS ÍNDIOS,3543238
12961,12961,DRS 11 Presidente Prudente,"domingo, 11/10",39.0,RIBEIRÃO DOS ÍNDIOS,3543238
21333,21333,DRS 11 Presidente Prudente,"domingo, 12/04",52.0,RIBEIRÃO DOS ÍNDIOS,3543238
17147,17147,DRS 11 Presidente Prudente,"domingo, 12/07",43.0,RIBEIRÃO DOS ÍNDIOS,3543238
1691,1691,DRS 11 Presidente Prudente,"domingo, 13/06",43.0,RIBEIRÃO DOS ÍNDIOS,3543238
14249,14249,DRS 11 Presidente Prudente,"domingo, 13/09",40.0,RIBEIRÃO DOS ÍNDIOS,3543238
10063,10063,DRS 11 Presidente Prudente,"domingo, 13/12",39.0,RIBEIRÃO DOS ÍNDIOS,3543238
7165,7165,DRS 11 Presidente Prudente,"domingo, 14/02",41.0,RIBEIRÃO DOS ÍNDIOS,3543238
5877,5877,DRS 11 Presidente Prudente,"domingo, 14/03",45.0,RIBEIRÃO DOS ÍNDIOS,3543238
18435,18435,DRS 11 Presidente Prudente,"domingo, 14/06",45.0,RIBEIRÃO DOS ÍNDIOS,3543238
11351,11351,DRS 11 Presidente Prudente,"domingo, 15/11",39.0,RIBEIRÃO DOS ÍNDIOS,3543238
2979,2979,DRS 11 Presidente Prudente,"domingo, 16/05",43.0,RIBEIRÃO DOS ÍNDIOS,3543238
15537,15537,DRS 11 Presidente Prudente,"domingo, 16/08",44.0,RIBEIRÃO DOS ÍNDIOS,3543238
8453,8453,DRS 11 Presidente Prudente,"domingo, 17/01",43.0,RIBEIRÃO DOS ÍNDIOS,3543238
19723,19723,DRS 11 Presidente Prudente,"domingo, 17/05",47.0,RIBEIRÃO DOS ÍNDIOS,3543238
4267,4267,DRS 11 Presidente Prudente,"domingo, 18/04",46.0,RIBEIRÃO DOS ÍNDIOS,3543238
81,81,DRS 11 Presidente Prudente,"domingo, 18/07",42.0,RIBEIRÃO DOS ÍNDIOS,3543238
12639,12639,DRS 11 Presidente Prudente,"domingo, 18/10",40.0,RIBEIRÃO DOS ÍNDIOS,3543238
21011,21011,DRS 11 Presidente Prudente,"domingo, 19/04",54.0,RIBEIRÃO DOS ÍNDIOS,3543238
16825,16825,DRS 11 Presidente Prudente,"domingo, 19/07",41.0,RIBEIRÃO DOS ÍNDIOS,3543238
1369,1369,DRS 11 Presidente Prudente,"domingo, 20/06",44.0,RIBEIRÃO DOS ÍNDIOS,3543238
13927,13927,DRS 11 Presidente Prudente,"domingo, 20/09",41.0,RIBEIRÃO DOS ÍNDIOS,3543238
9741,9741,DRS 11 Presidente Prudente,"domingo, 20/12",39.0,RIBEIRÃO DOS ÍNDIOS,3543238
6843,6843,DRS 11 Presidente Prudente,"domingo, 21/02",42.0,RIBEIRÃO DOS ÍNDIOS,3543238
5555,5555,DRS 11 Presidente Prudente,"domingo, 21/03",47.0,RIBEIRÃO DOS ÍNDIOS,3543238
