,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
140,CORONEL MACEDO,3512605,4635,185,846,0,1031,3.9913700107874863,18.25242718446602,2021-02-21
140,CORONEL MACEDO,3512605,4635,185,373,0,558,3.9913700107874863,8.047464940668824,2021-02-22
140,CORONEL MACEDO,3512605,4635,185,373,0,558,3.9913700107874863,8.047464940668824,2021-02-23
140,CORONEL MACEDO,3512605,4635,185,31,0,216,3.9913700107874863,0.668824163969795,2021-02-24
140,CORONEL MACEDO,3512605,4635,185,31,0,216,3.9913700107874863,0.668824163969795,2021-02-25
140,CORONEL MACEDO,3512605,4635,206,31,0,237,4.444444444444445,0.668824163969795,2021-02-26
140,CORONEL MACEDO,3512605,4635,206,31,0,237,4.444444444444445,0.668824163969795,2021-02-27
140,CORONEL MACEDO,3512605,4635,206,31,0,237,4.444444444444445,0.668824163969795,2021-02-28
140,CORONEL MACEDO,3512605,4635,224,42,0,266,4.832793959007551,0.906148867313916,2021-03-01
140,CORONEL MACEDO,3512605,4635,242,87,0,329,5.221143473570658,1.8770226537216828,2021-03-02
140,CORONEL MACEDO,3512605,4635,248,105,0,353,5.35059331175836,2.26537216828479,2021-03-03
140,CORONEL MACEDO,3512605,4635,248,111,0,359,5.35059331175836,2.394822006472492,2021-03-04
140,CORONEL MACEDO,3512605,4635,260,121,0,381,5.609492988133765,2.610571736785329,2021-03-05
140,CORONEL MACEDO,3512605,4635,260,121,0,381,5.609492988133765,2.610571736785329,2021-03-06
140,CORONEL MACEDO,3512605,4635,260,121,0,381,5.609492988133765,2.610571736785329,2021-03-07
140,CORONEL MACEDO,3512605,4635,268,131,0,399,5.7820927723840345,2.826321467098166,2021-03-08
140,CORONEL MACEDO,3512605,4635,293,133,0,426,6.321467098166127,2.869471413160733,2021-03-09
140,CORONEL MACEDO,3512605,4635,305,133,0,438,6.580366774541532,2.869471413160733,2021-03-10
