,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
602,TARUMÃ,3553955,15183,309,34,0,343,2.0351709148389645,0.2239346637686886,2021-02-21
602,TARUMÃ,3553955,15183,309,31,0,340,2.0351709148389645,0.204175722847922,2021-02-22
602,TARUMÃ,3553955,15183,326,3374,0,3700,2.147138246723309,22.22222222222222,2021-02-23
602,TARUMÃ,3553955,15183,418,1621,0,2039,2.7530791016268195,10.676414410854244,2021-02-24
602,TARUMÃ,3553955,15183,430,1622,0,2052,2.832114865309886,10.6830007244945,2021-02-25
602,TARUMÃ,3553955,15183,430,1625,0,2055,2.832114865309886,10.702759665415266,2021-02-26
602,TARUMÃ,3553955,15183,430,1625,0,2055,2.832114865309886,10.702759665415266,2021-02-27
602,TARUMÃ,3553955,15183,430,1625,0,2055,2.832114865309886,10.702759665415266,2021-02-28
602,TARUMÃ,3553955,15183,430,1625,0,2055,2.832114865309886,10.702759665415266,2021-03-01
602,TARUMÃ,3553955,15183,430,133,0,563,2.832114865309886,0.875979714153988,2021-03-02
602,TARUMÃ,3553955,15183,436,138,0,574,2.87163274715142,0.908911282355266,2021-03-03
602,TARUMÃ,3553955,15183,436,138,0,574,2.87163274715142,0.908911282355266,2021-03-04
602,TARUMÃ,3553955,15183,489,280,0,769,3.220707370084963,1.8441678192715536,2021-03-05
602,TARUMÃ,3553955,15183,514,280,0,794,3.385365211091352,1.8441678192715536,2021-03-06
602,TARUMÃ,3553955,15183,514,280,0,794,3.385365211091352,1.8441678192715536,2021-03-07
602,TARUMÃ,3553955,15183,514,280,0,794,3.385365211091352,1.8441678192715536,2021-03-08
602,TARUMÃ,3553955,15183,543,288,0,831,3.576368306658763,1.896858328393598,2021-03-09
602,TARUMÃ,3553955,15183,553,288,0,841,3.642231443061319,1.896858328393598,2021-03-10
602,TARUMÃ,3553955,15183,653,306,0,959,4.300862807086873,2.015411973918198,2021-03-11
602,TARUMÃ,3553955,15183,657,307,0,964,4.327208061647895,2.021998287558453,2021-03-12
602,TARUMÃ,3553955,15183,657,307,0,964,4.327208061647895,2.021998287558453,2021-03-13
602,TARUMÃ,3553955,15183,657,307,0,964,4.327208061647895,2.021998287558453,2021-03-14
602,TARUMÃ,3553955,15183,660,307,0,967,4.346967002568662,2.021998287558453,2021-03-15
602,TARUMÃ,3553955,15183,725,309,0,1034,4.775077389185273,2.0351709148389645,2021-03-16
602,TARUMÃ,3553955,15183,769,309,0,1078,5.064875189356517,2.0351709148389645,2021-03-17
602,TARUMÃ,3553955,15183,831,311,0,1142,5.473226635052361,2.048343542119476,2021-03-18
602,TARUMÃ,3553955,15183,876,311,0,1187,5.769610748863861,2.048343542119476,2021-03-19
602,TARUMÃ,3553955,15183,876,311,0,1187,5.769610748863861,2.048343542119476,2021-03-20
602,TARUMÃ,3553955,15183,876,0,0,876,5.769610748863861,0.0,2021-03-21
602,TARUMÃ,3553955,15183,941,0,0,941,6.197721135480472,0.0,2021-03-22
602,TARUMÃ,3553955,15183,951,313,0,1264,6.263584271883027,2.0615161693999866,2021-03-23
602,TARUMÃ,3553955,15183,1023,321,0,1344,6.737798853981427,2.1142066785220317,2021-03-24
602,TARUMÃ,3553955,15183,1023,321,0,1344,6.737798853981427,2.1142066785220317,2021-03-25
602,TARUMÃ,3553955,15183,1115,325,0,1440,7.343739708884938,2.1405519330830534,2021-03-26
602,TARUMÃ,3553955,15183,1115,325,0,1440,7.343739708884938,2.1405519330830534,2021-03-27
602,TARUMÃ,3553955,15183,1119,325,0,1444,7.37008496344596,2.1405519330830534,2021-03-28
602,TARUMÃ,3553955,15183,1127,362,0,1489,7.422775472568004,2.3842455377725087,2021-03-29
602,TARUMÃ,3553955,15183,1178,452,0,1630,7.758677468221037,2.977013765395508,2021-03-30
602,TARUMÃ,3553955,15183,1227,452,0,1679,8.081406836593558,2.977013765395508,2021-03-31
602,TARUMÃ,3553955,15183,1227,452,0,1679,8.081406836593558,2.977013765395508,2021-04-01
602,TARUMÃ,3553955,15183,1227,452,0,1679,8.081406836593558,2.977013765395508,2021-04-02
602,TARUMÃ,3553955,15183,1227,452,0,1679,8.081406836593558,2.977013765395508,2021-04-03
602,TARUMÃ,3553955,15183,1227,452,0,1679,8.081406836593558,2.977013765395508,2021-04-04
602,TARUMÃ,3553955,15183,1227,452,0,1679,8.081406836593558,2.977013765395508,2021-04-05
602,TARUMÃ,3553955,15183,1302,478,0,1780,8.575380359612724,3.1482579200421523,2021-04-06
