,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
322,MARABÁ PAULISTA,3528700,5948,128,2908,0,3036,2.151983860121049,48.89038332212509,2021-02-21
322,MARABÁ PAULISTA,3528700,5948,132,52,0,184,2.219233355749832,0.8742434431741762,2021-02-22
322,MARABÁ PAULISTA,3528700,5948,132,52,0,184,2.219233355749832,0.8742434431741762,2021-02-23
322,MARABÁ PAULISTA,3528700,5948,132,154,0,286,2.219233355749832,2.589105581708137,2021-02-24
322,MARABÁ PAULISTA,3528700,5948,132,155,0,287,2.219233355749832,2.605917955615333,2021-02-25
322,MARABÁ PAULISTA,3528700,5948,136,178,0,314,2.286482851378614,2.992602555480834,2021-02-26
322,MARABÁ PAULISTA,3528700,5948,136,178,0,314,2.286482851378614,2.992602555480834,2021-02-27
322,MARABÁ PAULISTA,3528700,5948,136,178,0,314,2.286482851378614,2.992602555480834,2021-02-28
322,MARABÁ PAULISTA,3528700,5948,136,182,0,318,2.286482851378614,3.0598520511096168,2021-03-01
322,MARABÁ PAULISTA,3528700,5948,136,42,0,178,2.286482851378614,0.7061197041022192,2021-03-02
322,MARABÁ PAULISTA,3528700,5948,152,57,0,209,2.555480833893746,0.9583053127101548,2021-03-03
322,MARABÁ PAULISTA,3528700,5948,152,57,0,209,2.555480833893746,0.9583053127101548,2021-03-04
322,MARABÁ PAULISTA,3528700,5948,177,64,0,241,2.9757901815736383,1.0759919300605243,2021-03-05
322,MARABÁ PAULISTA,3528700,5948,191,77,0,268,3.2111634162743776,1.2945527908540686,2021-03-06
322,MARABÁ PAULISTA,3528700,5948,191,77,0,268,3.2111634162743776,1.2945527908540686,2021-03-07
322,MARABÁ PAULISTA,3528700,5948,200,80,0,280,3.362474781439139,1.3449899125756557,2021-03-08
322,MARABÁ PAULISTA,3528700,5948,200,80,0,280,3.362474781439139,1.3449899125756557,2021-03-09
322,MARABÁ PAULISTA,3528700,5948,221,80,0,301,3.7155346334902486,1.3449899125756557,2021-03-10
322,MARABÁ PAULISTA,3528700,5948,238,81,0,319,4.001344989912576,1.3618022864828514,2021-03-11
322,MARABÁ PAULISTA,3528700,5948,239,82,0,321,4.018157363819771,1.378614660390047,2021-03-12
322,MARABÁ PAULISTA,3528700,5948,239,82,0,321,4.018157363819771,1.378614660390047,2021-03-13
322,MARABÁ PAULISTA,3528700,5948,239,82,0,321,4.018157363819771,1.378614660390047,2021-03-14
322,MARABÁ PAULISTA,3528700,5948,271,83,0,354,4.5561533288500335,1.3954270342972428,2021-03-15
322,MARABÁ PAULISTA,3528700,5948,273,83,0,356,4.589778076664425,1.3954270342972428,2021-03-16
322,MARABÁ PAULISTA,3528700,5948,273,83,0,356,4.589778076664425,1.3954270342972428,2021-03-17
322,MARABÁ PAULISTA,3528700,5948,287,83,0,370,4.825151311365165,1.3954270342972428,2021-03-18
322,MARABÁ PAULISTA,3528700,5948,333,83,0,416,5.598520511096167,1.3954270342972428,2021-03-19
322,MARABÁ PAULISTA,3528700,5948,333,83,0,416,5.598520511096167,1.3954270342972428,2021-03-20
322,MARABÁ PAULISTA,3528700,5948,333,0,0,333,5.598520511096167,0.0,2021-03-21
322,MARABÁ PAULISTA,3528700,5948,333,0,0,333,5.598520511096167,0.0,2021-03-22
322,MARABÁ PAULISTA,3528700,5948,344,83,0,427,5.78345662407532,1.3954270342972428,2021-03-23
322,MARABÁ PAULISTA,3528700,5948,344,83,0,427,5.78345662407532,1.3954270342972428,2021-03-24
322,MARABÁ PAULISTA,3528700,5948,344,83,0,427,5.78345662407532,1.3954270342972428,2021-03-25
322,MARABÁ PAULISTA,3528700,5948,366,83,0,449,6.153328850033625,1.3954270342972428,2021-03-26
322,MARABÁ PAULISTA,3528700,5948,366,83,0,449,6.153328850033625,1.3954270342972428,2021-03-27
322,MARABÁ PAULISTA,3528700,5948,366,83,0,449,6.153328850033625,1.3954270342972428,2021-03-28
322,MARABÁ PAULISTA,3528700,5948,366,83,0,449,6.153328850033625,1.3954270342972428,2021-03-29
322,MARABÁ PAULISTA,3528700,5948,386,83,0,469,6.489576328177539,1.3954270342972428,2021-03-30
322,MARABÁ PAULISTA,3528700,5948,386,83,0,469,6.489576328177539,1.3954270342972428,2021-03-31
322,MARABÁ PAULISTA,3528700,5948,386,83,0,469,6.489576328177539,1.3954270342972428,2021-04-01
322,MARABÁ PAULISTA,3528700,5948,386,83,0,469,6.489576328177539,1.3954270342972428,2021-04-02
322,MARABÁ PAULISTA,3528700,5948,386,83,0,469,6.489576328177539,1.3954270342972428,2021-04-03
322,MARABÁ PAULISTA,3528700,5948,386,83,0,469,6.489576328177539,1.3954270342972428,2021-04-04
322,MARABÁ PAULISTA,3528700,5948,386,83,0,469,6.489576328177539,1.3954270342972428,2021-04-05
322,MARABÁ PAULISTA,3528700,5948,397,113,0,510,6.674512441156691,1.899798251513113,2021-04-06
322,MARABÁ PAULISTA,3528700,5948,412,133,0,545,6.926698049764626,2.2360457296570275,2021-04-07
