,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data
618,TURIÚBA,3555208,2020,103,143,0,246,5.099009900990099,7.079207920792078,2021-02-21
618,TURIÚBA,3555208,2020,103,498,0,601,5.099009900990099,24.65346534653465,2021-02-22
618,TURIÚBA,3555208,2020,103,50,0,153,5.099009900990099,2.4752475247524752,2021-02-23
618,TURIÚBA,3555208,2020,103,36,0,139,5.099009900990099,1.782178217821782,2021-02-24
618,TURIÚBA,3555208,2020,103,36,0,139,5.099009900990099,1.782178217821782,2021-02-25
618,TURIÚBA,3555208,2020,103,36,0,139,5.099009900990099,1.782178217821782,2021-02-26
618,TURIÚBA,3555208,2020,103,36,0,139,5.099009900990099,1.782178217821782,2021-02-27
618,TURIÚBA,3555208,2020,103,36,0,139,5.099009900990099,1.782178217821782,2021-02-28
618,TURIÚBA,3555208,2020,113,36,0,149,5.594059405940595,1.782178217821782,2021-03-01
618,TURIÚBA,3555208,2020,116,62,0,178,5.742574257425743,3.0693069306930694,2021-03-02
618,TURIÚBA,3555208,2020,143,62,0,205,7.079207920792078,3.0693069306930694,2021-03-03
618,TURIÚBA,3555208,2020,143,62,0,205,7.079207920792078,3.0693069306930694,2021-03-04
618,TURIÚBA,3555208,2020,143,77,0,220,7.079207920792078,3.811881188118812,2021-03-05
618,TURIÚBA,3555208,2020,143,79,0,222,7.079207920792078,3.910891089108911,2021-03-06
618,TURIÚBA,3555208,2020,143,79,0,222,7.079207920792078,3.910891089108911,2021-03-07
618,TURIÚBA,3555208,2020,155,79,0,234,7.673267326732673,3.910891089108911,2021-03-08
618,TURIÚBA,3555208,2020,175,79,0,254,8.663366336633663,3.910891089108911,2021-03-09
618,TURIÚBA,3555208,2020,175,79,0,254,8.663366336633663,3.910891089108911,2021-03-10
618,TURIÚBA,3555208,2020,175,79,0,254,8.663366336633663,3.910891089108911,2021-03-11
618,TURIÚBA,3555208,2020,185,79,0,264,9.15841584158416,3.910891089108911,2021-03-12
618,TURIÚBA,3555208,2020,185,79,0,264,9.15841584158416,3.910891089108911,2021-03-13
618,TURIÚBA,3555208,2020,185,79,0,264,9.15841584158416,3.910891089108911,2021-03-14
618,TURIÚBA,3555208,2020,205,79,0,284,10.14851485148515,3.910891089108911,2021-03-15
618,TURIÚBA,3555208,2020,205,79,0,284,10.14851485148515,3.910891089108911,2021-03-16
618,TURIÚBA,3555208,2020,205,79,0,284,10.14851485148515,3.910891089108911,2021-03-17
618,TURIÚBA,3555208,2020,205,79,0,284,10.14851485148515,3.910891089108911,2021-03-18
618,TURIÚBA,3555208,2020,225,79,0,304,11.13861386138614,3.910891089108911,2021-03-19
618,TURIÚBA,3555208,2020,225,79,0,304,11.13861386138614,3.910891089108911,2021-03-20
618,TURIÚBA,3555208,2020,225,0,0,225,11.13861386138614,0.0,2021-03-21
618,TURIÚBA,3555208,2020,239,0,0,239,11.83168316831683,0.0,2021-03-22
618,TURIÚBA,3555208,2020,263,79,0,342,13.01980198019802,3.910891089108911,2021-03-23
618,TURIÚBA,3555208,2020,263,79,0,342,13.01980198019802,3.910891089108911,2021-03-24
618,TURIÚBA,3555208,2020,263,79,0,342,13.01980198019802,3.910891089108911,2021-03-25
618,TURIÚBA,3555208,2020,302,98,0,400,14.95049504950495,4.851485148514851,2021-03-26
618,TURIÚBA,3555208,2020,302,98,0,400,14.95049504950495,4.851485148514851,2021-03-27
618,TURIÚBA,3555208,2020,302,98,0,400,14.95049504950495,4.851485148514851,2021-03-28
618,TURIÚBA,3555208,2020,314,126,0,440,15.544554455445544,6.237623762376238,2021-03-29
618,TURIÚBA,3555208,2020,314,126,0,440,15.544554455445544,6.237623762376238,2021-03-30
618,TURIÚBA,3555208,2020,314,126,0,440,15.544554455445544,6.237623762376238,2021-03-31
618,TURIÚBA,3555208,2020,314,126,0,440,15.544554455445544,6.237623762376238,2021-04-01
618,TURIÚBA,3555208,2020,314,126,0,440,15.544554455445544,6.237623762376238,2021-04-02
618,TURIÚBA,3555208,2020,314,126,0,440,15.544554455445544,6.237623762376238,2021-04-03
618,TURIÚBA,3555208,2020,314,126,0,440,15.544554455445544,6.237623762376238,2021-04-04
618,TURIÚBA,3555208,2020,314,158,0,472,15.544554455445544,7.821782178217822,2021-04-05
618,TURIÚBA,3555208,2020,329,162,0,491,16.287128712871286,8.01980198019802,2021-04-06
618,TURIÚBA,3555208,2020,329,162,0,491,16.287128712871286,8.01980198019802,2021-04-07
618,TURIÚBA,3555208,2020,329,162,0,491,16.287128712871286,8.01980198019802,2021-04-08
618,TURIÚBA,3555208,2020,331,179,0,510,16.386138613861387,8.861386138613861,2021-04-09
618,TURIÚBA,3555208,2020,331,179,0,510,16.386138613861387,8.861386138613861,2021-04-10
618,TURIÚBA,3555208,2020,331,179,0,510,16.386138613861387,8.861386138613861,2021-04-11
618,TURIÚBA,3555208,2020,352,205,0,557,17.425742574257423,10.14851485148515,2021-04-12
618,TURIÚBA,3555208,2020,368,205,0,573,18.217821782178216,10.14851485148515,2021-04-13
618,TURIÚBA,3555208,2020,384,213,0,597,19.00990099009901,10.544554455445544,2021-04-14
618,TURIÚBA,3555208,2020,397,221,0,618,19.653465346534656,10.94059405940594,2021-04-15
618,TURIÚBA,3555208,2020,397,241,0,638,19.653465346534656,11.93069306930693,2021-04-16
618,TURIÚBA,3555208,2020,397,241,0,638,19.653465346534656,11.93069306930693,2021-04-17
618,TURIÚBA,3555208,2020,397,241,0,638,19.653465346534656,11.93069306930693,2021-04-18
618,TURIÚBA,3555208,2020,414,242,0,656,20.495049504950494,11.98019801980198,2021-04-19
618,TURIÚBA,3555208,2020,445,242,0,687,22.02970297029703,11.98019801980198,2021-04-20
618,TURIÚBA,3555208,2020,445,242,0,687,22.02970297029703,11.98019801980198,2021-04-21
618,TURIÚBA,3555208,2020,465,242,0,707,23.01980198019802,11.98019801980198,2021-04-22
618,TURIÚBA,3555208,2020,465,262,0,727,23.01980198019802,12.970297029702971,2021-04-23
618,TURIÚBA,3555208,2020,465,262,0,727,23.01980198019802,12.970297029702971,2021-04-24
618,TURIÚBA,3555208,2020,465,262,0,727,23.01980198019802,12.970297029702971,2021-04-25
618,TURIÚBA,3555208,2020,465,262,0,727,23.01980198019802,12.970297029702971,2021-04-26
618,TURIÚBA,3555208,2020,465,262,0,727,23.01980198019802,12.970297029702971,2021-04-27
618,TURIÚBA,3555208,2020,465,262,0,727,23.01980198019802,12.970297029702971,2021-04-28
618,TURIÚBA,3555208,2020,486,299,0,785,24.059405940594058,14.801980198019802,2021-04-29
618,TURIÚBA,3555208,2020,486,299,0,785,24.059405940594058,14.801980198019802,2021-04-30
618,TURIÚBA,3555208,2020,486,299,0,785,24.059405940594058,14.801980198019802,2021-05-01
618,TURIÚBA,3555208,2020,486,299,0,785,24.059405940594058,14.801980198019802,2021-05-02
618,TURIÚBA,3555208,2020,486,299,0,785,24.059405940594058,14.801980198019802,2021-05-03
618,TURIÚBA,3555208,2020,486,299,0,785,24.059405940594058,14.801980198019802,2021-05-04
618,TURIÚBA,3555208,2020,536,299,0,835,26.534653465346537,14.801980198019802,2021-05-05
618,TURIÚBA,3555208,2020,561,299,0,860,27.77227722772277,14.801980198019802,2021-05-06
618,TURIÚBA,3555208,2020,561,299,0,860,27.77227722772277,14.801980198019802,2021-05-07
618,TURIÚBA,3555208,2020,561,299,0,860,27.77227722772277,14.801980198019802,2021-05-08
618,TURIÚBA,3555208,2020,561,299,0,860,27.77227722772277,14.801980198019802,2021-05-09
618,TURIÚBA,3555208,2020,562,336,0,898,27.821782178217823,16.633663366336634,2021-05-10
618,TURIÚBA,3555208,2020,582,336,0,918,28.81188118811881,16.633663366336634,2021-05-11
618,TURIÚBA,3555208,2020,582,336,0,918,28.81188118811881,16.633663366336634,2021-05-12
618,TURIÚBA,3555208,2020,622,336,0,958,30.792079207920796,16.633663366336634,2021-05-13
618,TURIÚBA,3555208,2020,622,336,0,958,30.792079207920796,16.633663366336634,2021-05-14
618,TURIÚBA,3555208,2020,622,336,0,958,30.792079207920796,16.633663366336634,2021-05-15
618,TURIÚBA,3555208,2020,622,336,0,958,30.792079207920796,16.633663366336634,2021-05-16
618,TURIÚBA,3555208,2020,622,336,0,958,30.792079207920796,16.633663366336634,2021-05-17
618,TURIÚBA,3555208,2020,643,363,0,1006,31.831683168316832,17.97029702970297,2021-05-18
618,TURIÚBA,3555208,2020,643,363,0,1006,31.831683168316832,17.97029702970297,2021-05-19
618,TURIÚBA,3555208,2020,643,363,0,1006,31.831683168316832,17.97029702970297,2021-05-20
618,TURIÚBA,3555208,2020,643,363,0,1006,31.831683168316832,17.97029702970297,2021-05-21
618,TURIÚBA,3555208,2020,657,364,0,1021,32.524752475247524,18.019801980198014,2021-05-22
618,TURIÚBA,3555208,2020,657,364,0,1021,32.524752475247524,18.019801980198014,2021-05-23
618,TURIÚBA,3555208,2020,657,364,0,1021,32.524752475247524,18.019801980198014,2021-05-24
618,TURIÚBA,3555208,2020,667,383,0,1050,33.01980198019802,18.96039603960396,2021-05-25
618,TURIÚBA,3555208,2020,668,383,0,1051,33.069306930693074,18.96039603960396,2021-05-26
618,TURIÚBA,3555208,2020,668,383,0,1051,33.069306930693074,18.96039603960396,2021-05-27
618,TURIÚBA,3555208,2020,668,383,0,1051,33.069306930693074,18.96039603960396,2021-05-28
618,TURIÚBA,3555208,2020,668,383,0,1051,33.069306930693074,18.96039603960396,2021-05-29
618,TURIÚBA,3555208,2020,668,383,0,1051,33.069306930693074,18.96039603960396,2021-05-30
618,TURIÚBA,3555208,2020,668,389,0,1057,33.069306930693074,19.25742574257426,2021-05-31
618,TURIÚBA,3555208,2020,691,390,0,1081,34.20792079207921,19.306930693069308,2021-06-01
618,TURIÚBA,3555208,2020,700,390,0,1090,34.65346534653465,19.306930693069308,2021-06-02
618,TURIÚBA,3555208,2020,712,390,0,1102,35.24752475247524,19.306930693069308,2021-06-03
618,TURIÚBA,3555208,2020,712,390,0,1102,35.24752475247524,19.306930693069308,2021-06-04
618,TURIÚBA,3555208,2020,712,390,0,1102,35.24752475247524,19.306930693069308,2021-06-05
618,TURIÚBA,3555208,2020,712,390,0,1102,35.24752475247524,19.306930693069308,2021-06-06
618,TURIÚBA,3555208,2020,712,390,0,1102,35.24752475247524,19.306930693069308,2021-06-07
618,TURIÚBA,3555208,2020,715,390,0,1105,35.3960396039604,19.306930693069308,2021-06-08
618,TURIÚBA,3555208,2020,722,390,0,1112,35.742574257425744,19.306930693069308,2021-06-09
618,TURIÚBA,3555208,2020,732,390,0,1122,36.23762376237624,19.306930693069308,2021-06-10
618,TURIÚBA,3555208,2020,732,390,0,1122,36.23762376237624,19.306930693069308,2021-06-11
618,TURIÚBA,3555208,2020,735,390,0,1125,36.38613861386138,19.306930693069308,2021-06-12
618,TURIÚBA,3555208,2020,735,390,0,1125,36.38613861386138,19.306930693069308,2021-06-13
618,TURIÚBA,3555208,2020,737,390,0,1127,36.48514851485148,19.306930693069308,2021-06-14
618,TURIÚBA,3555208,2020,775,398,0,1173,38.366336633663366,19.702970297029704,2021-06-15
618,TURIÚBA,3555208,2020,832,398,0,1230,41.18811881188119,19.702970297029704,2021-06-16
618,TURIÚBA,3555208,2020,901,398,0,1299,44.6039603960396,19.702970297029704,2021-06-17
618,TURIÚBA,3555208,2020,906,398,0,1304,44.85148514851485,19.702970297029704,2021-06-18
618,TURIÚBA,3555208,2020,906,398,0,1304,44.85148514851485,19.702970297029704,2021-06-19
618,TURIÚBA,3555208,2020,906,398,0,1304,44.85148514851485,19.702970297029704,2021-06-20
618,TURIÚBA,3555208,2020,906,398,0,1304,44.85148514851485,19.702970297029704,2021-06-21
618,TURIÚBA,3555208,2020,906,398,0,1304,44.85148514851485,19.702970297029704,2021-06-22
618,TURIÚBA,3555208,2020,939,398,0,1337,46.48514851485149,19.702970297029704,2021-06-23
618,TURIÚBA,3555208,2020,969,398,0,1367,47.97029702970297,19.702970297029704,2021-06-24
618,TURIÚBA,3555208,2020,969,398,0,1367,47.97029702970297,19.702970297029704,2021-06-25
618,TURIÚBA,3555208,2020,992,398,0,1390,49.10891089108911,19.702970297029704,2021-06-26
618,TURIÚBA,3555208,2020,992,398,0,1390,49.10891089108911,19.702970297029704,2021-06-27
618,TURIÚBA,3555208,2020,992,398,0,1390,49.10891089108911,19.702970297029704,2021-06-28
618,TURIÚBA,3555208,2020,992,398,11,1401,49.10891089108911,20.24752475247525,2021-06-29
618,TURIÚBA,3555208,2020,1024,399,11,1434,50.693069306930695,20.2970297029703,2021-06-30
618,TURIÚBA,3555208,2020,1024,399,11,1434,50.693069306930695,20.2970297029703,2021-07-01
