,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,3894,1535,0,5429,5635,96.34427684117125,11.090541425764005,4.371849278004045
1,ADOLFO,3500204,3554,308,136,0,444,483,91.92546583850931,8.666291502532358,3.8266741699493525
2,AGUAÍ,3500303,36648,1736,610,0,2346,2848,82.37359550561798,4.7369569962890195,1.6644837371752892
3,ÁGUAS DA PRATA,3500402,8221,710,260,0,970,1174,82.62350936967631,8.636418927137818,3.1626322831772287
4,ÁGUAS DE LINDÓIA,3500501,18808,1176,398,0,1574,2099,74.98808956646022,6.252658443215653,2.1161207996597193
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,433,173,0,606,663,91.4027149321267,7.087903093796038,2.8318873792764774
6,ÁGUAS DE SÃO PEDRO,3500600,3521,482,182,0,664,786,84.47837150127226,13.689292814541323,5.168986083499006
7,AGUDOS,3500709,37401,3138,1168,0,4306,6040,71.29139072847683,8.390149995989413,3.1229111521082324
8,ALAMBARI,3500758,6129,297,84,0,381,484,78.71900826446281,4.845814977973569,1.3705335291238374
9,ALFREDO MARCONDES,3500808,4184,463,205,0,668,746,89.54423592493298,11.065965583173996,4.89961759082218
10,ALTAIR,3500907,4186,298,124,0,422,422,100.0,7.118967988533206,2.9622551361681797
11,ALTINÓPOLIS,3501004,16203,1002,377,0,1379,2088,66.044061302682,6.184039992593964,2.3267296179719805
12,ALTO ALEGRE,3501103,4088,363,76,0,439,660,66.51515151515152,8.879647749510763,1.8590998043052838
13,ALUMÍNIO,3501152,18767,667,254,0,921,1154,79.80935875216637,3.5541109394149304,1.353439548143017
14,ÁLVARES FLORENCE,3501202,3647,363,107,0,470,554,84.83754512635379,9.953386344941048,2.9339182890046613
15,ÁLVARES MACHADO,3501301,24998,1621,525,0,2146,2511,85.46395858223815,6.48451876150092,2.100168013441075
16,ÁLVARO DE CARVALHO,3501400,5274,196,66,0,262,390,67.17948717948717,3.7163443306788015,1.2514220705346986
17,ALVINLÂNDIA,3501509,3237,209,86,0,295,312,94.55128205128204,6.4565956132221185,2.6567809700339824
18,AMERICANA,3501608,242018,13686,5180,0,18866,25760,73.23757763975155,5.654951284615193,2.1403366691733674
19,AMÉRICO BRASILIENSE,3501707,41032,2253,823,0,3076,4025,76.4223602484472,5.490836420354845,2.0057516085006823
20,AMÉRICO DE CAMPOS,3501806,5981,491,188,0,679,764,88.87434554973822,8.20932954355459,3.1432870757398432
21,AMPARO,3501905,72677,5342,2068,0,7410,8796,84.24283765347886,7.350330916245855,2.8454669290146817
22,ANALÂNDIA,3502002,5056,333,96,0,429,448,95.75892857142857,6.58623417721519,1.89873417721519
23,ANDRADINA,3502101,57202,4735,1178,0,5913,8005,73.86633354153655,8.277682598510541,2.0593685535470785
24,ANGATUBA,3502200,25479,1076,261,0,1337,2107,63.45514950166113,4.223085678401821,1.0243730130695867
25,ANHEMBI,3502309,6819,306,93,0,399,550,72.54545454545455,4.4874615046194455,1.3638363396392434
26,ANHUMAS,3502408,4144,334,129,0,463,456,101.53508771929825,8.059845559845561,3.112934362934363
27,APARECIDA,3502507,36185,1973,763,0,2736,3578,76.46730016769145,5.452535581041868,2.1086085394500484
28,APARECIDA D'OESTE,3502606,4158,479,192,0,671,706,95.04249291784703,11.519961519961521,4.617604617604617
29,APIAÍ,3502705,24226,1257,459,0,1716,1894,90.60190073917634,5.188640303805828,1.8946586312226534
30,ARAÇARIGUAMA,3502754,22860,745,272,0,1017,1174,86.62691652470187,3.2589676290463694,1.1898512685914262
31,ARAÇATUBA,3502804,198129,17061,7207,0,24268,27989,86.70549144306692,8.61105643293006,3.637529084586305
32,ARAÇOIABA DA SERRA,3502903,34776,1863,550,0,2413,2695,89.53617810760667,5.357142857142857,1.5815504945939727
33,ARAMINA,3503000,5655,330,116,0,446,536,83.2089552238806,5.835543766578249,2.051282051282051
34,ARANDU,3503109,6365,401,115,0,516,567,91.005291005291,6.300078554595443,1.8067556952081696
35,ARAPEÍ,3503158,2460,194,71,0,265,314,84.39490445859873,7.8861788617886175,2.886178861788618
36,ARARAQUARA,3503208,238339,21193,9918,0,31111,32676,95.21055208715877,8.891956415022301,4.161299661406652
37,ARARAS,3503307,135506,9499,3910,0,13409,14516,92.37393221273078,7.010021696456245,2.8854810857083817
38,ARCO-ÍRIS,3503356,1773,318,206,0,524,609,86.04269293924466,17.93570219966159,11.61872532430908
39,AREALVA,3503406,8613,651,215,0,866,1063,81.46754468485419,7.558342041100661,2.4962266341576687
40,AREIAS,3503505,3896,166,51,0,217,500,43.4,4.260780287474333,1.3090349075975358
41,AREIÓPOLIS,3503604,11158,423,173,0,596,810,73.58024691358025,3.7910019716795125,1.5504570711597059
42,ARIRANHA,3503703,9761,679,311,0,990,1027,96.39727361246348,6.956254482122734,3.1861489601475257
43,ARTUR NOGUEIRA,3503802,55340,2683,975,0,3658,4142,88.3148237566393,4.848211058908565,1.761835923382725
44,ARUJÁ,3503901,91157,3366,1323,0,4689,5116,91.6536356528538,3.6925304694099195,1.4513421898482837
45,ASPÁSIA,3503950,1818,169,70,0,239,258,92.63565891472868,9.295929592959295,3.850385038503851
46,ASSIS,3504008,105087,8887,3800,0,12687,14647,86.61842015429781,8.456802458914995,3.616051462121861
47,ATIBAIA,3504107,144088,11156,4789,0,15945,17700,90.08474576271186,7.742490700127699,3.3236633168619174
48,AURIFLAMA,3504206,15253,1051,351,0,1402,1937,72.37996902426433,6.89044778076444,2.301186651806202
49,AVAÍ,3504305,5436,669,483,0,1152,1356,84.95575221238938,12.306843267108167,8.885209713024283
50,AVANHANDAVA,3504404,13859,566,227,0,793,834,95.08393285371703,4.083988743776607,1.6379248142001586
51,AVARÉ,3504503,91232,6743,2868,0,9611,10993,87.42836350404804,7.391047001052263,3.1436338126972987
52,BADY BASSITT,3504602,17761,1204,602,0,1806,1972,91.58215010141988,6.7788975845954615,3.3894487922977308
53,BALBINOS,3504701,5934,178,53,0,231,280,82.5,2.9996629592180657,0.8931580721267273
54,BÁLSAMO,3504800,9139,766,309,0,1075,1143,94.05074365704287,8.38166101323996,3.3811139074296968
55,BANANAL,3504909,10993,863,312,0,1175,1438,81.7107093184979,7.850450286545983,2.8381697443827894
56,BARÃO DE ANTONINA,3505005,3498,281,133,0,414,514,80.54474708171206,8.033161806746712,3.802172670097198
57,BARBOSA,3505104,7468,416,201,0,617,710,86.90140845070422,5.570433851098018,2.6914836636314945
58,BARIRI,3505203,35558,2701,1011,0,3712,4330,85.72748267898383,7.596040272231284,2.8432420271106364
