,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,4778,1737,0,6515,8165,79.79179424372322,13.608270912249724,4.947167554327703
1,ADOLFO,3500204,3554,414,167,0,581,743,78.19650067294751,11.648846370287,4.69893078221722
2,AGUAÍ,3500303,36648,2368,878,0,3246,4538,71.52930806522697,6.461471294477189,2.3957651167867278
3,ÁGUAS DA PRATA,3500402,8221,992,264,0,1256,1794,70.01114827201785,12.06665855735312,3.211288164456879
4,ÁGUAS DE LINDÓIA,3500501,18808,1628,418,0,2046,3259,62.779993863148206,8.655891110165886,2.222458528285836
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,617,178,0,795,1043,76.22243528283796,10.099852676379113,2.9137338353249302
6,ÁGUAS DE SÃO PEDRO,3500600,3521,698,231,0,929,1126,82.50444049733571,19.823913660891794,6.560636182902585
7,AGUDOS,3500709,37401,3957,1390,0,5347,7790,68.63928112965341,10.57993101788722,3.7164781690329134
8,ALAMBARI,3500758,6129,402,119,0,521,744,70.02688172043011,6.558981889378365,1.9415891662587699
9,ALFREDO MARCONDES,3500808,4184,625,207,0,832,1096,75.91240875912408,14.937858508604208,4.947418738049713
10,ALTAIR,3500907,4186,358,125,0,483,492,98.17073170731707,8.552317247969423,2.9861442904921165
11,ALTINÓPOLIS,3501004,16203,1484,473,0,1957,3118,62.764592687620265,9.158797753502437,2.9192124915139175
12,ALTO ALEGRE,3501103,4088,533,161,0,694,1000,69.39999999999999,13.03816046966732,3.9383561643835616
13,ALUMÍNIO,3501152,18767,959,276,0,1235,1854,66.61272923408845,5.110033569563596,1.4706665956199712
14,ÁLVARES FLORENCE,3501202,3647,535,113,0,648,894,72.48322147651007,14.669591445023306,3.0984370715656704
15,ÁLVARES MACHADO,3501301,24998,2235,601,0,2836,4031,70.35475068221285,8.940715257220578,2.404192335386831
16,ÁLVARO DE CARVALHO,3501400,5274,296,73,0,369,590,62.54237288135593,5.612438376943497,1.3841486537732273
17,ALVINLÂNDIA,3501509,3237,308,87,0,395,482,81.95020746887967,9.514983008958913,2.6876737720111215
18,AMERICANA,3501608,242018,17139,6725,0,23864,38580,61.855883877656815,7.081704666595047,2.7787189382607904
19,AMÉRICO BRASILIENSE,3501707,41032,3000,1131,0,4131,5375,76.85581395348837,7.311366738155586,2.756385260284656
20,AMÉRICO DE CAMPOS,3501806,5981,632,189,0,821,1184,69.34121621621621,10.566794850359472,3.160006687844842
21,AMPARO,3501905,72677,6910,2380,0,9290,13056,71.15502450980392,9.507822282152539,3.2747636803940723
22,ANALÂNDIA,3502002,5056,519,111,0,630,738,85.36585365853658,10.265031645569621,2.195411392405063
23,ANDRADINA,3502101,57202,5719,2268,0,7987,11585,68.94259818731118,9.997902171252754,3.9648963322960737
24,ANGATUBA,3502200,25479,1591,451,0,2042,3337,61.19268804315253,6.244358098826484,1.7700851681777148
25,ANHEMBI,3502309,6819,466,115,0,581,850,68.35294117647058,6.833846605074058,1.6864642909517522
26,ANHUMAS,3502408,4144,438,129,0,567,686,82.6530612244898,10.569498069498069,3.112934362934363
27,APARECIDA,3502507,36185,2724,973,0,3697,5458,67.73543422499084,7.527981207682742,2.6889595136106124
28,APARECIDA D'OESTE,3502606,4158,600,218,0,818,1046,78.20267686424475,14.43001443001443,5.242905242905243
29,APIAÍ,3502705,24226,1801,527,0,2328,3144,74.04580152671755,7.434161644514159,2.1753487988111946
30,ARAÇARIGUAMA,3502754,22860,1089,310,0,1399,1844,75.86767895878525,4.7637795275590555,1.3560804899387575
31,ARAÇATUBA,3502804,198129,21369,7432,0,28801,39519,72.87886839241884,10.785397392607846,3.7510914606140444
32,ARAÇOIABA DA SERRA,3502903,34776,2517,647,0,3164,4385,72.15507411630558,7.237750172532781,1.8604784909132734
33,ARAMINA,3503000,5655,422,116,0,538,856,62.850467289719624,7.462422634836428,2.051282051282051
34,ARANDU,3503109,6365,512,133,0,645,897,71.90635451505017,8.043990573448546,2.0895522388059704
35,ARAPEÍ,3503158,2460,245,77,0,322,454,70.92511013215858,9.959349593495935,3.1300813008130084
36,ARARAQUARA,3503208,238339,27808,10363,0,38171,46256,82.52118644067797,11.667414900624742,4.3480085088886
37,ARARAS,3503307,135506,12870,4031,0,16901,21526,78.51435473381028,9.497734417664162,2.9747760246778743
38,ARCO-ÍRIS,3503356,1773,339,207,0,546,739,73.88362652232748,19.120135363790187,11.6751269035533
39,AREALVA,3503406,8613,905,253,0,1158,1713,67.60070052539405,10.507372576338094,2.937420178799489
40,AREIAS,3503505,3896,277,132,0,409,670,61.04477611940299,7.109856262833676,3.3880903490759757
41,AREIÓPOLIS,3503604,11158,461,226,0,687,1180,58.220338983050844,4.131564796558523,2.025452590069905
42,ARIRANHA,3503703,9761,926,335,0,1261,1507,83.67617783676178,9.486732916709354,3.432025407232865
43,ARTUR NOGUEIRA,3503802,55340,3603,1067,0,4670,6422,72.71877919651199,6.510661366100471,1.9280809541019157
44,ARUJÁ,3503901,91157,4647,1467,0,6114,7196,84.9638688160089,5.0977983040249235,1.6093114077909543
45,ASPÁSIA,3503950,1818,206,70,0,276,388,71.1340206185567,11.331133113311331,3.850385038503851
46,ASSIS,3504008,105087,12633,4272,0,16905,20587,82.11492689561373,12.021467926575124,4.065203117416997
47,ATIBAIA,3504107,144088,14639,5072,0,19711,25260,78.03246239113223,10.159763477874632,3.520071067680862
48,AURIFLAMA,3504206,15253,1503,415,0,1918,2927,65.5278442090878,9.853799252606045,2.720776240739527
49,AVAÍ,3504305,5436,757,488,0,1245,1616,77.04207920792079,13.925680647534952,8.977189109639442
50,AVANHANDAVA,3504404,13859,818,231,0,1049,1304,80.44478527607362,5.902301753373259,1.6667869254635976
51,AVARÉ,3504503,91232,8616,3053,0,11669,15793,73.88716519977206,9.444054717642933,3.3464135391090846
52,BADY BASSITT,3504602,17761,1335,602,0,1937,2792,69.37679083094555,7.516468667304769,3.3894487922977308
53,BALBINOS,3504701,5934,228,67,0,295,340,86.76470588235294,3.842264914054601,1.1290866194809572
54,BÁLSAMO,3504800,9139,901,367,0,1268,1733,73.16791690709752,9.858846700951965,4.0157566473355955
55,BANANAL,3504909,10993,1128,339,0,1467,2098,69.92373689227837,10.261075229691622,3.083780587646684
56,BARÃO DE ANTONINA,3505005,3498,334,136,0,470,714,65.82633053221288,9.548313321898227,3.8879359634076613
57,BARBOSA,3505104,7468,604,201,0,805,1090,73.85321100917432,8.0878414568827,2.6914836636314945
58,BARIRI,3505203,35558,3561,1128,0,4689,6320,74.19303797468353,10.014623994600372,3.1722819056189886
59,BARRA BONITA,3505302,36126,3808,1244,0,5052,6566,76.94182150472129,10.540884681392901,3.443503294026463
60,BARRA DO CHAPÉU,3505351,5760,325,80,0,405,696,58.189655172413794,5.642361111111112,1.3888888888888888
61,BARRA DO TURVO,3505401,7632,1097,501,0,1598,2648,60.34743202416919,14.373689727463312,6.564465408805031
62,BARRETOS,3505500,122833,14326,5805,0,20131,24974,80.60783214543125,11.662989587488703,4.725928699942198
63,BARRINHA,3505609,33180,1897,570,0,2467,3158,78.11906269791007,5.717299578059071,1.7179023508137432
64,BARUERI,3505708,276982,19878,7707,0,27585,24412,112.99770604620679,7.176639637232745,2.7824912810218714
