,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,9887,5688,0,15575,15722,99.06500445235974,28.159266326792178,16.200051265985017
1,ADOLFO,3500204,3554,1094,585,0,1679,1562,107.49039692701665,30.782217220033765,16.460326392796848
2,AGUAÍ,3500303,36648,5996,3343,0,9339,9809,95.20848200632072,16.36105653787383,9.121916612093429
3,ÁGUAS DA PRATA,3500402,8221,2269,1111,0,3380,3582,94.3606923506421,27.60004865588128,13.514171025422698
4,ÁGUAS DE LINDÓIA,3500501,18808,4412,2322,0,6734,6894,97.67914128227444,23.45810293492131,12.34581029349213
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1127,764,0,1891,2118,89.2823418319169,18.44819119332133,12.506138484203632
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1360,715,0,2075,2008,103.33665338645419,38.6253905140585,20.306731042317523
7,AGUDOS,3500709,37401,8029,4978,0,13007,14118,92.13061340133163,21.467340445442634,13.309804550680463
8,ALAMBARI,3500758,6129,1191,450,0,1641,1698,96.64310954063605,19.43220753793441,7.342143906020558
9,ALFREDO MARCONDES,3500808,4184,1249,741,0,1990,2072,96.04247104247105,29.851816443594647,17.71032504780115
10,ALTAIR,3500907,4186,709,436,0,1145,1180,97.03389830508475,16.937410415671287,10.415671285236503
11,ALTINÓPOLIS,3501004,16203,3731,2235,0,5966,6393,93.32081964648835,23.026600012343394,13.793741899648213
12,ALTO ALEGRE,3501103,4088,1160,667,0,1827,1869,97.75280898876404,28.37573385518591,16.316046966731896
13,ALUMÍNIO,3501152,18767,2611,1469,0,4080,4294,95.01630181648812,13.91271913465125,7.827569670165717
14,ÁLVARES FLORENCE,3501202,3647,1131,574,0,1705,1757,97.04040978941377,31.011790512750203,15.738963531669867
15,ÁLVARES MACHADO,3501301,24998,5064,2708,0,7772,8426,92.23830999287918,20.25762060964877,10.832866629330347
16,ÁLVARO DE CARVALHO,3501400,5274,726,428,0,1154,1287,89.66588966588967,13.765642775881684,8.115282518012894
17,ALVINLÂNDIA,3501509,3237,649,327,0,976,994,98.18913480885311,20.049428483163425,10.101946246524559
18,AMERICANA,3501608,242018,48339,25750,0,74089,80925,91.55267222737102,19.973307770496408,10.639704484790387
19,AMÉRICO BRASILIENSE,3501707,41032,6193,3645,0,9838,10556,93.19818112921561,15.093098069799183,8.883310586859036
20,AMÉRICO DE CAMPOS,3501806,5981,1504,820,0,2324,2462,94.39480097481722,25.146296605918746,13.710081926099315
21,AMPARO,3501905,72677,15820,8767,0,24587,26580,92.50188111361926,21.767546816737067,12.062963523535645
22,ANALÂNDIA,3502002,5056,974,554,0,1528,1626,93.9729397293973,19.264240506329113,10.957278481012658
23,ANDRADINA,3502101,57202,13066,8041,0,21107,22439,94.06390659120282,22.84185867627006,14.057200797174923
24,ANGATUBA,3502200,25479,4625,2043,0,6668,7228,92.25235196458218,18.152203775658386,8.018368067820559
25,ANHEMBI,3502309,6819,1217,534,0,1751,1859,94.19042495965573,17.847191670332894,7.831060272767268
26,ANHUMAS,3502408,4144,935,516,0,1451,1395,104.01433691756272,22.562741312741313,12.451737451737452
27,APARECIDA,3502507,36185,7292,3824,0,11116,11787,94.30728768982777,20.15199668370872,10.567914881857122
28,APARECIDA D'OESTE,3502606,4158,1318,738,0,2056,2023,101.63124073158676,31.697931697931697,17.74891774891775
29,APIAÍ,3502705,24226,4463,2454,0,6917,7263,95.23612832163018,18.42235614628911,10.129612812680591
30,ARAÇARIGUAMA,3502754,22860,2432,1439,0,3871,4489,86.23301403430608,10.63867016622922,6.294838145231846
31,ARAÇATUBA,3502804,198129,45466,25936,0,71402,76932,92.81183382727603,22.947675504343128,13.090461265135342
32,ARAÇOIABA DA SERRA,3502903,34776,5409,2794,0,8203,10064,81.50834658187598,15.553830227743271,8.034276512537382
33,ARAMINA,3503000,5655,1193,620,0,1813,1830,99.07103825136612,21.096374889478337,10.963748894783377
34,ARANDU,3503109,6365,1298,648,0,1946,1993,97.64174611138986,20.392772977219167,10.180675569520817
35,ARAPEÍ,3503158,2460,565,324,0,889,865,102.77456647398844,22.96747967479675,13.170731707317074
36,ARARAQUARA,3503208,238339,54485,31144,0,85629,89129,96.07310751831615,22.860295629334686,13.06710190107368
37,ARARAS,3503307,135506,28616,15851,0,44467,44560,99.79129263913823,21.117884078933773,11.697637005003468
38,ARCO-ÍRIS,3503356,1773,651,466,0,1117,1141,97.8965819456617,36.71742808798646,26.28313592780598
39,AREALVA,3503406,8613,2136,1200,0,3336,3533,94.42400226436456,24.799721351445488,13.932427725531173
40,AREIAS,3503505,3896,758,440,0,1198,1278,93.74021909233177,19.455852156057496,11.293634496919918
41,AREIÓPOLIS,3503604,11158,1454,701,0,2155,2575,83.68932038834951,13.031009141423194,6.282487901057538
42,ARIRANHA,3503703,9761,1929,1051,0,2980,2982,99.93293091884641,19.762319434484173,10.767339411945498
43,ARTUR NOGUEIRA,3503802,55340,8584,4690,0,13274,13905,95.46206400575332,15.511384170581858,8.474882544271775
44,ARUJÁ,3503901,91157,13922,6877,0,20799,22418,92.77812472120618,15.272551751374003,7.544127165220443
45,ASPÁSIA,3503950,1818,529,284,0,813,795,102.26415094339623,29.0979097909791,15.62156215621562
46,ASSIS,3504008,105087,23269,12676,0,35945,39827,90.25284354834659,22.142605650556206,12.062386403646503
47,ATIBAIA,3504107,144088,28239,16000,0,44239,50946,86.83508028108193,19.598439842318584,11.104325134639941
48,AURIFLAMA,3504206,15253,3273,1781,0,5054,5808,87.01790633608816,21.4580738215433,11.676391529535174
49,AVAÍ,3504305,5436,1283,898,0,2181,2412,90.4228855721393,23.601913171449596,16.519499632082415
50,AVANHANDAVA,3504404,13859,1831,1026,0,2857,2864,99.75558659217877,13.211631430839166,7.403131539072083
51,AVARÉ,3504503,91232,18711,10287,0,28998,31707,91.45614533068408,20.509251139950894,11.275648895124519
52,BADY BASSITT,3504602,17761,3766,2022,0,5788,5793,99.91368893492145,21.203761049490456,11.384494116322278
53,BALBINOS,3504701,5934,419,176,0,595,597,99.66499162479062,7.061004381530165,2.965958881024604
54,BÁLSAMO,3504800,9139,2258,1260,0,3518,3425,102.71532846715328,24.707298391508917,13.787066418645367
55,BANANAL,3504909,10993,2323,1419,0,3742,4015,93.20049813200498,21.131629218593652,12.908214318202493
56,BARÃO DE ANTONINA,3505005,3498,788,485,0,1273,1349,94.36619718309859,22.52715837621498,13.865065751858205
57,BARBOSA,3505104,7468,1303,765,0,2068,2238,92.40393208221627,17.447777182645957,10.243706480985539
58,BARIRI,3505203,35558,7263,4265,0,11528,12209,94.42214759603571,20.425783227403116,11.994487878958322
59,BARRA BONITA,3505302,36126,8450,4648,0,13098,13421,97.59332389538783,23.390355976305155,12.866079831700162
60,BARRA DO CHAPÉU,3505351,5760,891,441,0,1332,1646,80.92345078979343,15.46875,7.656250000000001
61,BARRA DO TURVO,3505401,7632,1981,1322,0,3303,3789,87.17339667458432,25.95649895178197,17.32180293501048
62,BARRETOS,3505500,122833,28054,16226,0,44280,51416,86.12105181266531,22.839139319238317,13.209805182646358
63,BARRINHA,3505609,33180,3998,2155,0,6153,6723,91.52164212405177,12.049427365883062,6.494876431585292
64,BARUERI,3505708,276982,43936,24438,0,68374,74024,92.36734032205771,15.862402610999993,8.822956004361295
65,BASTOS,3505807,20953,4588,2218,0,6806,6790,100.23564064801178,21.896625781511002,10.585596334653749
66,BATATAIS,3505906,62980,13071,6559,0,19630,22366,87.7671465617455,20.75420768497936,10.414417275325501
67,BAURU,3506003,379297,83011,45552,0,128563,151609,84.79905546504494,21.885488153083205,12.009586155440195
68,BEBEDOURO,3506102,77555,16791,9556,0,26347,30824,85.4756034259019,21.650441622074656,12.321578234801109
69,BENTO DE ABREU,3506201,3005,522,304,0,826,833,99.15966386554622,17.371048252911812,10.116472545757071
70,BERNARDINO DE CAMPOS,3506300,11158,2733,1454,0,4187,4412,94.90027198549411,24.493636852482524,13.031009141423194
71,BERTIOGA,3506359,64723,9460,4807,0,14267,14930,95.55927662424648,14.616133368354372,7.427035211594024
72,BILAC,3506409,8117,1994,1096,0,3090,3185,97.01726844583987,24.56572625354195,13.502525563631885
73,BIRIGUI,3506508,124883,19855,11204,0,31059,39937,77.76998773067582,15.89888135294636,8.971597415180609
74,BIRITIBA MIRIM,3506607,32936,5157,2706,0,7863,8067,97.47117887690592,15.65763905756619,8.215933932475103
75,BOA ESPERANÇA DO SUL,3506706,15018,2312,1266,0,3578,3727,96.00214649852428,15.394859501931016,8.42988413903316
76,BOCAINA,3506805,12452,2277,1208,0,3485,3433,101.51471016603553,18.286219081272083,9.701252810793447
77,BOFETE,3506904,11921,2294,1221,0,3515,3711,94.71840474265697,19.243352067779547,10.242429326398792
78,BOITUVA,3507001,62170,9104,4901,0,14005,14929,93.81070399892826,14.643718835451184,7.883223419655783
79,BOM JESUS DOS PERDÕES,3507100,25985,3534,1745,0,5279,5972,88.39584728734093,13.600153934962478,6.715412738118146
80,BOM SUCESSO DE ITARARÉ,3507159,3984,479,236,0,715,839,85.22050059594756,12.023092369477911,5.923694779116466
81,BORÁ,3507209,838,221,123,0,344,379,90.76517150395779,26.37231503579952,14.677804295942721
82,BORACÉIA,3507308,4868,932,587,0,1519,1626,93.41943419434195,19.145439605587512,12.05834018077239
83,BORBOREMA,3507407,16164,3456,1784,0,5240,5498,95.30738450345581,21.380846325167038,11.036872061370948
84,BOREBI,3507456,2683,474,233,0,707,808,87.5,17.666790905702573,8.68430860976519
85,BOTUCATU,3507506,148130,36252,20645,0,56897,59674,95.34638200891511,24.473097954499426,13.937082292580842
86,BRAGANÇA PAULISTA,3507605,170533,36309,20271,0,56580,59612,94.91377574984902,21.29148024136091,11.886848879688976
87,BRAÚNA,3507704,5741,1288,747,0,2035,2115,96.2174940898345,22.435115833478488,13.011670440689777
88,BREJO ALEGRE,3507753,2889,604,376,0,980,1039,94.32146294513956,20.906888196607824,13.014884042921427
89,BRODOWSKI,3507803,25277,4316,2487,0,6803,7933,85.75570402117737,17.07481109308858,9.838984056652293
90,BROTAS,3507902,24636,4659,2500,0,7159,7478,95.73415351698316,18.911349245007305,10.147751258321156
91,BURI,3508009,19965,3028,1580,0,4608,5112,90.14084507042254,15.166541447533183,7.913849236163285
92,BURITAMA,3508108,17281,3877,1939,0,5816,5802,100.24129610479145,22.43504426827151,11.220415485214975
93,BURITIZAL,3508207,4514,974,525,0,1499,1663,90.13830426939266,21.57731501993797,11.630482941958352
94,CABRÁLIA PAULISTA,3508306,4243,876,470,0,1346,1425,94.45614035087719,20.645769502710344,11.077068112184776
95,CABREÚVA,3508405,50429,6005,2842,0,8847,10141,87.23991716793216,11.907830811636162,5.635646155981677
96,CAÇAPAVA,3508504,95018,16926,9208,0,26134,30092,86.8470025255882,17.81346692205687,9.69079542823465
97,CACHOEIRA PAULISTA,3508603,33581,6412,3720,0,10132,11695,86.63531423685336,19.09413060957089,11.077692742920103
98,CACONDE,3508702,19009,4028,2208,0,6236,6730,92.65973254086181,21.1899626492714,11.615550528696932
99,CAFELÂNDIA,3508801,17843,3512,1957,0,5469,6485,84.33307632999228,19.682788768704814,10.967886566160399
100,CAIABU,3508900,4193,904,439,0,1343,1525,88.0655737704918,21.559742427855948,10.469830670164558
101,CAIEIRAS,3509007,102775,14972,7675,0,22647,24703,91.67712423592276,14.567745074191194,7.46776939917295
102,CAIUÁ,3509106,5946,1060,649,0,1709,2115,80.80378250591016,17.82711066263034,10.91490077362933
103,CAJAMAR,3509205,77934,9594,3639,0,13233,15163,87.2716480907472,12.310416506274539,4.669335591654477
104,CAJATI,3509254,28494,4354,2374,0,6728,7620,88.29396325459318,15.280409910858426,8.331578577946235
105,CAJOBI,3509304,10596,2296,1262,0,3558,3772,94.32661717921526,21.66855417138543,11.910154775386939
106,CAJURU,3509403,26393,4875,2978,0,7853,8800,89.23863636363636,18.47080665327928,11.283294813018603
107,CAMPINA DO MONTE ALEGRE,3509452,6057,1215,578,0,1793,1762,101.75936435868331,20.059435364041605,9.542677893346541
108,CAMPINAS,3509502,1213792,229886,139265,0,369151,435744,84.7174028787545,18.93948880862619,11.473547362315784
109,CAMPO LIMPO PAULISTA,3509601,85541,12786,6534,0,19320,21331,90.5724063569453,14.947218292982312,7.638442384353701
110,CAMPOS DO JORDÃO,3509700,52405,8537,4530,0,13067,13996,93.3623892540726,16.290430302452055,8.644213338421906
111,CAMPOS NOVOS PAULISTA,3509809,4997,987,509,0,1496,1553,96.32968448164843,19.7518511106664,10.1861116670002
112,CANANÉIA,3509908,12541,2405,1342,0,3747,4378,85.58702603928735,19.17709911490312,10.700901044573797
113,CANAS,3509957,5204,761,377,0,1138,1179,96.52247667514843,14.62336664104535,7.244427363566487
114,CÂNDIDO MOTA,3510005,31346,6425,3326,0,9751,10341,94.29455565225801,20.497033114272952,10.610604223824412
115,CÂNDIDO RODRIGUES,3510104,2799,791,411,0,1202,1230,97.72357723577237,28.260092890317974,14.683815648445876
116,CANITAR,3510153,5292,755,398,0,1153,1260,91.5079365079365,14.266817838246409,7.520786092214664
117,CAPÃO BONITO,3510203,47118,8246,4101,0,12347,13317,92.71607719456334,17.500742815908996,8.703680122246276
118,CAPELA DO ALTO,3510302,20985,3146,1633,0,4779,5015,95.29411764705881,14.991660710030974,7.781748868239219
119,CAPIVARI,3510401,56379,9044,4930,0,13974,14999,93.16621108073872,16.041433867220064,8.744390641905673
120,CARAGUATATUBA,3510500,123389,19351,10989,0,30340,38728,78.34125180747779,15.682921492191362,8.905980273768325
121,CARAPICUÍBA,3510609,403183,54831,29087,0,83918,93614,89.64257482855128,13.599531726288063,7.2143418745334005
122,CARDOSO,3510708,12349,2916,1558,0,4474,4798,93.24718632763651,23.613248036278243,12.616406186735768
123,CASA BRANCA,3510807,30520,6027,3123,0,9150,11482,79.68994948615223,19.74770642201835,10.232634338138926
124,CÁSSIA DOS COQUEIROS,3510906,2505,686,344,0,1030,1041,98.9433237271854,27.385229540918164,13.73253493013972
125,CASTILHO,3511003,21267,4249,2290,0,6539,7090,92.22849083215797,19.97931066911177,10.76785630319274
126,CATANDUVA,3511102,122497,30379,18498,0,48877,52730,92.69296415702635,24.79979101529017,15.100777978236202
127,CATIGUÁ,3511201,7855,1463,772,0,2235,2265,98.67549668874173,18.62507956715468,9.828134945894334
128,CEDRAL,3511300,9346,2428,1390,0,3818,4147,92.06655413551965,25.979028461373847,14.872672801198375
129,CERQUEIRA CÉSAR,3511409,20191,3865,2044,0,5909,6175,95.6923076923077,19.14219206577188,10.12332227229954
130,CERQUILHO,3511508,49802,8583,4277,0,12860,13950,92.1863799283154,17.234247620577488,8.588008513714309
131,CESÁRIO LANGE,3511607,18375,2853,1602,0,4455,4825,92.33160621761658,15.5265306122449,8.718367346938775
132,CHARQUEADA,3511706,17367,2706,1580,0,4286,4616,92.85095320623917,15.58127483157713,9.09771405539241
133,CLEMENTINA,3511904,8757,1357,692,0,2049,2013,101.78837555886737,15.496174488980245,7.902249628868334
134,COLINA,3512001,18535,3800,2062,0,5862,6169,95.02350461987356,20.5017534394389,11.12489884003237
135,COLÔMBIA,3512100,6216,1286,756,0,2042,2092,97.60994263862332,20.68854568854569,12.162162162162163
136,CONCHAL,3512209,28273,4407,2374,0,6781,7163,94.66703895016055,15.587309447175752,8.396703568775864
137,CONCHAS,3512308,18019,3733,1989,0,5722,6089,93.97273772376417,20.71702092235973,11.038348410011654
138,CORDEIRÓPOLIS,3512407,24826,3722,2183,0,5905,7463,79.12367680557416,14.992346733263515,8.793200676709901
139,COROADOS,3512506,6129,1136,563,0,1699,1791,94.86320491345617,18.534834393865232,9.185837820199055
140,CORONEL MACEDO,3512605,4635,1121,580,0,1701,1613,105.45567265964041,24.18554476806904,12.513484358144552
141,CORUMBATAÍ,3512704,4064,800,475,0,1275,1334,95.57721139430285,19.68503937007874,11.687992125984252
142,COSMÓPOLIS,3512803,73474,9449,4836,0,14285,15460,92.39974126778783,12.860331545852954,6.581920135013747
143,COSMORAMA,3512902,7298,2006,1091,0,3097,3088,100.29145077720207,27.48698273499589,14.949301178405042
144,COTIA,3513009,253608,34969,17066,0,52035,62619,83.09778182340824,13.788602883189805,6.729282987918363
145,CRAVINHOS,3513108,35579,5893,2828,0,8721,10520,82.89923954372624,16.563141178785237,7.948508951909834
146,CRISTAIS PAULISTA,3513207,8718,1586,786,0,2372,2593,91.47705360586194,18.19224592796513,9.015829318651067
147,CRUZÁLIA,3513306,2046,584,256,0,840,830,101.20481927710843,28.54349951124145,12.512218963831867
148,CRUZEIRO,3513405,82571,14945,8272,0,23217,26313,88.2339527989967,18.099574911288467,10.01804507635853
149,CUBATÃO,3513504,131626,18343,10305,0,28648,32155,89.09345358420153,13.935696594897665,7.829000349475028
150,CUNHA,3513603,21459,4591,2345,0,6936,7361,94.22632794457274,21.39428677943986,10.92781583484785
151,DESCALVADO,3513702,33910,7712,4649,0,12361,11985,103.1372549019608,22.742553818932468,13.709820112061339
152,DIADEMA,3513801,426757,60066,29737,0,89803,101988,88.05251598227242,14.07498881096268,6.9681340903605555
153,DIRCE REIS,3513850,1799,461,251,0,712,784,90.81632653061224,25.62534741523068,13.952195664257921
154,DIVINOLÂNDIA,3513900,11086,3417,1826,0,5243,5053,103.76014248961015,30.82265920981418,16.47122496842865
155,DOBRADA,3514007,9010,1203,641,0,1844,1966,93.79450661241098,13.35183129855716,7.114317425083241
156,DOIS CÓRREGOS,3514106,27512,4800,2681,0,7481,8269,90.4704317329786,17.44693224774644,9.744838615876708
157,DOLCINÓPOLIS,3514205,2112,638,355,0,993,956,103.8702928870293,30.208333333333332,16.80871212121212
158,DOURADO,3514304,8878,2100,1145,0,3245,3375,96.14814814814815,23.653976120747917,12.897048884883983
159,DRACENA,3514403,47043,12170,7348,0,19518,20721,94.1942956421022,25.869948770274004,15.619752141657633
160,DUARTINA,3514502,12433,3336,1870,0,5206,4982,104.49618627057407,26.831818547414137,15.040617710930587
161,DUMONT,3514601,10023,1586,813,0,2399,2441,98.2793936911102,15.823605706874188,8.111343909009278
162,ECHAPORÃ,3514700,6064,1413,991,0,2404,2627,91.51122953939856,23.301451187335093,16.342348284960423
163,ELDORADO,3514809,15544,4036,2304,0,6340,6924,91.56556903523975,25.965002573340197,14.822439526505404
164,ELIAS FAUSTO,3514908,17936,2755,1414,0,4169,4549,91.64651571774016,15.360169491525424,7.883586083853703
165,ELISIÁRIO,3514924,3697,712,415,0,1127,1140,98.85964912280701,19.258858533946444,11.225317825263726
166,EMBAÚBA,3514957,2449,576,315,0,891,928,96.01293103448276,23.51980400163332,12.862392813393223
167,EMBU DAS ARTES,3515004,276535,32873,17790,0,50663,55058,92.01750880889244,11.887464516245682,6.433182056520874
168,EMBU-GUAÇU,3515103,69901,8411,5851,0,14262,19430,73.40195573854864,12.032732006695184,8.370409579262098
169,EMILIANÓPOLIS,3515129,3227,814,471,0,1285,1220,105.32786885245902,25.224666873256897,14.59559962813759
170,ENGENHEIRO COELHO,3515152,21249,2468,1444,0,3912,3859,101.37341280124386,11.614664219492681,6.7956139112428815
171,ESPÍRITO SANTO DO PINHAL,3515186,44471,9975,5602,0,15577,16425,94.83713850837138,22.43034786714938,12.596973308448204
172,ESPÍRITO SANTO DO TURVO,3515194,4878,756,353,0,1109,1142,97.11033274956216,15.498154981549817,7.236572365723657
173,ESTRELA D'OESTE,3515202,8419,2144,1200,0,3344,3399,98.38187702265373,25.466207388050837,14.253474284356813
174,ESTRELA DO NORTE,3515301,2770,599,310,0,909,898,101.2249443207127,21.624548736462092,11.191335740072201
175,EUCLIDES DA CUNHA PAULISTA,3515350,9325,1566,765,0,2331,2674,87.17277486910994,16.793565683646115,8.203753351206435
176,FARTURA,3515400,16070,3406,1863,0,5269,5744,91.73050139275766,21.19477286869944,11.593030491599253
177,FERNANDÓPOLIS,3515509,69402,18721,10794,0,29515,31251,94.44497776071165,26.97472695311374,15.552865911645197
178,FERNANDO PRESTES,3515608,5794,1534,917,0,2451,2572,95.2954898911353,26.47566448049707,15.826717293752157
179,FERNÃO,3515657,1727,436,265,0,701,703,99.71550497866288,25.246091488129707,15.344528083381586
180,FERRAZ DE VASCONCELOS,3515707,196500,23276,13348,0,36624,41899,87.41020072078094,11.84529262086514,6.792875318066158
181,FLORA RICA,3515806,1430,522,356,0,878,839,104.64839094159714,36.5034965034965,24.895104895104893
182,FLOREAL,3515905,2900,975,541,0,1516,1520,99.73684210526315,33.62068965517241,18.655172413793103
183,FLÓRIDA PAULISTA,3516002,14790,2581,1458,0,4039,4113,98.20082664721615,17.45098039215686,9.858012170385395
184,FLORÍNEA,3516101,2653,797,434,0,1231,1214,101.40032948929161,30.04146249528835,16.358839050131927
185,FRANCA,3516200,355901,65185,33923,0,99108,106759,92.83339109583267,18.31548661004043,9.531583221176676
186,FRANCISCO MORATO,3516309,177633,21855,10095,0,31950,36087,88.53603790838807,12.303457127898533,5.683065646585939
187,FRANCO DA ROCHA,3516408,156492,23400,12979,0,36379,36581,99.44780077089199,14.952841039797562,8.29371469468088
188,GABRIEL MONTEIRO,3516507,2776,718,386,0,1104,1134,97.35449735449735,25.864553314121036,13.904899135446685
189,GÁLIA,3516606,6482,1726,1028,0,2754,2834,97.17713479181369,26.627584078987965,15.85930268435668
190,GARÇA,3516705,44409,10227,5362,0,15589,16492,94.5246179966044,23.02911571978653,12.074129117971582
191,GASTÃO VIDIGAL,3516804,4860,857,517,0,1374,1358,101.1782032400589,17.63374485596708,10.637860082304526
192,GAVIÃO PEIXOTO,3516853,4815,874,398,0,1272,1270,100.15748031496064,18.15160955347871,8.26583592938733
193,GENERAL SALGADO,3516903,10862,2700,1553,0,4253,4487,94.78493425451305,24.857300681274168,14.297551095562511
194,GETULINA,3517000,11447,2100,1264,0,3364,3706,90.77172153264975,18.34541801345331,11.042194461430944
195,GLICÉRIO,3517109,4829,862,530,0,1392,1538,90.50715214564369,17.85048664319735,10.975357216815075
196,GUAIÇARA,3517208,12294,2035,1068,0,3103,3276,94.71916971916971,16.55278997885147,8.687164470473402
197,GUAIMBÊ,3517307,5785,1212,648,0,1860,1998,93.09309309309309,20.950734658599828,11.201382886776145
198,GUAÍRA,3517406,41040,7896,3993,0,11889,12390,95.95641646489103,19.239766081871345,9.729532163742691
199,GUAPIAÇU,3517505,21775,3849,2056,0,5905,6598,89.49681721733859,17.676234213547644,9.442020665901262
200,GUAPIARA,3517604,17025,3280,1753,0,5033,5550,90.68468468468468,19.265785609397945,10.29662261380323
201,GUARÁ,3517703,21308,3810,2365,0,6175,6163,100.19471036832712,17.880608222263938,11.099117702271448
202,GUARAÇAÍ,3517802,8290,2127,1131,0,3258,3411,95.51451187335093,25.65741857659831,13.642943305186972
203,GUARACI,3517901,11287,1888,1176,0,3064,3570,85.82633053221288,16.727208292726147,10.419066182333658
204,GUARANI D'OESTE,3518008,1998,558,288,0,846,797,106.14805520702635,27.927927927927925,14.414414414414415
205,GUARANTÃ,3518107,6675,1278,693,0,1971,2036,96.8074656188605,19.146067415730336,10.382022471910112
206,GUARARAPES,3518206,33100,6694,3832,0,10526,11317,93.0105151541928,20.22356495468278,11.57703927492447
207,GUARAREMA,3518305,30136,5783,3129,0,8912,9110,97.8265642151482,19.18967348022299,10.382930714096098
208,GUARATINGUETÁ,3518404,122505,24045,13148,0,37193,45323,82.06208768175098,19.627770295089995,10.73262315823844
209,GUAREÍ,3518503,18887,2238,1119,0,3357,3561,94.27127211457456,11.849420236141261,5.924710118070631
210,GUARIBA,3518602,40487,5552,2898,0,8450,9147,92.38001530556467,13.713043693037271,7.1578531380443104
211,GUARUJÁ,3518701,322750,49479,25280,0,74759,90289,82.799676594048,15.330441518202944,7.832687838884586
212,GUARULHOS,3518800,1392121,168454,93740,0,262194,336035,78.02580088383651,12.100528617842846,6.733610081307588
213,GUATAPARÁ,3518859,7709,1508,816,0,2324,2333,99.61423060437205,19.561551433389546,10.585030483850046
214,GUZOLÂNDIA,3518909,5307,915,489,0,1404,1478,94.99323410013531,17.24137931034483,9.214245336348219
215,HERCULÂNDIA,3519006,9588,1792,961,0,2753,3067,89.76198239321813,18.69002920317063,10.022945348352106
216,HOLAMBRA,3519055,15272,2503,1309,0,3812,3876,98.34881320949432,16.38947092718701,8.57124148768989
217,HORTOLÂNDIA,3519071,234259,29543,16238,0,45781,55453,82.5582024417074,12.611255063839597,6.9316440350210655
218,IACANGA,3519105,11858,2302,1332,0,3634,3614,100.55340343110126,19.413054477989544,11.23292292123461
219,IACRI,3519204,6295,1471,830,0,2301,2395,96.07515657620041,23.367752184273233,13.18506751389992
220,IARAS,3519253,9517,1005,497,0,1502,1822,82.43688254665203,10.560050436061784,5.222233897236524
221,IBATÉ,3519303,35472,4870,2437,0,7307,7420,98.47708894878706,13.72913847541723,6.8702074875958505
222,IBIRÁ,3519402,12518,2815,1545,0,4360,4405,98.97843359818388,22.487617830324332,12.342227192842307
223,IBIRAREMA,3519501,7841,1544,889,0,2433,2451,99.265605875153,19.69136589720699,11.33783956128045
224,IBITINGA,3519600,60600,11002,5918,0,16920,18640,90.77253218884121,18.155115511551156,9.765676567656765
225,IBIÚNA,3519709,79479,14694,7387,0,22081,24797,89.04706214461426,18.487902464802023,9.294278991934975
226,ICÉM,3519808,8304,1569,842,0,2411,2470,97.61133603238866,18.89450867052023,10.139691714836223
227,IEPÊ,3519907,8194,1879,1061,0,2940,2979,98.69083585095669,22.931413229192092,12.948498901635345
228,IGARAÇU DO TIETÊ,3520004,24749,3842,1748,0,5590,6310,88.58954041204437,15.523859549880804,7.062911632793243
229,IGARAPAVA,3520103,30614,5456,2881,0,8337,9263,90.00323869156861,17.82191154373816,9.410727118311883
230,IGARATÁ,3520202,9583,1859,1108,0,2967,3136,94.6109693877551,19.39893561515183,11.562141291871022
231,IGUAPE,3520301,30989,6801,3880,0,10681,11380,93.85764499121265,21.946497144147923,12.520571815805608
232,ILHABELA,3520400,35591,5699,2918,0,8617,9007,95.67003441767514,16.012475063920654,8.198701919024472
233,ILHA COMPRIDA,3520426,11362,2789,1378,0,4167,4458,93.47240915208613,24.54673472980109,12.128146453089245
234,ILHA SOLTEIRA,3520442,26788,6623,3951,0,10574,11139,94.92773139420055,24.723756906077348,14.74914140659997
235,INDAIATUBA,3520509,256223,45997,23741,0,69738,70725,98.60445387062566,17.95194030200255,9.265756782178025
236,INDIANA,3520608,4879,1223,573,0,1796,1808,99.33628318584071,25.066612010657924,11.74420987907358
237,INDIAPORÃ,3520707,3886,1172,699,0,1871,1924,97.24532224532224,30.159547092125578,17.987647967061246
