,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,10703,6034,0,16737,18692,89.54098009843784,30.48332431431745,17.185497422460198
1,ADOLFO,3500204,3554,1199,623,0,1822,1852,98.38012958963283,33.73663477771525,17.529544175576813
2,AGUAÍ,3500303,36648,6669,3550,0,10219,11989,85.23646676119776,18.19744597249509,9.686749617987338
3,ÁGUAS DA PRATA,3500402,8221,2487,1120,0,3607,4362,82.69142595139844,30.251794185622188,13.623646758301911
4,ÁGUAS DE LINDÓIA,3500501,18808,4853,2349,0,7202,8354,86.21019870720613,25.80284985112718,12.489366227137388
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1287,819,0,2106,2563,82.16933281310965,21.06727778687183,13.406449500736617
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1434,755,0,2189,2318,94.43485763589301,40.72706617438227,21.442771939789832
7,AGUDOS,3500709,37401,8603,5142,0,13745,16533,83.13675678945141,23.002058768482126,13.748295500120317
8,ALAMBARI,3500758,6129,1351,453,0,1804,2043,88.30151737640725,22.04274759340839,7.391091532060695
9,ALFREDO MARCONDES,3500808,4184,1351,816,0,2167,2427,89.28718582612278,32.28967495219885,19.50286806883365
10,ALTAIR,3500907,4186,819,440,0,1259,1430,88.04195804195804,19.565217391304348,10.51122790253225
11,ALTINÓPOLIS,3501004,16203,4162,2477,0,6639,7533,88.13221823974511,25.68660124668271,15.287292476701845
12,ALTO ALEGRE,3501103,4088,1204,718,0,1922,2229,86.22700762673846,29.45205479452055,17.563600782778867
13,ALUMÍNIO,3501152,18767,3038,1487,0,4525,5324,84.99248685199099,16.187989556135772,7.923482709010497
14,ÁLVARES FLORENCE,3501202,3647,1194,585,0,1779,2112,84.23295454545455,32.739237729640806,16.04058129969838
15,ÁLVARES MACHADO,3501301,24998,5692,2816,0,8508,10161,83.73191614998524,22.769821585726856,11.264901192095369
16,ÁLVARO DE CARVALHO,3501400,5274,792,475,0,1267,1542,82.16601815823606,15.017064846416384,9.0064467197573
17,ALVINLÂNDIA,3501509,3237,711,355,0,1066,1199,88.90742285237698,21.96478220574606,10.966944701884461
18,AMERICANA,3501608,242018,53577,28155,0,81732,97650,83.6989247311828,22.137609599286005,11.63343222404945
19,AMÉRICO BRASILIENSE,3501707,41032,7068,4110,0,11178,12656,88.32174462705437,17.22558003509456,10.016572431273154
20,AMÉRICO DE CAMPOS,3501806,5981,1569,841,0,2410,2952,81.63956639566395,26.23307139274369,14.061193780304295
21,AMPARO,3501905,72677,17015,9374,0,26389,31840,82.88002512562814,23.411808412565186,12.898165857148754
22,ANALÂNDIA,3502002,5056,1117,592,0,1709,1931,88.50336613153806,22.092563291139243,11.708860759493671
23,ANDRADINA,3502101,57202,14175,8412,0,22587,26699,84.59867410764448,24.78060207685046,14.705779518198664
24,ANGATUBA,3502200,25479,4993,2273,0,7266,8933,81.33885592745999,19.59653047607834,8.921072255583029
25,ANHEMBI,3502309,6819,1374,597,0,1971,2284,86.29597197898424,20.14958205015398,8.754949406071272
26,ANHUMAS,3502408,4144,1026,518,0,1544,1705,90.55718475073313,24.75868725868726,12.5
27,APARECIDA,3502507,36185,8371,3911,0,12282,14327,85.7262511342221,23.133895260467042,10.808345999723642
28,APARECIDA D'OESTE,3502606,4158,1502,753,0,2255,2398,94.03669724770643,36.12313612313612,18.10966810966811
29,APIAÍ,3502705,24226,4927,2657,0,7584,8918,85.04148912312178,20.337653760422686,10.96755551886403
30,ARAÇARIGUAMA,3502754,22860,2729,1571,0,4300,5614,76.59422871392945,11.937882764654418,6.8722659667541555
31,ARAÇATUBA,3502804,198129,51679,28186,0,79865,91697,87.0966334776492,26.083511247722445,14.226085025412734
32,ARAÇOIABA DA SERRA,3502903,34776,5882,3013,0,8895,12314,72.23485463699853,16.91396365309409,8.664021164021165
33,ARAMINA,3503000,5655,1335,631,0,1966,2245,87.57238307349667,23.607427055702917,11.158267020335986
34,ARANDU,3503109,6365,1411,700,0,2111,2413,87.48445917944467,22.168106834249805,10.997643362136685
35,ARAPEÍ,3503158,2460,608,354,0,962,1055,91.18483412322274,24.715447154471544,14.390243902439023
36,ARARAQUARA,3503208,238339,59067,31991,0,91058,105839,86.03444854921153,24.782767402733082,13.422478066955051
37,ARARAS,3503307,135506,30050,15909,0,45959,53560,85.80843913368186,22.17613980192759,11.740439537732646
38,ARCO-ÍRIS,3503356,1773,693,488,0,1181,1296,91.12654320987654,39.08629441624365,27.523970671178795
39,AREALVA,3503406,8613,2276,1233,0,3509,4238,82.79848985370458,26.425171252757462,14.315569487983282
40,AREIAS,3503505,3896,781,475,0,1256,1568,80.10204081632652,20.046201232032853,12.191991786447637
41,AREIÓPOLIS,3503604,11158,1631,851,0,2482,3185,77.92778649921507,14.617314930991219,7.626814841369421
42,ARIRANHA,3503703,9761,2073,1124,0,3197,3572,89.501679731243,21.237578116996207,11.515213605163407
43,ARTUR NOGUEIRA,3503802,55340,9615,4817,0,14432,17070,84.5459871118922,17.374412721358873,8.704372967112397
44,ARUJÁ,3503901,91157,16135,6986,0,23121,27773,83.24991898606561,17.700231468784626,7.663701087135381
45,ASPÁSIA,3503950,1818,601,314,0,915,975,93.84615384615384,33.05830583058306,17.27172717271727
46,ASSIS,3504008,105087,24915,13836,0,38751,47322,81.88791682515532,23.70892688914899,13.1662336920837
47,ATIBAIA,3504107,144088,31515,17391,0,48906,60551,80.76827798054532,21.87205041363611,12.069707401032701
48,AURIFLAMA,3504206,15253,3633,1890,0,5523,6968,79.26234213547646,23.818265259293252,12.391005048187242
49,AVAÍ,3504305,5436,1359,1014,0,2373,2762,85.91600289645184,25.0,18.653421633554085
50,AVANHANDAVA,3504404,13859,2198,1026,0,3224,3574,90.2070509233352,15.859730139259687,7.403131539072083
51,AVARÉ,3504503,91232,21281,11016,0,32297,37862,85.3018857957847,23.32624517713083,12.074710627849877
52,BADY BASSITT,3504602,17761,4120,2068,0,6188,6953,88.99755501222494,23.196892066888125,11.643488542311808
53,BALBINOS,3504701,5934,436,220,0,656,737,89.00949796472185,7.347489046174586,3.7074486012807553
54,BÁLSAMO,3504800,9139,2457,1333,0,3790,4150,91.32530120481928,26.884779516358464,14.585840901630377
55,BANANAL,3504909,10993,2591,1533,0,4124,4760,86.63865546218487,23.569544255435275,13.94523787865005
56,BARÃO DE ANTONINA,3505005,3498,886,535,0,1421,1604,88.59102244389028,25.328759291023438,15.294453973699257
57,BARBOSA,3505104,7468,1465,809,0,2274,2728,83.35777126099707,19.61703267273701,10.83288698446706
58,BARIRI,3505203,35558,8256,4315,0,12571,14679,85.63934872947748,23.218403734743237,12.135103211654199
59,BARRA BONITA,3505302,36126,9015,5039,0,14054,16081,87.39506249611343,24.954326523833252,13.948402812378896
60,BARRA DO CHAPÉU,3505351,5760,1026,486,0,1512,2011,75.18647439085032,17.8125,8.4375
61,BARRA DO TURVO,3505401,7632,2102,1393,0,3495,4289,81.48752622989042,27.541928721174003,18.2520964360587
62,BARRETOS,3505500,122833,30563,16855,0,47418,60006,79.02209779022098,24.881750018317554,13.721882555990653
63,BARRINHA,3505609,33180,4564,2312,0,6876,8408,81.77925784966699,13.755274261603375,6.968053044002411
