,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,9448,5613,0,15061,15722,95.79570029258365,26.908945914385807,15.98644299507277
1,ADOLFO,3500204,3554,1044,577,0,1621,1562,103.77720870678617,29.375351716375913,16.23522791221159
2,AGUAÍ,3500303,36648,5862,3280,0,9142,9809,93.20012233662962,15.995415848068106,8.950010914647457
3,ÁGUAS DA PRATA,3500402,8221,2186,1062,0,3248,3582,90.67560022333892,26.590439119328547,12.91813647974699
4,ÁGUAS DE LINDÓIA,3500501,18808,3884,2138,0,6022,6894,87.3513199883957,20.650786899191832,11.367503190131858
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1104,703,0,1807,2118,85.31633616619453,18.071697495498444,11.507611720412505
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1298,664,0,1962,2008,97.70916334661355,36.864527122976426,18.85827889804033
7,AGUDOS,3500709,37401,7931,4786,0,12717,14118,90.0764980875478,21.205315365899306,12.796449292799657
8,ALAMBARI,3500758,6129,1180,427,0,1607,1698,94.64075382803297,19.252732909120574,6.966878773046174
9,ALFREDO MARCONDES,3500808,4184,1241,736,0,1977,2072,95.41505791505791,29.66061185468451,17.590822179732314
10,ALTAIR,3500907,4186,705,421,0,1126,1180,95.42372881355932,16.841853798375535,10.057333970377448
11,ALTINÓPOLIS,3501004,16203,3728,2230,0,5958,6393,93.19568277803847,23.00808492254521,13.762883416651237
12,ALTO ALEGRE,3501103,4088,1148,657,0,1805,1869,96.5757089352595,28.08219178082192,16.071428571428573
13,ALUMÍNIO,3501152,18767,2476,1300,0,3776,4294,87.936655798789,13.193371343315393,6.927052805456387
14,ÁLVARES FLORENCE,3501202,3647,1008,556,0,1564,1757,89.0153671030165,27.63915547024952,15.24540718398684
15,ÁLVARES MACHADO,3501301,24998,4982,2591,0,7573,8426,89.87657251364823,19.929594367549406,10.364829186334907
16,ÁLVARO DE CARVALHO,3501400,5274,702,428,0,1130,1287,87.80108780108779,13.310580204778159,8.115282518012894
17,ALVINLÂNDIA,3501509,3237,638,325,0,963,994,96.88128772635814,19.70960766141489,10.040160642570282
18,AMERICANA,3501608,242018,45123,25065,0,70188,80925,86.7321594068582,18.644480989017346,10.356667685874605
19,AMÉRICO BRASILIENSE,3501707,41032,5913,3579,0,9492,10556,89.92042440318302,14.41070384090466,8.722460518619615
20,AMÉRICO DE CAMPOS,3501806,5981,1471,777,0,2248,2462,91.30787977254265,24.59454940645377,12.991138605584352
21,AMPARO,3501905,72677,14438,8425,0,22863,26580,86.01580135440182,19.86598236030656,11.592388238369773
22,ANALÂNDIA,3502002,5056,927,553,0,1480,1626,91.02091020910208,18.33465189873418,10.9375
23,ANDRADINA,3502101,57202,12023,7714,0,19737,22439,87.95846517224474,21.018495856788224,13.485542463550226
24,ANGATUBA,3502200,25479,4540,1975,0,6515,7228,90.13558384061982,17.818595706267907,7.751481612308176
25,ANHEMBI,3502309,6819,1159,501,0,1660,1859,89.29532006455084,16.996627071418096,7.3471183457985045
26,ANHUMAS,3502408,4144,865,487,0,1352,1395,96.91756272401435,20.873552123552123,11.751930501930502
27,APARECIDA,3502507,36185,6540,3577,0,10117,11787,85.8318486468143,18.073787481000416,9.885311593201603
28,APARECIDA D'OESTE,3502606,4158,1312,738,0,2050,2023,101.3346515076619,31.553631553631554,17.74891774891775
29,APIAÍ,3502705,24226,4411,2445,0,6856,7263,94.39625499105053,18.20771072401552,10.092462643440932
30,ARAÇARIGUAMA,3502754,22860,2269,1368,0,3637,4489,81.0202717754511,9.925634295713035,5.984251968503937
31,ARAÇATUBA,3502804,198129,43204,25291,0,68495,76932,89.03317215203036,21.805995084010924,12.764915787189155
32,ARAÇOIABA DA SERRA,3502903,34776,5059,2792,0,7851,10064,78.01073131955485,14.547389003910743,8.028525419829768
33,ARAMINA,3503000,5655,1120,584,0,1704,1830,93.11475409836065,19.80548187444739,10.327144120247569
34,ARANDU,3503109,6365,1125,616,0,1741,1993,87.35574510787757,17.674783974862528,9.677926158680282
35,ARAPEÍ,3503158,2460,563,317,0,880,865,101.73410404624276,22.88617886178862,12.886178861788618
36,ARARAQUARA,3503208,238339,52364,29781,0,82145,89129,92.16416654512,21.970386718078032,12.495227386202007
37,ARARAS,3503307,135506,27231,14800,0,42031,44560,94.32450628366247,20.095789116349092,10.922025592962674
38,ARCO-ÍRIS,3503356,1773,627,457,0,1084,1141,95.00438212094654,35.36379018612521,25.775521714608008
39,AREALVA,3503406,8613,2104,1130,0,3234,3533,91.53693744692896,24.428189945431324,13.119702774875188
40,AREIAS,3503505,3896,750,432,0,1182,1278,92.48826291079813,19.250513347022586,11.088295687885012
41,AREIÓPOLIS,3503604,11158,1401,678,0,2079,2575,80.73786407766991,12.556013622512996,6.076357770209715
42,ARIRANHA,3503703,9761,1910,1041,0,2951,2982,98.96042924211939,19.567667247208277,10.664890892326607
43,ARTUR NOGUEIRA,3503802,55340,8280,4347,0,12627,13905,90.80906148867314,14.96205276472714,7.85507770148175
44,ARUJÁ,3503901,91157,13363,6567,0,19930,22418,88.90177535908644,14.659324023388221,7.204054543260528
45,ASPÁSIA,3503950,1818,517,284,0,801,795,100.75471698113208,28.437843784378437,15.62156215621562
46,ASSIS,3504008,105087,22839,11896,0,34735,39827,87.2147035930399,21.733420879842416,11.320144261421488
47,ATIBAIA,3504107,144088,26899,15746,0,42645,50946,83.70627723471912,18.668452612292487,10.928043973127533
48,AURIFLAMA,3504206,15253,3176,1723,0,4899,5808,84.349173553719,20.822133350816234,11.296138464564349
49,AVAÍ,3504305,5436,1268,878,0,2146,2412,88.97180762852405,23.32597498160412,16.151582045621783
50,AVANHANDAVA,3504404,13859,1764,924,0,2688,2864,93.85474860335195,12.728191067176564,6.6671477018543905
51,AVARÉ,3504503,91232,17566,9775,0,27341,31707,86.23016999400764,19.254209049456332,10.714442300947036
52,BADY BASSITT,3504602,17761,3685,1970,0,5655,5793,97.61781460383222,20.747705647204548,11.091717808681944
53,BALBINOS,3504701,5934,400,145,0,545,597,91.28978224455612,6.740815638692283,2.4435456690259523
54,BÁLSAMO,3504800,9139,2247,1252,0,3499,3425,102.16058394160584,24.586935113250902,13.699529489003174
55,BANANAL,3504909,10993,2293,1409,0,3702,4015,92.20423412204234,20.858728281633766,12.817247339215864
56,BARÃO DE ANTONINA,3505005,3498,737,467,0,1204,1349,89.25129725722758,21.069182389937108,13.350485991995425
57,BARBOSA,3505104,7468,1281,761,0,2042,2238,91.24218051831993,17.153186930905196,10.190144617032674
58,BARIRI,3505203,35558,7173,3951,0,11124,12209,91.11311327709068,20.172675628550536,11.111423589628213
59,BARRA BONITA,3505302,36126,8254,4383,0,12637,13421,94.15840846434692,22.84781044123346,12.132536123567514
60,BARRA DO CHAPÉU,3505351,5760,827,426,0,1253,1646,76.1239368165249,14.357638888888888,7.395833333333333
61,BARRA DO TURVO,3505401,7632,1973,1273,0,3246,3789,85.66904196357879,25.851677148846957,16.679769392033545
62,BARRETOS,3505500,122833,27329,15627,0,42956,51416,83.54597790571029,22.248907052665,12.722151213436128
63,BARRINHA,3505609,33180,3638,2076,0,5714,6723,84.99181912836531,10.964436407474382,6.256781193490054
64,BARUERI,3505708,276982,41327,23945,0,65272,74024,88.1768075218848,14.920464145684557,8.644966098880072
65,BASTOS,3505807,20953,4363,2183,0,6546,6790,96.40648011782032,20.822793871999238,10.418555815396363
66,BATATAIS,3505906,62980,12199,6358,0,18557,22366,82.96968613073416,19.369641155922515,10.095268339155288
67,BAURU,3506003,379297,79865,43619,0,123484,151609,81.44899049528722,21.05605897225657,11.499959134925929
68,BEBEDOURO,3506102,77555,16341,9368,0,25709,30824,83.40578769789774,21.070208239314034,12.079169621558894
69,BENTO DE ABREU,3506201,3005,506,270,0,776,833,93.15726290516207,16.838602329450918,8.985024958402663
70,BERNARDINO DE CAMPOS,3506300,11158,2733,1444,0,4177,4412,94.67361740707162,24.493636852482524,12.941387345402402
71,BERTIOGA,3506359,64723,8592,4785,0,13377,14930,89.59812458137976,13.275033604746381,7.393044203760642
72,BILAC,3506409,8117,1982,1095,0,3077,3185,96.60910518053375,24.417888382407295,13.490205741037329
73,BIRIGUI,3506508,124883,18664,10376,0,29040,39937,72.71452537746951,14.945188696620038,8.308576827910924
74,BIRITIBA MIRIM,3506607,32936,4806,2678,0,7484,8067,92.77302590802033,14.5919358756376,8.130920573232936
75,BOA ESPERANÇA DO SUL,3506706,15018,2288,1174,0,3462,3727,92.889723638315,15.235051271807166,7.817285923558397
76,BOCAINA,3506805,12452,2210,1183,0,3393,3433,98.83483833381882,17.748152907163508,9.500481850305171
77,BOFETE,3506904,11921,2235,1153,0,3388,3711,91.2961465912153,18.74842714537371,9.672007381931046
78,BOITUVA,3507001,62170,8756,4604,0,13360,14929,89.49025386830999,14.083963326363197,7.405501045520348
79,BOM JESUS DOS PERDÕES,3507100,25985,3332,1627,0,4959,5972,83.03750837240456,12.822782374446795,6.261304598807003
80,BOM SUCESSO DE ITARARÉ,3507159,3984,449,204,0,653,839,77.83075089392133,11.27008032128514,5.120481927710843
81,BORÁ,3507209,838,221,123,0,344,379,90.76517150395779,26.37231503579952,14.677804295942721
82,BORACÉIA,3507308,4868,909,553,0,1462,1626,89.9138991389914,18.672966310599836,11.359901396877568
83,BORBOREMA,3507407,16164,3414,1673,0,5087,5498,92.52455438341215,21.121009651076466,10.350160851274437
84,BOREBI,3507456,2683,462,206,0,668,808,82.67326732673267,17.21953037644428,7.677972418934028
85,BOTUCATU,3507506,148130,35671,19784,0,55455,59674,92.9299192278044,24.080874907176128,13.355836089921016
86,BRAGANÇA PAULISTA,3507605,170533,32511,19106,0,51617,59612,86.58827081795611,19.06434531732861,11.203696645224092
87,BRAÚNA,3507704,5741,1261,742,0,2003,2115,94.70449172576832,21.96481449224874,12.924577599721305
88,BREJO ALEGRE,3507753,2889,601,369,0,970,1039,93.3589990375361,20.803046036690898,12.77258566978193
89,BRODOWSKI,3507803,25277,4210,2476,0,6686,7933,84.2808521366444,16.655457530561378,9.795466234125886
90,BROTAS,3507902,24636,4594,2474,0,7068,7478,94.51725060176518,18.647507712290956,10.042214645234617
91,BURI,3508009,19965,2793,1443,0,4236,5112,82.86384976525821,13.989481592787378,7.227648384673178
92,BURITAMA,3508108,17281,3504,1836,0,5340,5802,92.03722854188211,20.27660436317343,10.624385162895665
93,BURITIZAL,3508207,4514,964,516,0,1480,1663,88.99579073962718,21.355782011519718,11.431103234381922
94,CABRÁLIA PAULISTA,3508306,4243,844,436,0,1280,1425,89.82456140350877,19.891586141880747,10.275748291303323
95,CABREÚVA,3508405,50429,5170,2654,0,7824,10141,77.15215461985997,10.252037518094747,5.262844791687322
96,CAÇAPAVA,3508504,95018,15737,9155,0,24892,30092,82.71965971022198,16.562125071039173,9.63501652318508
97,CACHOEIRA PAULISTA,3508603,33581,6150,3676,0,9826,11695,84.01881145788799,18.31392751853727,10.946666269616747
98,CACONDE,3508702,19009,3770,2125,0,5895,6730,87.592867756315,19.832710821189963,11.178915250670734
99,CAFELÂNDIA,3508801,17843,3299,1935,0,5234,6485,80.70932922127987,18.48904332231127,10.844588914420221
100,CAIABU,3508900,4193,878,439,0,1317,1525,86.36065573770492,20.939661340329117,10.469830670164558
101,CAIEIRAS,3509007,102775,14322,7248,0,21570,24703,87.31732987896207,13.93529554852834,7.052298710775967
102,CAIUÁ,3509106,5946,1060,649,0,1709,2115,80.80378250591016,17.82711066263034,10.91490077362933
103,CAJAMAR,3509205,77934,8782,3498,0,12280,15163,80.98661214799182,11.268509251417866,4.488413272769266
104,CAJATI,3509254,28494,4121,2252,0,6373,7620,83.63517060367454,14.462693900470274,7.9034182634940695
105,CAJOBI,3509304,10596,2205,1187,0,3392,3772,89.92576882290561,20.80973952434881,11.202340505851264
106,CAJURU,3509403,26393,4535,2803,0,7338,8800,83.38636363636364,17.182586291819803,10.620240215208577
107,CAMPINA DO MONTE ALEGRE,3509452,6057,1194,530,0,1724,1762,97.8433598183882,19.71272907379891,8.75020637279181
108,CAMPINAS,3509502,1213792,217532,132297,0,349829,435744,80.2831479033561,17.92168674698795,10.899478658616962
109,CAMPO LIMPO PAULISTA,3509601,85541,11621,5876,0,17497,21331,82.02615911115278,13.585298278018728,6.869220607661823
110,CAMPOS DO JORDÃO,3509700,52405,8069,4419,0,12488,13996,89.22549299799944,15.397385745634958,8.432401488407594
111,CAMPOS NOVOS PAULISTA,3509809,4997,957,508,0,1465,1553,94.33354797166774,19.15149089453672,10.166099659795877
112,CANANÉIA,3509908,12541,2404,1317,0,3721,4378,84.99314755596163,19.169125269117295,10.501554899928236
113,CANAS,3509957,5204,755,368,0,1123,1179,95.25021204410518,14.508070714834743,7.071483474250577
114,CÂNDIDO MOTA,3510005,31346,6370,3096,0,9466,10341,91.5385359249589,20.321572130415362,9.876858291329036
115,CÂNDIDO RODRIGUES,3510104,2799,786,383,0,1169,1230,95.04065040650407,28.081457663451232,13.683458377992139
116,CANITAR,3510153,5292,739,365,0,1104,1260,87.61904761904762,13.964474678760395,6.897203325774755
117,CAPÃO BONITO,3510203,47118,8003,3945,0,11948,13317,89.71990688593527,16.98501634195,8.37259645995161
118,CAPELA DO ALTO,3510302,20985,2922,1534,0,4456,5015,88.85343968095712,13.924231593995712,7.309983321420062
119,CAPIVARI,3510401,56379,8777,4708,0,13485,14999,89.90599373291552,15.567853278703064,8.350627006509516
120,CARAGUATATUBA,3510500,123389,18172,10283,0,28455,38728,73.47397231976865,14.72740681908436,8.333806092925625
121,CARAPICUÍBA,3510609,403183,52854,26950,0,79804,93614,85.24793300147414,13.109183670938506,6.6843096063078065
122,CARDOSO,3510708,12349,2653,1549,0,4202,4798,87.57815756565236,21.48352093286906,12.543525791562068
123,CASA BRANCA,3510807,30520,5647,3107,0,8754,11482,76.24107298380073,18.50262123197903,10.180209698558322
124,CÁSSIA DOS COQUEIROS,3510906,2505,634,344,0,978,1041,93.94812680115274,25.309381237524953,13.73253493013972
125,CASTILHO,3511003,21267,4197,2260,0,6457,7090,91.07193229901269,19.734800394978137,10.626792683500257
126,CATANDUVA,3511102,122497,29573,18367,0,47940,52730,90.9159871041153,24.14181571793595,14.99383658375307
127,CATIGUÁ,3511201,7855,1444,731,0,2175,2265,96.02649006622516,18.38319541693189,9.306174411203056
128,CEDRAL,3511300,9346,2401,1302,0,3703,4147,89.29346515553412,25.69013481703403,13.93109351594265
129,CERQUEIRA CÉSAR,3511409,20191,3822,1925,0,5747,6175,93.06882591093117,18.92922589272448,9.533950770145113
130,CERQUILHO,3511508,49802,7929,4018,0,11947,13950,85.6415770609319,15.921047347496083,8.067949078350267
131,CESÁRIO LANGE,3511607,18375,2696,1554,0,4250,4825,88.08290155440415,14.672108843537416,8.457142857142857
132,CHARQUEADA,3511706,17367,2568,1521,0,4089,4616,88.58318890814559,14.786664363447919,8.757989290032821
133,CLEMENTINA,3511904,8757,1347,653,0,2000,2013,99.35419771485346,15.381980130181569,7.4568916295535
134,COLINA,3512001,18535,3770,2028,0,5798,6169,93.98605932890258,20.339897491232804,10.941462098732128
135,COLÔMBIA,3512100,6216,1190,686,0,1876,2092,89.67495219885278,19.144144144144143,11.036036036036036
136,CONCHAL,3512209,28273,4354,2337,0,6691,7163,93.41058215831356,15.399851448378312,8.26583666395501
137,CONCHAS,3512308,18019,3638,1863,0,5501,6089,90.34324191164394,20.18979965591875,10.339086519784672
138,CORDEIRÓPOLIS,3512407,24826,3596,2001,0,5597,7463,74.99665014069409,14.484814307580763,8.060098284057036
139,COROADOS,3512506,6129,1127,549,0,1676,1791,93.57900614182022,18.38799151574482,8.95741556534508
140,CORONEL MACEDO,3512605,4635,1060,571,0,1631,1613,101.11593304401735,22.86947141316073,12.319309600862999
141,CORUMBATAÍ,3512704,4064,800,475,0,1275,1334,95.57721139430285,19.68503937007874,11.687992125984252
142,COSMÓPOLIS,3512803,73474,8373,4392,0,12765,15460,82.56791720569211,11.395867926069085,5.977624738002558
143,COSMORAMA,3512902,7298,1914,1042,0,2956,3088,95.72538860103627,26.22636338722938,14.277884351877226
144,COTIA,3513009,253608,33766,16658,0,50424,62619,80.52508024720932,13.314248761868711,6.568404782183528
145,CRAVINHOS,3513108,35579,5500,2774,0,8274,10520,78.65019011406844,15.458557013968916,7.796734028499958
146,CRISTAIS PAULISTA,3513207,8718,1564,786,0,2350,2593,90.62861550327806,17.93989447120899,9.015829318651067
147,CRUZÁLIA,3513306,2046,578,233,0,811,830,97.71084337349397,28.25024437927664,11.388074291300097
148,CRUZEIRO,3513405,82571,14420,7905,0,22325,26313,84.84399346330711,17.463758462414162,9.573579101621634
149,CUBATÃO,3513504,131626,17717,9816,0,27533,32155,85.62587466956927,13.460106665856289,7.457493200431525
150,CUNHA,3513603,21459,4422,2280,0,6702,7361,91.04741203640809,20.606738431427374,10.624912624073815
151,DESCALVADO,3513702,33910,7499,4606,0,12105,11985,101.00125156445556,22.114420524918906,13.583013860218223
152,DIADEMA,3513801,426757,57937,27804,0,85741,101988,84.06969447385967,13.576110057948668,6.515183113575172
