,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,11011,6127,0,17138,18692,91.68628290177617,31.36054228019709,17.450371678391388
1,ADOLFO,3500204,3554,1261,640,0,1901,1852,102.64578833693305,35.48114800225098,18.007878446820484
2,AGUAÍ,3500303,36648,7177,3882,0,11059,11989,92.2428893152056,19.583606199519757,10.592665356908972
3,ÁGUAS DA PRATA,3500402,8221,2584,1222,0,3806,4362,87.25355341586429,31.431699306653694,14.864371730932977
4,ÁGUAS DE LINDÓIA,3500501,18808,5068,2595,0,7663,8354,91.72851328704812,26.94598043385793,13.797320289238622
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1338,852,0,2190,2563,85.44674209910261,21.902111638566048,13.946636110656407
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1572,916,0,2488,2318,107.33390854184641,44.64640727066174,26.015336552115876
7,AGUDOS,3500709,37401,8886,5589,0,14475,16533,87.55216839049174,23.758723028796023,14.943450709874067
8,ALAMBARI,3500758,6129,1396,687,0,2083,2043,101.95790504160549,22.77696198401044,11.209006363191385
9,ALFREDO MARCONDES,3500808,4184,1390,932,0,2322,2427,95.67367119901112,33.22179732313575,22.27533460803059
10,ALTAIR,3500907,4186,872,485,0,1357,1430,94.8951048951049,20.831342570473005,11.586239847109413
11,ALTINÓPOLIS,3501004,16203,4309,2484,0,6793,7533,90.1765564848002,26.593840646793804,15.330494352897611
12,ALTO ALEGRE,3501103,4088,1236,725,0,1961,2229,87.9766711529834,30.234833659491194,17.734833659491194
13,ALUMÍNIO,3501152,18767,3231,1680,0,4911,5324,92.24267468069121,17.21639047263814,8.951883625512869
14,ÁLVARES FLORENCE,3501202,3647,1236,739,0,1975,2112,93.51325757575758,33.89086920756787,20.263230052097615
15,ÁLVARES MACHADO,3501301,24998,6010,3105,0,9115,10161,89.70573762424958,24.04192335386831,12.420993679494359
16,ÁLVARO DE CARVALHO,3501400,5274,824,476,0,1300,1542,84.30609597924773,15.623814941221084,9.025407660219948
17,ALVINLÂNDIA,3501509,3237,748,377,0,1125,1199,93.82819015846539,23.10781587890022,11.646586345381527
18,AMERICANA,3501608,242018,56457,30560,0,87017,97650,89.11111111111111,23.327603731953822,12.627159963308515
19,AMÉRICO BRASILIENSE,3501707,41032,7860,4156,0,12016,12656,94.94310998735777,19.155780853967634,10.128680054591538
