,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,5584,1764,0,7348,8165,89.99387630128598,15.9038477969867,5.024066531856113
1,ADOLFO,3500204,3554,503,167,0,670,743,90.1749663526245,14.153066966797976,4.69893078221722
2,AGUAÍ,3500303,36648,2921,910,0,3831,4538,84.42044953724107,7.970421305391835,2.483082296441825
3,ÁGUAS DA PRATA,3500402,8221,1064,266,0,1330,1794,74.13600891861762,12.942464420386814,3.2356161050967036
4,ÁGUAS DE LINDÓIA,3500501,18808,1757,418,0,2175,3259,66.73826327094201,9.34176945980434,2.222458528285836
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,685,178,0,863,1043,82.74209012464046,11.212964478638074,2.9137338353249302
6,ÁGUAS DE SÃO PEDRO,3500600,3521,813,232,0,1045,1126,92.8063943161634,23.09003124112468,6.589037205339392
7,AGUDOS,3500709,37401,4369,1441,0,5810,7790,74.58279845956355,11.681505842089784,3.8528381594075025
8,ALAMBARI,3500758,6129,441,120,0,561,744,75.40322580645162,7.195301027900147,1.957905041605482
9,ALFREDO MARCONDES,3500808,4184,693,207,0,900,1096,82.11678832116789,16.563097514340345,4.947418738049713
10,ALTAIR,3500907,4186,435,175,0,610,612,99.67320261437908,10.391782130912567,4.1806020066889635
11,ALTINÓPOLIS,3501004,16203,1505,473,0,1978,3118,63.438101347017316,9.288403382089736,2.9192124915139175
12,ALTO ALEGRE,3501103,4088,647,214,0,861,1000,86.1,15.826810176125244,5.234833659491193
13,ALUMÍNIO,3501152,18767,1098,283,0,1381,1854,74.48759439050701,5.850695369531625,1.507966110726275
14,ÁLVARES FLORENCE,3501202,3647,658,114,0,772,894,86.35346756152126,18.042226487523994,3.1258568686591723
15,ÁLVARES MACHADO,3501301,24998,2633,613,0,3246,4031,80.52592408831556,10.532842627410192,2.4521961756940556
16,ÁLVARO DE CARVALHO,3501400,5274,364,73,0,437,590,74.0677966101695,6.901782328403488,1.3841486537732273
17,ALVINLÂNDIA,3501509,3237,371,87,0,458,482,95.0207468879668,11.46122953351869,2.6876737720111215
18,AMERICANA,3501608,242018,18102,6852,0,24954,38580,64.68118195956454,7.4796089547058475,2.831194373972184
19,AMÉRICO BRASILIENSE,3501707,41032,3448,1322,0,4770,5375,88.74418604651163,8.403197504386819,3.221875609280562
20,AMÉRICO DE CAMPOS,3501806,5981,703,189,0,892,1184,75.33783783783784,11.753887309814411,3.160006687844842
21,AMPARO,3501905,72677,7254,2390,0,9644,13056,73.86642156862744,9.981149469570841,3.2885231916562327
22,ANALÂNDIA,3502002,5056,550,111,0,661,738,89.56639566395664,10.878164556962025,2.195411392405063
23,ANDRADINA,3502101,57202,6331,2334,0,8665,11585,74.79499352611136,11.06779483234852,4.080276913394636
24,ANGATUBA,3502200,25479,1865,476,0,2341,3337,70.15283188492658,7.319753522508734,1.868205188586679
25,ANHEMBI,3502309,6819,496,115,0,611,850,71.88235294117648,7.2737938114092975,1.6864642909517522
26,ANHUMAS,3502408,4144,438,129,0,567,686,82.6530612244898,10.569498069498069,3.112934362934363
27,APARECIDA,3502507,36185,2900,1016,0,3916,5458,71.7478930010993,8.014370595550641,2.807793284510156
28,APARECIDA D'OESTE,3502606,4158,662,218,0,880,1046,84.13001912045888,15.921115921115922,5.242905242905243
29,APIAÍ,3502705,24226,2061,566,0,2627,3144,83.5559796437659,8.50738875588211,2.3363328655163875
30,ARAÇARIGUAMA,3502754,22860,1235,313,0,1548,1844,83.94793926247289,5.402449693788276,1.3692038495188101
31,ARAÇATUBA,3502804,198129,24194,7553,0,31747,39519,80.33351046332145,12.21123611384502,3.812162782833407
32,ARAÇOIABA DA SERRA,3502903,34776,2855,653,0,3508,4385,80.0,8.209684840119623,1.8777317690361168
33,ARAMINA,3503000,5655,440,116,0,556,856,64.95327102803739,7.780725022104333,2.051282051282051
34,ARANDU,3503109,6365,643,136,0,779,897,86.84503901895206,10.102120974076984,2.1366849960722702
35,ARAPEÍ,3503158,2460,258,98,0,356,454,78.41409691629956,10.487804878048781,3.983739837398374
36,ARARAQUARA,3503208,238339,30984,10422,0,41406,46256,89.51487374610862,12.999970630068935,4.3727631650716
37,ARARAS,3503307,135506,13679,4037,0,17716,21526,82.30047384558209,10.094755951765974,2.979203872891237
38,ARCO-ÍRIS,3503356,1773,372,232,0,604,739,81.7320703653586,20.98138747884941,13.08516638465877
39,AREALVA,3503406,8613,1088,255,0,1343,1713,78.40046701692937,12.632067804481597,2.960640891675374
40,AREIAS,3503505,3896,277,132,0,409,670,61.04477611940299,7.109856262833676,3.3880903490759757
41,AREIÓPOLIS,3503604,11158,461,226,0,687,1180,58.220338983050844,4.131564796558523,2.025452590069905
42,ARIRANHA,3503703,9761,953,365,0,1318,1507,87.45852687458527,9.763343919680361,3.73937096608954
43,ARTUR NOGUEIRA,3503802,55340,4283,1074,0,5357,6422,83.41638118966054,7.739428984459703,1.9407300325262018
44,ARUJÁ,3503901,91157,5228,1530,0,6758,7196,93.91328515842135,5.735160218085281,1.6784229406408724
45,ASPÁSIA,3503950,1818,251,79,0,330,388,85.05154639175258,13.806380638063805,4.3454345434543455
46,ASSIS,3504008,105087,13142,4373,0,17515,20587,85.07796182056637,12.505828504001446,4.161313958910236
47,ATIBAIA,3504107,144088,15866,5287,0,21153,25260,83.74109263657957,11.011326411637333,3.6692854366775856
48,AURIFLAMA,3504206,15253,1515,422,0,1937,2927,66.17697300990775,9.932472300531044,2.766668852029109
49,AVAÍ,3504305,5436,823,497,0,1320,1616,81.68316831683168,15.13980868285504,9.142752023546725
50,AVANHANDAVA,3504404,13859,956,233,0,1189,1304,91.18098159509202,6.898044591961902,1.6812179810953172
