,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,4761,1571,0,6332,6635,95.43330821401658,13.559853037509612,4.474381248041924
1,ADOLFO,3500204,3554,391,167,0,558,743,75.10094212651414,11.00168823860439,4.69893078221722
2,AGUAÍ,3500303,36648,2356,870,0,3226,4538,71.08858527985898,6.4287273521065265,2.3739358218729536
3,ÁGUAS DA PRATA,3500402,8221,992,264,0,1256,1794,70.01114827201785,12.06665855735312,3.211288164456879
4,ÁGUAS DE LINDÓIA,3500501,18808,1434,417,0,1851,3259,56.79656336299478,7.624415142492556,2.2171416418545298
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,607,178,0,785,1043,75.26366251198466,9.936159764282207,2.9137338353249302
6,ÁGUAS DE SÃO PEDRO,3500600,3521,665,229,0,894,1126,79.39609236234459,18.886679920477135,6.503834138028969
7,AGUDOS,3500709,37401,3911,1266,0,5177,6730,76.92421991084696,10.456939654019946,3.38493623165156
8,ALAMBARI,3500758,6129,400,119,0,519,744,69.75806451612904,6.52635013868494,1.9415891662587699
9,ALFREDO MARCONDES,3500808,4184,625,207,0,832,1096,75.91240875912408,14.937858508604208,4.947418738049713
10,ALTAIR,3500907,4186,358,125,0,483,492,98.17073170731707,8.552317247969423,2.9861442904921165
11,ALTINÓPOLIS,3501004,16203,1285,465,0,1750,3118,56.12572161642079,7.930630130222799,2.869838918718756
12,ALTO ALEGRE,3501103,4088,528,155,0,683,800,85.375,12.915851272015654,3.7915851272015653
13,ALUMÍNIO,3501152,18767,915,276,0,1191,1854,64.23948220064725,4.875579474609687,1.4706665956199712
14,ÁLVARES FLORENCE,3501202,3647,515,111,0,626,894,70.02237136465325,14.121195503153277,3.0435974773786674
15,ÁLVARES MACHADO,3501301,24998,2175,596,0,2771,4031,68.74224758124535,8.700696055684455,2.3841907352588207
16,ÁLVARO DE CARVALHO,3501400,5274,294,73,0,367,470,78.08510638297872,5.5745164960182025,1.3841486537732273
17,ALVINLÂNDIA,3501509,3237,307,87,0,394,382,103.1413612565445,9.484090206981772,2.6876737720111215
18,AMERICANA,3501608,242018,16828,6683,0,23511,38580,60.940902021772935,6.95320182796321,2.761364857159385
19,AMÉRICO BRASILIENSE,3501707,41032,2938,1080,0,4018,4555,88.21075740944018,7.160265158900371,2.632092025736011
20,AMÉRICO DE CAMPOS,3501806,5981,622,189,0,811,1184,68.49662162162163,10.39959872930948,3.160006687844842
