,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,10916,6098,0,17014,18692,91.02289749625508,31.089971803708238,17.367776480305317
1,ADOLFO,3500204,3554,1248,640,0,1888,1852,101.9438444924406,35.115362971299945,18.007878446820484
2,AGUAÍ,3500303,36648,7031,3850,0,10881,11989,90.75819501209442,19.185221567343376,10.505348177253875
3,ÁGUAS DA PRATA,3500402,8221,2572,1171,0,3743,4362,85.80926180651078,31.28573166281474,14.244009244617443
4,ÁGUAS DE LINDÓIA,3500501,18808,5019,2594,0,7613,8354,91.12999760593728,26.685452998723946,13.792003402807316
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1337,852,0,2189,2563,85.40772532188842,21.88574234735636,13.946636110656407
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1542,916,0,2458,2318,106.03968938740293,43.79437659755751,26.015336552115876
7,AGUDOS,3500709,37401,8822,5486,0,14308,16533,86.54206738039073,23.587604609502417,14.668057003823426
8,ALAMBARI,3500758,6129,1378,661,0,2039,2043,99.80420949583944,22.48327622776962,10.784793604176864
9,ALFREDO MARCONDES,3500808,4184,1383,861,0,2244,2427,92.45982694684795,33.05449330783939,20.578393881453156
10,ALTAIR,3500907,4186,862,485,0,1347,1430,94.1958041958042,20.592451027233636,11.586239847109413
11,ALTINÓPOLIS,3501004,16203,4308,2484,0,6792,7533,90.16328156113103,26.58766895019441,15.330494352897611
12,ALTO ALEGRE,3501103,4088,1229,725,0,1954,2229,87.6626289816061,30.063600782778867,17.734833659491194
13,ALUMÍNIO,3501152,18767,3162,1621,0,4783,5324,89.83846731780616,16.84872382373315,8.63750199818831
14,ÁLVARES FLORENCE,3501202,3647,1217,734,0,1951,2112,92.37689393939394,33.369893062791334,20.12613106663011
15,ÁLVARES MACHADO,3501301,24998,5956,3012,0,8968,10161,88.2590296230686,23.8259060724858,12.048963917113369
