,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,20720,7261,120,28101,31212,90.0326797385621,59.012844977357524,21.0219019680442
1,ADOLFO,3500204,3554,2403,934,79,3416,3220,106.08695652173914,67.61395610579629,28.503095104108045
2,AGUAÍ,3500303,36648,15352,4231,972,20555,22693,90.57859251751641,41.890416939532855,14.197227679545952
3,ÁGUAS DA PRATA,3500402,8221,4292,1554,161,6007,6843,87.78313605143943,52.2077606130641,20.861209098649798
4,ÁGUAS DE LINDÓIA,3500501,18808,10067,3121,120,13308,16106,82.62759220166399,53.52509570395576,17.232028923862185
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,3163,990,136,4289,4909,87.37013648400897,51.776068096251436,18.43182190211164
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2249,1140,58,3447,3598,95.80322401334075,63.87389946038058,34.02442487929566
7,AGUDOS,3500709,37401,18449,6205,872,25526,27483,92.87923443583306,49.327558086682174,18.921953958450306
8,ALAMBARI,3500758,6129,2722,810,171,3703,4054,91.34188455846079,44.41181269375102,16.005873715124817
9,ALFREDO MARCONDES,3500808,4184,2619,973,83,3675,3648,100.74013157894737,62.59560229445506,25.239005736137663
10,ALTAIR,3500907,4186,1706,543,30,2279,2697,84.50129773822766,40.754897276636406,13.688485427615863
11,ALTINÓPOLIS,3501004,16203,8393,2558,379,11330,12515,90.53136236516181,51.799049558723695,18.126272912423623
12,ALTO ALEGRE,3501103,4088,2231,891,100,3222,3531,91.24893797790993,54.574363992172216,24.241682974559687
13,ALUMÍNIO,3501152,18767,7164,1916,508,9588,11013,87.06074639062925,38.17338946022274,12.916289231097139
14,ÁLVARES FLORENCE,3501202,3647,2302,834,70,3206,3785,84.70277410832232,63.12037290924047,24.787496572525363
15,ÁLVARES MACHADO,3501301,24998,11842,3555,600,15997,17453,91.65759468286254,47.371789743179455,16.62132970637651
16,ÁLVARO DE CARVALHO,3501400,5274,2183,942,37,3162,3253,97.20258223178604,41.39173302995829,18.56276071293136
