,Unnamed: 0,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,0,ECHAPORÃ,3514700.0,6064.0,153.0,28.0,0.0,181.0,2.523087071240105,0.4617414248021108,2021-02-21,3.0,0.0,1.4285714285714286,0.0,79.81,43.0,0.0
1,1,ECHAPORÃ,3514700.0,6064.0,203.0,119.0,0.0,322.0,3.347625329815304,1.9624010554089708,2021-02-22,0.0,0.0,1.4285714285714286,0.0,80.29,37.25,0.0
2,2,ECHAPORÃ,3514700.0,6064.0,260.0,123.0,0.0,383.0,4.287598944591029,2.028364116094987,2021-02-23,1.0,0.0,1.5714285714285714,0.0,80.77,38.25,0.0
3,3,ECHAPORÃ,3514700.0,6064.0,279.0,254.0,0.0,533.0,4.600923482849605,4.188654353562005,2021-02-24,2.0,0.0,1.5714285714285714,0.0,79.81,50.25,0.0
4,4,ECHAPORÃ,3514700.0,6064.0,279.0,680.0,0.0,959.0,4.600923482849605,11.213720316622693,2021-02-25,1.0,0.0,1.2857142857142858,0.0,77.03,38.0,0.0
5,5,ECHAPORÃ,3514700.0,6064.0,323.0,698.0,0.0,1021.0,5.326517150395778,11.510554089709762,2021-02-26,3.0,0.0,1.5714285714285714,0.0,77.88,36.75,0.0
6,6,ECHAPORÃ,3514700.0,6064.0,323.0,698.0,0.0,1021.0,5.326517150395778,11.510554089709762,2021-02-27,2.0,0.0,1.7142857142857142,0.0,80.77,39.75,0.0
7,7,ECHAPORÃ,3514700.0,6064.0,323.0,698.0,0.0,1021.0,5.326517150395778,11.510554089709762,2021-02-28,1.0,0.0,1.4285714285714286,0.0,81.34,47.25,0.0
8,8,ECHAPORÃ,3514700.0,6064.0,324.0,706.0,0.0,1030.0,5.343007915567282,11.642480211081796,2021-03-01,1.0,1.0,1.5714285714285714,0.1428571428571428,82.30,37.75,0.0
9,9,ECHAPORÃ,3514700.0,6064.0,348.0,140.0,0.0,488.0,5.738786279683377,2.308707124010554,2021-03-02,2.0,0.0,1.7142857142857142,0.1428571428571428,85.17,39.75,0.0
10,10,ECHAPORÃ,3514700.0,6064.0,355.0,141.0,0.0,496.0,5.8542216358839045,2.3251978891820584,2021-03-03,4.0,1.0,2.0,0.2857142857142857,86.60,39.5,0.0
11,11,ECHAPORÃ,3514700.0,6064.0,355.0,141.0,0.0,496.0,5.8542216358839045,2.3251978891820584,2021-03-04,3.0,0.0,2.2857142857142856,0.2857142857142857,85.78,39.5,0.0
12,12,ECHAPORÃ,3514700.0,6064.0,386.0,156.0,0.0,542.0,6.365435356200528,2.5725593667546174,2021-03-05,2.0,0.0,2.142857142857143,0.2857142857142857,88.04,39.25,0.0
13,13,ECHAPORÃ,3514700.0,6064.0,386.0,156.0,0.0,542.0,6.365435356200528,2.5725593667546174,2021-03-06,0.0,0.0,1.8571428571428568,0.2857142857142857,90.05,43.5,0.0
14,14,ECHAPORÃ,3514700.0,6064.0,386.0,156.0,0.0,542.0,6.365435356200528,2.5725593667546174,2021-03-07,1.0,0.0,1.8571428571428568,0.2857142857142857,79.45,49.0,0.0
