,Unnamed: 0,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,0,ITAQUAQUECETUBA,3523107.0,375011.0,5179.0,143.0,0.0,5322.0,1.3810261565660742,0.0381322147883662,2021-02-21,57.0,2.0,70.14285714285714,2.571428571428572,68.39,41,0.0
1,1,ITAQUAQUECETUBA,3523107.0,375011.0,5226.0,69.0,0.0,5295.0,1.3935591222657469,0.0183994602824983,2021-02-22,85.0,2.0,72.14285714285714,1.8571428571428568,70.26,38.18181818181818,0.0
2,2,ITAQUAQUECETUBA,3523107.0,375011.0,5245.0,92.0,0.0,5337.0,1.3986256403145507,0.0245326137099978,2021-02-23,87.0,4.0,77.57142857142857,2.142857142857143,72.04,36,0.0
3,3,ITAQUAQUECETUBA,3523107.0,375011.0,5281.0,59.0,0.0,5340.0,1.4082253587228108,0.0157328718357594,2021-02-24,72.0,2.0,78.42857142857143,2.0,73.29,43.18181818181818,0.0
4,4,ITAQUAQUECETUBA,3523107.0,375011.0,5289.0,64.0,0.0,5353.0,1.410358629480202,0.0170661660591289,2021-02-25,104.0,3.0,83.0,2.142857142857143,74.11,36,0.0
5,5,ITAQUAQUECETUBA,3523107.0,375011.0,5312.0,66.0,0.0,5378.0,1.4164917829077015,0.0175994837484767,2021-02-26,97.0,7.0,84.42857142857143,3.0,75.15,37.96969696969697,0.0
6,6,ITAQUAQUECETUBA,3523107.0,375011.0,5312.0,66.0,0.0,5378.0,1.4164917829077015,0.0175994837484767,2021-02-27,92.0,0.0,84.85714285714286,2.857142857142857,76.85,41.03030303030303,0.0
7,7,ITAQUAQUECETUBA,3523107.0,375011.0,5312.0,66.0,0.0,5378.0,1.4164917829077015,0.0175994837484767,2021-02-28,137.0,6.0,96.28571428571428,3.4285714285714284,78.19,42,0.0
8,8,ITAQUAQUECETUBA,3523107.0,375011.0,5316.0,67.0,0.0,5383.0,1.417558418286397,0.0178661425931506,2021-03-01,176.0,4.0,109.28571428571428,3.7142857142857135,79.00,37.515151515151516,0.0
9,9,ITAQUAQUECETUBA,3523107.0,375011.0,5333.0,1445.0,0.0,6778.0,1.4220916186458532,0.3853220305537704,2021-03-02,133.0,1.0,115.85714285714286,3.2857142857142856,80.17,38.90909090909091,0.0
10,10,ITAQUAQUECETUBA,3523107.0,375011.0,5470.0,1445.0,0.0,6915.0,1.458623880366176,0.3853220305537704,2021-03-03,106.0,4.0,120.71428571428572,3.571428571428572,81.49,39,0.0
11,11,ITAQUAQUECETUBA,3523107.0,375011.0,5502.0,1445.0,0.0,6947.0,1.4671569633957404,0.3853220305537704,2021-03-04,88.0,0.0,118.42857142857144,3.142857142857143,82.02,38.84848484848485,0.0
12,12,ITAQUAQUECETUBA,3523107.0,375011.0,5780.0,1792.0,0.0,7572.0,1.5412881222150816,0.4778526496556101,2021-03-05,130.0,6.0,123.14285714285714,3.0,82.30,38.06060606060606,0.0
