,Unnamed: 0,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,0,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,475.0,112.0,0.0,587.0,3.906571264084217,0.9211283822682788,2021-02-21,11.0,0.0,9.714285714285714,0.4285714285714285,67.39,52.5,0.0
1,1,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,475.0,1497.0,0.0,1972.0,3.906571264084217,12.31186775228226,2021-02-22,7.0,0.0,8.857142857142858,0.2857142857142857,65.69,45.66666666666666,0.0
2,2,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,475.0,1541.0,0.0,2016.0,3.906571264084217,12.673739616744797,2021-02-23,3.0,0.0,8.142857142857142,0.2857142857142857,70.37,45.833333333333336,0.0
3,3,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,475.0,165.0,0.0,640.0,3.906571264084217,1.3570194917345175,2021-02-24,10.0,1.0,8.142857142857142,0.2857142857142857,70.07,51.5,0.0
4,4,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,475.0,165.0,0.0,640.0,3.906571264084217,1.3570194917345175,2021-02-25,15.0,1.0,8.428571428571429,0.4285714285714285,71.32,45.833333333333336,0.0
5,5,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,475.0,165.0,0.0,640.0,3.906571264084217,1.3570194917345175,2021-02-26,5.0,0.0,8.142857142857142,0.4285714285714285,73.53,45.16666666666666,0.0
6,6,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,475.0,165.0,0.0,640.0,3.906571264084217,1.3570194917345175,2021-02-27,4.0,0.0,7.857142857142857,0.2857142857142857,70.90,49.16666666666666,0.0
7,7,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,475.0,165.0,0.0,640.0,3.906571264084217,1.3570194917345175,2021-02-28,6.0,1.0,7.142857142857143,0.4285714285714285,71.85,55.333333333333336,0.0
8,8,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,598.0,165.0,0.0,763.0,4.918167612468131,1.3570194917345175,2021-03-01,6.0,0.0,7.0,0.4285714285714285,70.68,43.66666666666666,0.0
9,9,SÃO SEBASTIÃO DA GRAMA,3550803.0,12159.0,628.0,227.0,0.0,855.0,5.164898429147134,1.8669298462044577,2021-03-02,7.0,0.0,7.571428571428571,0.4285714285714285,72.93,47.0,0.0
