,Unnamed: 0,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,0,DOURADO,3514304.0,8878.0,366.0,85.0,0.0,451.0,4.12255012390178,0.9574228429826538,2021-02-21,1.0,0.0,2.2857142857142856,0.2857142857142857,84.97,52.66666666666666,0.0
1,1,DOURADO,3514304.0,8878.0,367.0,135.0,0.0,502.0,4.133813922054517,1.5206127506195088,2021-02-22,1.0,0.0,2.142857142857143,0.2857142857142857,89.09,46.16666666666666,0.0
2,2,DOURADO,3514304.0,8878.0,369.0,135.0,0.0,504.0,4.156341518359992,1.5206127506195088,2021-02-23,3.0,0.0,2.2857142857142856,0.1428571428571428,91.62,47.5,0.0
3,3,DOURADO,3514304.0,8878.0,369.0,945.0,0.0,1314.0,4.156341518359992,10.644289254336565,2021-02-24,4.0,0.0,2.4285714285714284,0.1428571428571428,91.67,54.66666666666666,0.0
4,4,DOURADO,3514304.0,8878.0,370.0,950.0,0.0,1320.0,4.167605316512728,10.700608245100248,2021-02-25,0.0,0.0,2.2857142857142856,0.1428571428571428,91.86,45.833333333333336,0.0
5,5,DOURADO,3514304.0,8878.0,380.0,989.0,0.0,1369.0,4.280243298040099,11.139896373056994,2021-02-26,3.0,0.0,2.2857142857142856,0.1428571428571428,91.38,44.5,0.0
6,6,DOURADO,3514304.0,8878.0,380.0,989.0,0.0,1369.0,4.280243298040099,11.139896373056994,2021-02-27,0.0,0.0,1.7142857142857142,0.0,93.30,46.833333333333336,0.0
7,7,DOURADO,3514304.0,8878.0,380.0,989.0,0.0,1369.0,4.280243298040099,11.139896373056994,2021-02-28,1.0,0.0,1.7142857142857142,0.0,91.11,53.66666666666666,0.0
8,8,DOURADO,3514304.0,8878.0,448.0,1005.0,0.0,1453.0,5.046181572426222,11.320117143500788,2021-03-01,3.0,0.0,2.0,0.0,90.27,44.333333333333336,0.0
9,9,DOURADO,3514304.0,8878.0,503.0,101.0,0.0,604.0,5.665690470826763,1.1376436134264474,2021-03-02,0.0,0.0,1.5714285714285714,0.0,96.09,45.333333333333336,0.0
10,10,DOURADO,3514304.0,8878.0,505.0,101.0,0.0,606.0,5.688218067132237,1.1376436134264474,2021-03-03,2.0,0.0,1.2857142857142858,0.0,92.82,45.5,0.0
11,11,DOURADO,3514304.0,8878.0,505.0,101.0,0.0,606.0,5.688218067132237,1.1376436134264474,2021-03-04,3.0,0.0,1.7142857142857142,0.0,93.30,44.5,0.0
12,12,DOURADO,3514304.0,8878.0,506.0,101.0,0.0,607.0,5.699481865284974,1.1376436134264474,2021-03-05,1.0,0.0,1.4285714285714286,0.0,96.17,44.333333333333336,0.0
13,13,DOURADO,3514304.0,8878.0,527.0,175.0,0.0,702.0,5.936021626492454,1.971164676728993,2021-03-06,2.0,0.0,1.7142857142857142,0.0,95.05,48.66666666666666,0.0
14,14,DOURADO,3514304.0,8878.0,527.0,175.0,0.0,702.0,5.936021626492454,1.971164676728993,2021-03-07,4.0,0.0,2.142857142857143,0.0,94.12,54.333333333333336,0.0
15,15,DOURADO,3514304.0,8878.0,527.0,175.0,0.0,702.0,5.936021626492454,1.971164676728993,2021-03-08,1.0,0.0,1.8571428571428568,0.0,94.54,45.0,0.0
16,16,DOURADO,3514304.0,8878.0,546.0,212.0,0.0,758.0,6.150033791394458,2.387925208380266,2021-03-09,1.0,0.0,2.0,0.0,95.70,46.333333333333336,0.0
17,17,DOURADO,3514304.0,8878.0,583.0,212.0,0.0,795.0,6.566794323045731,2.387925208380266,2021-03-10,0.0,0.0,1.7142857142857142,0.0,96.22,45.0,0.0
18,18,DOURADO,3514304.0,8878.0,635.0,219.0,0.0,854.0,7.15251182698806,2.466771795449425,2021-03-11,3.0,0.0,1.7142857142857142,0.0,94.54,44.833333333333336,0.0
19,19,DOURADO,3514304.0,8878.0,638.0,222.0,0.0,860.0,7.186303221446272,2.500563189907637,2021-03-12,1.0,0.0,1.7142857142857142,0.0,92.93,44.833333333333336,0.0
20,20,DOURADO,3514304.0,8878.0,638.0,222.0,0.0,860.0,7.186303221446272,2.500563189907637,2021-03-13,0.0,0.0,1.4285714285714286,0.0,97.86,48.16666666666666,0.0
21,21,DOURADO,3514304.0,8878.0,638.0,222.0,0.0,860.0,7.186303221446272,2.500563189907637,2021-03-14,0.0,0.0,0.8571428571428571,0.0,97.89,52.333333333333336,0.0
