,Unnamed: 0,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,0,IPERÓ,3521002.0,37964.0,559.0,126.0,0.0,685.0,1.4724475819197134,0.3318933726688441,2021-02-21,19.0,0.0,14.714285714285714,0.0,70.94,46.07692307692308,0.0
1,1,IPERÓ,3521002.0,37964.0,560.0,37.0,0.0,597.0,1.475081656305974,0.0974607522916447,2021-02-22,22.0,0.0,15.428571428571429,0.0,69.16,39.30769230769231,0.0
2,2,IPERÓ,3521002.0,37964.0,563.0,38.0,0.0,601.0,1.482983879464756,0.1000948266779054,2021-02-23,9.0,0.0,14.142857142857142,0.0,75.00,39.84615384615385,0.0
3,3,IPERÓ,3521002.0,37964.0,571.0,43.0,0.0,614.0,1.5040564745548417,0.1132651986092087,2021-02-24,8.0,0.0,14.142857142857142,0.0,76.88,49.30769230769231,0.0
4,4,IPERÓ,3521002.0,37964.0,574.0,43.0,0.0,617.0,1.5119586977136237,0.1132651986092087,2021-02-25,12.0,1.0,15.142857142857142,0.1428571428571428,79.26,39.92307692307692,0.0
5,5,IPERÓ,3521002.0,37964.0,574.0,43.0,0.0,617.0,1.5119586977136237,0.1132651986092087,2021-02-26,18.0,0.0,15.714285714285714,0.1428571428571428,76.54,39.23076923076923,0.0
6,6,IPERÓ,3521002.0,37964.0,574.0,43.0,0.0,617.0,1.5119586977136237,0.1132651986092087,2021-02-27,16.0,0.0,14.857142857142858,0.1428571428571428,79.38,42.38461538461539,0.0
7,7,IPERÓ,3521002.0,37964.0,574.0,43.0,0.0,617.0,1.5119586977136237,0.1132651986092087,2021-02-28,12.0,1.0,13.857142857142858,0.2857142857142857,77.13,47.0,0.0
8,8,IPERÓ,3521002.0,37964.0,636.0,50.0,0.0,686.0,1.6752713096617848,0.1317037193130334,2021-03-01,15.0,0.0,12.857142857142858,0.2857142857142857,81.57,37.69230769230769,0.0
9,9,IPERÓ,3521002.0,37964.0,673.0,187.0,0.0,860.0,1.7727320619534297,0.4925719102307449,2021-03-02,11.0,0.0,13.142857142857142,0.2857142857142857,80.12,39.76923076923077,0.0
10,10,IPERÓ,3521002.0,37964.0,762.0,194.0,0.0,956.0,2.007164682330629,0.5110104309345695,2021-03-03,18.0,0.0,14.571428571428571,0.2857142857142857,80.91,40.23076923076923,0.0
11,11,IPERÓ,3521002.0,37964.0,777.0,194.0,0.0,971.0,2.046675798124539,0.5110104309345695,2021-03-04,16.0,0.0,15.142857142857142,0.1428571428571428,85.03,39.69230769230769,0.0
12,12,IPERÓ,3521002.0,37964.0,819.0,256.0,0.0,1075.0,2.157306922347487,0.6743230428827309,2021-03-05,27.0,0.0,16.428571428571427,0.1428571428571428,82.58,39.46153846153846,0.0
13,13,IPERÓ,3521002.0,37964.0,824.0,265.0,0.0,1089.0,2.17047729427879,0.6980297123590771,2021-03-06,22.0,0.0,17.285714285714285,0.1428571428571428,85.80,45.23076923076923,0.0
14,14,IPERÓ,3521002.0,37964.0,824.0,265.0,0.0,1089.0,2.17047729427879,0.6980297123590771,2021-03-07,19.0,0.0,18.285714285714285,0.0,86.61,49.92307692307692,0.0
15,15,IPERÓ,3521002.0,37964.0,855.0,350.0,0.0,1205.0,2.252133600252871,0.9219260351912336,2021-03-08,31.0,1.0,20.571428571428573,0.1428571428571428,89.17,41.15384615384615,0.0
16,16,IPERÓ,3521002.0,37964.0,976.0,358.0,0.0,1334.0,2.570856600990412,0.942998630281319,2021-03-09,16.0,0.0,21.285714285714285,0.1428571428571428,88.10,41.92307692307692,0.0
17,17,IPERÓ,3521002.0,37964.0,1032.0,368.0,0.0,1400.0,2.718364766621009,0.969339374143926,2021-03-10,18.0,1.0,21.285714285714285,0.2857142857142857,89.61,41.92307692307692,0.0
18,18,IPERÓ,3521002.0,37964.0,1067.0,374.0,0.0,1441.0,2.810557370140133,0.9851438204614898,2021-03-11,24.0,1.0,22.428571428571427,0.4285714285714285,90.33,41.84615384615385,0.0
19,19,IPERÓ,3521002.0,37964.0,1092.0,375.0,0.0,1467.0,2.876409229796649,0.9877778948477504,2021-03-12,27.0,0.0,22.428571428571427,0.4285714285714285,88.65,41.30769230769231,0.0
20,20,IPERÓ,3521002.0,37964.0,1092.0,375.0,0.0,1467.0,2.876409229796649,0.9877778948477504,2021-03-13,17.0,1.0,21.714285714285715,0.5714285714285714,90.00,45.0,0.0
21,21,IPERÓ,3521002.0,37964.0,1092.0,375.0,0.0,1467.0,2.876409229796649,0.9877778948477504,2021-03-14,22.0,0.0,22.142857142857142,0.5714285714285714,90.46,49.61538461538461,0.0
22,22,IPERÓ,3521002.0,37964.0,1173.0,384.0,0.0,1557.0,3.089769255083764,1.0114845643240964,2021-03-15,36.0,0.0,22.857142857142858,0.4285714285714285,86.82,42.38461538461539,0.0
23,23,IPERÓ,3521002.0,37964.0,1221.0,387.0,0.0,1608.0,3.2162048256242755,1.0193867874828784,2021-03-16,26.0,0.0,24.285714285714285,0.4285714285714285,92.84,43.30769230769231,0.0
24,24,IPERÓ,3521002.0,37964.0,1277.0,400.0,0.0,1677.0,3.3637129912548733,1.0536297545042672,2021-03-17,14.0,0.0,23.714285714285715,0.2857142857142857,94.24,41.53846153846154,0.0
25,25,IPERÓ,3521002.0,37964.0,1289.0,405.0,0.0,1694.0,3.395321883890001,1.0668001264355709,2021-03-18,28.0,0.0,24.285714285714285,0.1428571428571428,94.06,43.38461538461539,0.0
26,26,IPERÓ,3521002.0,37964.0,1303.0,408.0,0.0,1711.0,3.4321989252976506,1.0747023495943526,2021-03-19,33.0,0.0,25.142857142857142,0.1428571428571428,93.88,41.69230769230769,0.0
27,27,IPERÓ,3521002.0,37964.0,1303.0,408.0,0.0,1711.0,3.4321989252976506,1.0747023495943526,2021-03-20,19.0,1.0,25.428571428571427,0.1428571428571428,93.97,45.92307692307692,0.0
28,28,IPERÓ,3521002.0,37964.0,1303.0,0.0,0.0,1303.0,3.4321989252976506,0.0,2021-03-21,21.0,0.0,25.285714285714285,0.1428571428571428,94.88,50.38461538461539,0.0
29,29,IPERÓ,3521002.0,37964.0,1409.0,0.0,0.0,1409.0,3.7114108102412815,0.0,2021-03-22,17.0,0.0,22.571428571428573,0.1428571428571428,97.29,42.30769230769231,0.0
30,30,IPERÓ,3521002.0,37964.0,1513.0,413.0,0.0,1926.0,3.985354546412391,1.0878727215256558,2021-03-23,11.0,1.0,20.428571428571427,0.2857142857142857,96.08,42.76923076923077,0.0
31,31,IPERÓ,3521002.0,37964.0,1618.0,413.0,0.0,2031.0,4.261932356969761,1.0878727215256558,2021-03-24,11.0,0.0,20.0,0.2857142857142857,94.78,41.46153846153846,0.0
32,32,IPERÓ,3521002.0,37964.0,1680.0,413.0,0.0,2093.0,4.425244968917922,1.0878727215256558,2021-03-25,15.0,0.0,18.142857142857142,0.2857142857142857,96.04,41.53846153846154,0.0
33,33,IPERÓ,3521002.0,37964.0,1828.0,423.0,0.0,2251.0,4.8150879780845015,1.1142134653882625,2021-03-26,11.0,1.0,15.0,0.4285714285714285,96.50,41.61538461538461,0.0
34,34,IPERÓ,3521002.0,37964.0,1828.0,423.0,0.0,2251.0,4.8150879780845015,1.1142134653882625,2021-03-27,12.0,0.0,14.0,0.2857142857142857,95.30,44.76923076923077,0.0
35,35,IPERÓ,3521002.0,37964.0,1828.0,423.0,0.0,2251.0,4.8150879780845015,1.1142134653882625,2021-03-28,14.0,0.0,13.0,0.2857142857142857,96.09,50.92307692307692,0.0
36,36,IPERÓ,3521002.0,37964.0,1854.0,517.0,0.0,2371.0,4.883573912127279,1.3618164576967653,2021-03-29,11.0,0.0,12.142857142857142,0.2857142857142857,96.31,41.84615384615385,0.0
37,37,IPERÓ,3521002.0,37964.0,1984.0,575.0,0.0,2559.0,5.226003582341166,1.514592772099884,2021-03-30,12.0,0.0,12.285714285714286,0.1428571428571428,97.80,42.84615384615385,0.0
38,38,IPERÓ,3521002.0,37964.0,2126.0,619.0,0.0,2745.0,5.60004214519018,1.6304920450953535,2021-03-31,9.0,0.0,12.0,0.1428571428571428,95.59,41.46153846153846,0.0
39,39,IPERÓ,3521002.0,37964.0,2126.0,632.0,0.0,2758.0,5.60004214519018,1.664735012116742,2021-04-01,12.0,0.0,11.571428571428571,0.1428571428571428,96.94,41.61538461538461,0.0
40,40,IPERÓ,3521002.0,37964.0,2126.0,632.0,0.0,2758.0,5.60004214519018,1.664735012116742,2021-04-02,11.0,0.0,11.571428571428571,0.0,94.66,46.38461538461539,0.0
41,41,IPERÓ,3521002.0,37964.0,2126.0,632.0,0.0,2758.0,5.60004214519018,1.664735012116742,2021-04-03,12.0,0.0,11.571428571428571,0.0,95.19,46.46153846153846,0.0
42,42,IPERÓ,3521002.0,37964.0,2126.0,634.0,0.0,2760.0,5.60004214519018,1.6700031608892636,2021-04-04,8.0,1.0,10.714285714285714,0.1428571428571428,93.32,50.0,0.0
43,43,IPERÓ,3521002.0,37964.0,2260.0,716.0,0.0,2976.0,5.95300811294911,1.885997260562638,2021-04-05,12.0,0.0,10.857142857142858,0.1428571428571428,94.75,42.30769230769231,0.0
44,44,IPERÓ,3521002.0,37964.0,2335.0,763.0,0.0,3098.0,6.15056369191866,2.0097987567168896,2021-04-06,11.0,1.0,10.714285714285714,0.2857142857142857,94.98,42.07692307692308,0.0
45,45,IPERÓ,3521002.0,37964.0,2370.0,831.0,0.0,3201.0,6.242756295437784,2.188915814982615,2021-04-07,11.0,1.0,11.0,0.4285714285714285,95.14,42.0,0.0
46,46,IPERÓ,3521002.0,37964.0,2407.0,902.0,0.0,3309.0,6.340217047729428,2.3759350964071224,2021-04-08,9.0,0.0,10.571428571428571,0.4285714285714285,90.26,41.53846153846154,0.0
47,47,IPERÓ,3521002.0,37964.0,2446.0,914.0,0.0,3360.0,6.442945948793594,2.4075439890422508,2021-04-09,9.0,0.0,10.285714285714286,0.4285714285714285,92.23,41.15384615384615,0.0
48,48,IPERÓ,3521002.0,37964.0,2464.0,917.0,0.0,3381.0,6.490359287746286,2.4154462122010325,2021-04-10,11.0,0.0,10.142857142857142,0.4285714285714285,92.50,44.07692307692308,0.0
49,49,IPERÓ,3521002.0,37964.0,2464.0,918.0,0.0,3382.0,6.490359287746286,2.418080286587293,2021-04-11,13.0,1.0,10.857142857142858,0.4285714285714285,90.15,49.30769230769231,0.0
50,50,IPERÓ,3521002.0,37964.0,2496.0,991.0,0.0,3487.0,6.574649668106628,2.6103677167843222,2021-04-12,13.0,0.0,11.0,0.4285714285714285,91.65,40.53846153846154,0.0
51,51,IPERÓ,3521002.0,37964.0,2621.0,1129.0,0.0,3750.0,6.903908966389211,2.9738699820882943,2021-04-13,9.0,0.0,10.714285714285714,0.2857142857142857,92.44,42.46153846153846,0.0
52,52,IPERÓ,3521002.0,37964.0,2745.0,1156.0,0.0,3901.0,7.2305341902855345,3.044989990517332,2021-04-14,5.0,0.0,9.857142857142858,0.1428571428571428,92.44,41.0,0.0
53,53,IPERÓ,3521002.0,37964.0,2803.0,1191.0,0.0,3994.0,7.383310504688652,3.137182594036456,2021-04-15,10.0,1.0,10.0,0.2857142857142857,90.97,41.92307692307692,0.0
54,54,IPERÓ,3521002.0,37964.0,2832.0,1256.0,0.0,4088.0,7.4596986618902115,3.308397429143399,2021-04-16,7.0,1.0,9.714285714285714,0.4285714285714285,87.55,41.69230769230769,0.0
55,55,IPERÓ,3521002.0,37964.0,2832.0,1291.0,0.0,4123.0,7.4596986618902115,3.4005900326625227,2021-04-17,7.0,0.0,9.142857142857142,0.4285714285714285,87.50,44.0,0.0
56,56,IPERÓ,3521002.0,37964.0,2832.0,1291.0,0.0,4123.0,7.4596986618902115,3.4005900326625227,2021-04-18,6.0,0.0,8.142857142857142,0.2857142857142857,90.09,49.23076923076923,0.0
57,57,IPERÓ,3521002.0,37964.0,2851.0,1376.0,0.0,4227.0,7.509746075229165,3.624486355494679,2021-04-19,8.0,1.0,7.428571428571429,0.4285714285714285,90.85,41.0,0.0
58,58,IPERÓ,3521002.0,37964.0,2881.0,1519.0,0.0,4400.0,7.588768306816984,4.001158992729955,2021-04-20,9.0,1.0,7.428571428571429,0.5714285714285714,82.78,41.69230769230769,0.0
59,59,IPERÓ,3521002.0,37964.0,2881.0,1520.0,0.0,4401.0,7.588768306816984,4.003793067116216,2021-04-21,23.0,0.0,10.0,0.5714285714285714,84.44,49.53846153846154,0.0
60,60,IPERÓ,3521002.0,37964.0,2932.0,1681.0,0.0,4613.0,7.723106100516279,4.427879043304183,2021-04-22,8.0,1.0,9.714285714285714,0.5714285714285714,87.53,41.0,0.0
61,61,IPERÓ,3521002.0,37964.0,2986.0,1702.0,0.0,4688.0,7.865346117374354,4.483194605415657,2021-04-23,9.0,1.0,10.0,0.5714285714285714,84.20,41.69230769230769,0.0
62,62,IPERÓ,3521002.0,37964.0,3007.0,1702.0,0.0,4709.0,7.920661679485828,4.483194605415657,2021-04-24,7.0,0.0,10.0,0.5714285714285714,87.76,44.0,0.0
63,63,IPERÓ,3521002.0,37964.0,3007.0,1702.0,0.0,4709.0,7.920661679485828,4.483194605415657,2021-04-25,8.0,1.0,10.285714285714286,0.7142857142857143,87.68,48.76923076923077,0.0
64,64,IPERÓ,3521002.0,37964.0,3053.0,1829.0,0.0,4882.0,8.04182910125382,4.817722052470762,2021-04-26,30.0,0.0,13.428571428571429,0.5714285714285714,88.22,40.23076923076923,0.0
65,65,IPERÓ,3521002.0,37964.0,3172.0,1870.0,0.0,5042.0,8.355283953218839,4.92571910230745,2021-04-27,17.0,1.0,14.571428571428571,0.5714285714285714,87.44,40.0,0.0
