,Unnamed: 0,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,0,PARANAPUÃ,3535903.0,4095.0,121.0,146.0,0.0,267.0,2.9548229548229545,3.565323565323565,2021-02-21,0.0,0.0,0.4285714285714285,0.0,70.43,46.6,0.0
1,1,PARANAPUÃ,3535903.0,4095.0,121.0,51.0,0.0,172.0,2.9548229548229545,1.2454212454212454,2021-02-22,0.0,0.0,0.4285714285714285,0.0,73.05,38.4,0.0
2,2,PARANAPUÃ,3535903.0,4095.0,121.0,51.0,0.0,172.0,2.9548229548229545,1.2454212454212454,2021-02-23,1.0,0.0,0.5714285714285714,0.0,71.43,39.4,0.0
3,3,PARANAPUÃ,3535903.0,4095.0,121.0,96.0,0.0,217.0,2.9548229548229545,2.3443223443223444,2021-02-24,2.0,0.0,0.8571428571428571,0.0,72.68,46.0,0.0
4,4,PARANAPUÃ,3535903.0,4095.0,121.0,96.0,0.0,217.0,2.9548229548229545,2.3443223443223444,2021-02-25,2.0,1.0,1.0,0.1428571428571428,78.20,38.6,0.0
5,5,PARANAPUÃ,3535903.0,4095.0,153.0,96.0,0.0,249.0,3.736263736263736,2.3443223443223444,2021-02-26,1.0,0.0,1.0,0.1428571428571428,81.20,38.6,0.0
6,6,PARANAPUÃ,3535903.0,4095.0,153.0,96.0,0.0,249.0,3.736263736263736,2.3443223443223444,2021-02-27,0.0,0.0,0.8571428571428571,0.1428571428571428,81.93,41.4,0.0
7,7,PARANAPUÃ,3535903.0,4095.0,153.0,96.0,0.0,249.0,3.736263736263736,2.3443223443223444,2021-02-28,1.0,0.0,1.0,0.1428571428571428,86.67,47.4,0.0
8,8,PARANAPUÃ,3535903.0,4095.0,178.0,96.0,0.0,274.0,4.346764346764346,2.3443223443223444,2021-03-01,2.0,0.0,1.2857142857142858,0.1428571428571428,85.64,38.6,0.0
9,9,PARANAPUÃ,3535903.0,4095.0,189.0,59.0,0.0,248.0,4.615384615384616,1.4407814407814408,2021-03-02,0.0,0.0,1.1428571428571428,0.1428571428571428,84.52,39.6,0.0
