,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,PRATÂNIA,3541059.0,5317.0,151.0,618.0,0.0,769.0,2.839947338724845,11.623095730675193,2021-02-21,4.0,0.0,2.571428571428572,0.0,"90,31",47.0,0.0
1,PRATÂNIA,3541059.0,5317.0,151.0,263.0,0.0,414.0,2.839947338724845,4.946398344931352,2021-02-22,3.0,0.0,2.4285714285714284,0.0,"91,60",38.66666666666666,0.0
2,PRATÂNIA,3541059.0,5317.0,151.0,264.0,0.0,415.0,2.839947338724845,4.965205943201053,2021-02-23,0.0,0.0,2.142857142857143,0.0,"93,05",39.0,0.0
3,PRATÂNIA,3541059.0,5317.0,151.0,28.0,0.0,179.0,2.839947338724845,0.5266127515516268,2021-02-24,1.0,0.0,2.142857142857143,0.0,"94,98",51.5,0.0
4,PRATÂNIA,3541059.0,5317.0,151.0,28.0,0.0,179.0,2.839947338724845,0.5266127515516268,2021-02-25,2.0,0.0,1.5714285714285714,0.0,"95,51",39.333333333333336,0.0
5,PRATÂNIA,3541059.0,5317.0,151.0,28.0,0.0,179.0,2.839947338724845,0.5266127515516268,2021-02-26,1.0,0.0,1.5714285714285714,0.0,"94,34",38.16666666666666,0.0
6,PRATÂNIA,3541059.0,5317.0,151.0,28.0,0.0,179.0,2.839947338724845,0.5266127515516268,2021-02-27,1.0,0.0,1.7142857142857142,0.0,"96,28",42.5,0.0
7,PRATÂNIA,3541059.0,5317.0,151.0,28.0,0.0,179.0,2.839947338724845,0.5266127515516268,2021-02-28,3.0,0.0,1.5714285714285714,0.0,"96,35",48.16666666666666,0.0
8,PRATÂNIA,3541059.0,5317.0,171.0,28.0,0.0,199.0,3.216099304118864,0.5266127515516268,2021-03-01,0.0,0.0,1.1428571428571428,0.0,"97,46",38.16666666666666,0.0
9,PRATÂNIA,3541059.0,5317.0,194.0,71.0,0.0,265.0,3.648674064321986,1.335339477148768,2021-03-02,2.0,0.0,1.4285714285714286,0.0,"95,64",39.66666666666666,0.0
