,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,6291.0,47.0,0.0,6338.0,6.855106733063822,0.0512144359329199,2021-02-21,45.0,2.0,39.71428571428572,2.4285714285714284,"67,39",51%,0.0
1,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,6363.0,39.0,0.0,6402.0,6.933562890237657,0.0424970851358272,2021-02-22,57.0,1.0,41.285714285714285,2.142857142857143,"65,69",45.666666666666664,0.0
2,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,6428.0,39.0,0.0,6467.0,7.004391365464036,0.0424970851358272,2021-02-23,64.0,0.0,47.142857142857146,2.142857142857143,"70,37",42%,0.0
3,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,6463.0,24.0,0.0,6487.0,7.042529775201316,0.0261520523912782,2021-02-24,67.0,4.0,51.57142857142857,2.0,"70,07",51.5,0.0
4,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,6487.0,24.0,0.0,6511.0,7.068681827592595,0.0261520523912782,2021-02-25,64.0,4.0,55.142857142857146,1.8571428571428568,"71,32",46%,0.0
5,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,6510.0,24.0,0.0,6534.0,7.093744211134237,0.0261520523912782,2021-02-26,73.0,1.0,59.71428571428572,1.8571428571428568,"73,53",45.166666666666664,0.0
6,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,6510.0,24.0,0.0,6534.0,7.093744211134237,0.0261520523912782,2021-02-27,78.0,2.0,64.0,2.0,"70,90",49.166666666666664,0.0
7,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,6510.0,24.0,0.0,6534.0,7.093744211134237,0.0261520523912782,2021-02-28,55.0,4.0,65.42857142857143,2.2857142857142856,"71,85",59%,0.0
8,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,7341.0,24.0,0.0,7365.0,7.999259025182247,0.0261520523912782,2021-03-01,99.0,1.0,71.42857142857143,2.2857142857142856,"70,68",43.666666666666664,0.0
9,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,7617.0,1846.0,0.0,9463.0,8.300007627681948,2.0115286964291554,2021-03-02,75.0,3.0,73.0,2.7142857142857144,"72,93",47.0,0.0
10,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,8530.0,1938.0,0.0,10468.0,9.294875287400158,2.111778230595722,2021-03-03,85.0,1.0,75.57142857142857,2.2857142857142856,"77,78",47%,0.0
11,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,8581.0,2168.0,0.0,10749.0,9.350448398731626,2.362402066012139,2021-03-04,73.0,3.0,76.85714285714286,2.142857142857143,"83,21",47.333333333333336,0.0
12,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,8820.0,2946.0,0.0,11766.0,9.61087925379477,3.21016443102941,2021-03-05,67.0,2.0,76.0,2.2857142857142856,"84,44",47.0,0.0
13,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,8846.0,2963.0,0.0,11809.0,9.639210643885324,3.2286888014732327,2021-03-06,68.0,2.0,74.57142857142857,2.2857142857142856,"84,21",53.0,0.0
14,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,8846.0,2963.0,0.0,11809.0,9.639210643885324,3.2286888014732327,2021-03-07,62.0,3.0,75.57142857142857,2.142857142857143,"85,11",58.666666666666664,0.0
15,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,8994.0,3210.0,0.0,12204.0,9.80048163363154,3.497837007333472,2021-03-08,71.0,5.0,71.57142857142857,2.7142857142857144,"86,99",48%,0.0
16,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,9087.0,3490.0,0.0,12577.0,9.901820836647742,3.802944285231718,2021-03-09,46.0,0.0,67.42857142857143,2.2857142857142856,"87,05",48.833333333333336,0.0
17,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,9154.0,3713.0,0.0,12867.0,9.974828649573396,4.045940438700679,2021-03-10,74.0,3.0,65.85714285714286,2.571428571428572,"88,03",48%,0.0
18,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,9195.0,4038.0,0.0,13233.0,10.019505072408496,4.400082814832572,2021-03-11,66.0,6.0,64.85714285714286,3.0,"91,10",48.0,0.0
19,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,9314.0,4237.0,0.0,13551.0,10.14917566551525,4.616926915910255,2021-03-12,71.0,3.0,65.42857142857143,3.142857142857143,"86,67",47%,0.0
20,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,9317.0,4237.0,0.0,13554.0,10.15244467206416,4.616926915910255,2021-03-13,54.0,0.0,63.42857142857143,2.857142857142857,"86,75",51.5,0.0
21,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,9317.0,4237.0,0.0,13554.0,10.15244467206416,4.616926915910255,2021-03-14,52.0,2.0,62.0,2.7142857142857144,"86,27",55.833333333333336,0.0
22,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,9953.0,4317.0,0.0,14270.0,10.845474060433034,4.704100423881182,2021-03-15,73.0,3.0,62.285714285714285,2.4285714285714284,"84,38",47.833333333333336,0.0
23,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,10123.0,4354.0,0.0,14477.0,11.030717764871255,4.7444181713177365,2021-03-16,52.0,2.0,63.142857142857146,2.7142857142857144,"84,56",49.333333333333336,0.0
24,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,10238.0,4419.0,0.0,14657.0,11.156029682579463,4.815246646544115,2021-03-17,29.0,2.0,56.71428571428572,2.571428571428572,"86,39",47.333333333333336,0.0
25,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,10322.0,4444.0,0.0,14766.0,11.247561865948938,4.842488367785029,2021-03-18,48.0,4.0,54.142857142857146,2.2857142857142856,"88,67",47.666666666666664,0.0
26,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,11428.0,4500.0,0.0,15928.0,12.452735613647013,4.903509823364679,2021-03-19,60.0,2.0,52.57142857142857,2.142857142857143,"93,55",47%,0.0
27,SÃO JOÃO DA BOA VISTA,3549102.0,91771.0,11428.0,4500.0,0.0,15928.0,12.452735613647013,4.903509823364679,2021-03-20,35.0,2.0,49.85714285714285,2.4285714285714284,"92,21",52.333333333333336,0.0
