,Unnamed: 0,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,0,SÃO MANUEL,3550100.0,41123.0,1243.0,279.0,0.0,1522.0,3.022639398876541,0.6784524475354424,2021-02-21,25.0,0.0,17.0,0.1428571428571428,90.31,47.0,0.0
1,1,SÃO MANUEL,3550100.0,41123.0,1245.0,127043.0,0.0,128288.0,3.027502857281813,308.93417309048465,2021-02-22,22.0,1.0,18.0,0.2857142857142857,91.60,38.66666666666666,0.0
2,2,SÃO MANUEL,3550100.0,41123.0,1271.0,136574.0,0.0,137845.0,3.090727816550349,332.1109841208083,2021-02-23,9.0,0.0,18.0,0.2857142857142857,93.05,39.0,0.0
3,3,SÃO MANUEL,3550100.0,41123.0,1276.0,233.0,0.0,1509.0,3.102886462563529,0.5665929042141867,2021-02-24,24.0,1.0,19.142857142857142,0.4285714285714285,94.98,51.5,0.0
4,4,SÃO MANUEL,3550100.0,41123.0,1276.0,233.0,0.0,1509.0,3.102886462563529,0.5665929042141867,2021-02-25,16.0,1.0,18.857142857142858,0.5714285714285714,95.51,39.333333333333336,0.0
5,5,SÃO MANUEL,3550100.0,41123.0,1288.0,233.0,0.0,1521.0,3.1320672129951608,0.5665929042141867,2021-02-26,15.0,0.0,17.857142857142858,0.4285714285714285,94.34,38.16666666666666,0.0
6,6,SÃO MANUEL,3550100.0,41123.0,1288.0,233.0,0.0,1521.0,3.1320672129951608,0.5665929042141867,2021-02-27,10.0,0.0,17.285714285714285,0.4285714285714285,96.28,42.5,0.0
7,7,SÃO MANUEL,3550100.0,41123.0,1288.0,233.0,0.0,1521.0,3.1320672129951608,0.5665929042141867,2021-02-28,7.0,1.0,14.714285714285714,0.5714285714285714,96.35,48.16666666666666,0.0
8,8,SÃO MANUEL,3550100.0,41123.0,1288.0,233.0,0.0,1521.0,3.1320672129951608,0.5665929042141867,2021-03-01,17.0,0.0,14.0,0.4285714285714285,97.46,38.16666666666666,0.0
9,9,SÃO MANUEL,3550100.0,41123.0,1290.0,390.0,0.0,1680.0,3.1369306714004326,0.9483743890280378,2021-03-02,6.0,0.0,13.571428571428571,0.4285714285714285,95.64,39.66666666666666,0.0
10,10,SÃO MANUEL,3550100.0,41123.0,1372.0,399.0,0.0,1771.0,3.3363324660165845,0.9702599518517618,2021-03-03,19.0,0.0,12.857142857142858,0.2857142857142857,94.64,39.16666666666666,0.0
11,11,SÃO MANUEL,3550100.0,41123.0,1390.0,399.0,0.0,1789.0,3.3801035916640325,0.9702599518517618,2021-03-04,21.0,1.0,13.571428571428571,0.2857142857142857,96.32,39.66666666666666,0.0
12,12,SÃO MANUEL,3550100.0,41123.0,1554.0,399.0,0.0,1953.0,3.778907180896336,0.9702599518517618,2021-03-05,15.0,0.0,13.571428571428571,0.2857142857142857,94.62,39.5,0.0
13,13,SÃO MANUEL,3550100.0,41123.0,1724.0,531.0,0.0,2255.0,4.192301145344454,1.291248206599713,2021-03-06,13.0,0.0,14.0,0.2857142857142857,96.42,44.0,0.0
14,14,SÃO MANUEL,3550100.0,41123.0,1730.0,531.0,0.0,2261.0,4.206891520560271,1.291248206599713,2021-03-07,29.0,2.0,17.142857142857142,0.4285714285714285,97.54,49.66666666666666,0.0
15,15,SÃO MANUEL,3550100.0,41123.0,1898.0,535.0,0.0,2433.0,4.615422026603118,1.3009751234102571,2021-03-08,26.0,1.0,18.428571428571427,0.5714285714285714,95.27,40.16666666666666,0.0
16,16,SÃO MANUEL,3550100.0,41123.0,2043.0,535.0,0.0,2578.0,4.968022760985337,1.3009751234102571,2021-03-09,17.0,1.0,20.0,0.7142857142857143,98.95,40.5,0.0
17,17,SÃO MANUEL,3550100.0,41123.0,2164.0,557.0,0.0,2721.0,5.262261994504292,1.354473165868249,2021-03-10,26.0,1.0,21.0,0.8571428571428571,98.26,40.333333333333336,0.0
18,18,SÃO MANUEL,3550100.0,41123.0,2232.0,567.0,0.0,2799.0,5.427619580283539,1.3787904578946089,2021-03-11,22.0,1.0,21.142857142857142,0.8571428571428571,97.97,39.833333333333336,0.0
19,19,SÃO MANUEL,3550100.0,41123.0,2249.0,673.0,0.0,2922.0,5.468958976728352,1.6365537533740242,2021-03-12,25.0,1.0,22.571428571428573,1.0,92.74,39.0,0.0
20,20,SÃO MANUEL,3550100.0,41123.0,2388.0,675.0,0.0,3063.0,5.806969335894755,1.6414172117792964,2021-03-13,15.0,0.0,22.857142857142858,1.0,94.95,43.66666666666666,0.0
21,21,SÃO MANUEL,3550100.0,41123.0,2388.0,675.0,0.0,3063.0,5.806969335894755,1.6414172117792964,2021-03-14,21.0,3.0,21.714285714285715,1.1428571428571428,96.55,49.66666666666666,0.0
22,22,SÃO MANUEL,3550100.0,41123.0,2448.0,729.0,0.0,3177.0,5.952873088052915,1.77273058872164,2021-03-15,13.0,0.0,19.857142857142858,1.0,97.33,42.0,0.0
23,23,SÃO MANUEL,3550100.0,41123.0,2470.0,792.0,0.0,3262.0,6.006371130510906,1.925929528487708,2021-03-16,28.0,1.0,21.428571428571427,1.0,99.33,41.16666666666666,0.0
24,24,SÃO MANUEL,3550100.0,41123.0,2571.0,800.0,0.0,3371.0,6.251975779977141,1.945383362108796,2021-03-17,20.0,3.0,20.571428571428573,1.2857142857142858,96.15,39.833333333333336,0.0
