,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,NOVO HORIZONTE,3533502.0,41414.0,1662.0,25.0,0.0,1687.0,4.0131356546095525,0.0603660597865456,2021-02-21,6.0,0.0,11.857142857142858,0.1428571428571428,"70,43",46.6,0.0
1,NOVO HORIZONTE,3533502.0,41414.0,1663.0,37.0,0.0,1700.0,4.015550297001014,0.0893417684840875,2021-02-22,2.0,0.0,10.0,0.1428571428571428,"73,05",38.4,0.0
2,NOVO HORIZONTE,3533502.0,41414.0,1663.0,37.0,0.0,1700.0,4.015550297001014,0.0893417684840875,2021-02-23,5.0,0.0,8.714285714285714,0.1428571428571428,"71,43",39.4,0.0
3,NOVO HORIZONTE,3533502.0,41414.0,1663.0,114.0,0.0,1777.0,4.015550297001014,0.275269232626648,2021-02-24,7.0,0.0,8.857142857142858,0.1428571428571428,"72,68",46.0,0.0
4,NOVO HORIZONTE,3533502.0,41414.0,1665.0,118.0,0.0,1783.0,4.020379581783938,0.2849278021924953,2021-02-25,7.0,0.0,8.571428571428571,0.1428571428571428,"78,20",38.6,0.0
5,NOVO HORIZONTE,3533502.0,41414.0,1668.0,118.0,0.0,1786.0,4.027623508958323,0.2849278021924953,2021-02-26,2.0,0.0,6.714285714285714,0.1428571428571428,"81,20",38.6,0.0
6,NOVO HORIZONTE,3533502.0,41414.0,1668.0,118.0,0.0,1786.0,4.027623508958323,0.2849278021924953,2021-02-27,10.0,2.0,5.571428571428571,0.2857142857142857,"81,93",41.4,0.0
7,NOVO HORIZONTE,3533502.0,41414.0,1668.0,118.0,0.0,1786.0,4.027623508958323,0.2849278021924953,2021-02-28,16.0,1.0,7.0,0.4285714285714285,"86,67",47.4,0.0
8,NOVO HORIZONTE,3533502.0,41414.0,1987.0,118.0,0.0,2105.0,4.797894431834646,0.2849278021924953,2021-03-01,29.0,0.0,10.857142857142858,0.4285714285714285,"85,64",38.6,0.0
9,NOVO HORIZONTE,3533502.0,41414.0,2091.0,632.0,0.0,2723.0,5.049017240546675,1.526053991403873,2021-03-02,17.0,0.0,12.571428571428571,0.4285714285714285,"84,52",39.6,0.0
