,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,TACIBA,3552908.0,6329.0,215.0,45.0,0.0,260.0,3.3970611471006475,0.7110127982303681,2021-02-21,5.0,0.0,3.0,0.0,"83,18",42.0,0.0
1,TACIBA,3552908.0,6329.0,217.0,92.0,0.0,309.0,3.4286617159108865,1.453626165270975,2021-02-22,4.0,1.0,3.4285714285714284,0.1428571428571428,"92,52",35.0,0.0
2,TACIBA,3552908.0,6329.0,218.0,95.0,0.0,313.0,3.4444620003160056,1.5010270184863328,2021-02-23,2.0,0.0,3.2857142857142856,0.1428571428571428,"93,75",34.0,0.0
3,TACIBA,3552908.0,6329.0,218.0,119.0,0.0,337.0,3.4444620003160056,1.880233844209196,2021-02-24,0.0,0.0,3.142857142857143,0.1428571428571428,"91,96",42.0,0.0
4,TACIBA,3552908.0,6329.0,219.0,126.0,0.0,345.0,3.460262284721125,1.9908358350450308,2021-02-25,2.0,0.0,3.0,0.1428571428571428,"90,35",35.0,0.0
5,TACIBA,3552908.0,6329.0,236.0,126.0,0.0,362.0,3.728867119608153,1.9908358350450308,2021-02-26,1.0,0.0,2.2857142857142856,0.1428571428571428,"91,15",34.0,0.0
6,TACIBA,3552908.0,6329.0,236.0,134.0,0.0,370.0,3.728867119608153,2.117238110285985,2021-02-27,1.0,0.0,2.142857142857143,0.1428571428571428,"88,39",37.0,0.0
7,TACIBA,3552908.0,6329.0,236.0,134.0,0.0,370.0,3.728867119608153,2.117238110285985,2021-02-28,2.0,0.0,1.7142857142857142,0.1428571428571428,"90,27",46.0,0.0
8,TACIBA,3552908.0,6329.0,286.0,134.0,0.0,420.0,4.518881339864118,2.117238110285985,2021-03-01,2.0,0.0,1.4285714285714286,0.0,"89,47",34.0,0.0
9,TACIBA,3552908.0,6329.0,307.0,62.0,0.0,369.0,4.850687312371623,0.979617633117396,2021-03-02,0.0,0.0,1.1428571428571428,0.0,"90,83",35.0,0.0
10,TACIBA,3552908.0,6329.0,331.0,87.0,0.0,418.0,5.229894138094485,1.3746247432453784,2021-03-03,0.0,0.0,1.1428571428571428,0.0,"95,76",35.0,0.0
11,TACIBA,3552908.0,6329.0,331.0,87.0,0.0,418.0,5.229894138094485,1.3746247432453784,2021-03-04,1.0,0.0,1.0,0.0,"94,07",36.0,0.0
12,TACIBA,3552908.0,6329.0,335.0,105.0,0.0,440.0,5.293095275714963,1.659029862537526,2021-03-05,0.0,0.0,0.8571428571428571,0.0,"94,02",35.0,0.0
13,TACIBA,3552908.0,6329.0,345.0,115.0,0.0,460.0,5.451098119766156,1.8170327065887184,2021-03-06,2.0,0.0,1.0,0.0,"96,58",40.0,0.0
14,TACIBA,3552908.0,6329.0,345.0,115.0,0.0,460.0,5.451098119766156,1.8170327065887184,2021-03-07,3.0,0.0,1.1428571428571428,0.0,"97,46",47.0,0.0
15,TACIBA,3552908.0,6329.0,367.0,117.0,0.0,484.0,5.7987043766787805,1.8486332753989567,2021-03-08,1.0,0.0,1.0,0.0,"97,50",35.0,0.0
16,TACIBA,3552908.0,6329.0,374.0,117.0,0.0,491.0,5.909306367514615,1.8486332753989567,2021-03-09,6.0,0.0,1.8571428571428568,0.0,"96,83",36.0,0.0
17,TACIBA,3552908.0,6329.0,374.0,117.0,0.0,491.0,5.909306367514615,1.8486332753989567,2021-03-10,1.0,0.0,2.0,0.0,"89,47",36.0,0.0
18,TACIBA,3552908.0,6329.0,375.0,127.0,0.0,502.0,5.925106651919735,2.00663611945015,2021-03-11,3.0,0.0,2.2857142857142856,0.0,"90,51",35.0,0.0
19,TACIBA,3552908.0,6329.0,377.0,135.0,0.0,512.0,5.956707220729973,2.133038394691104,2021-03-12,1.0,1.0,2.4285714285714284,0.1428571428571428,"87,68",35.0,0.0
20,TACIBA,3552908.0,6329.0,377.0,135.0,0.0,512.0,5.956707220729973,2.133038394691104,2021-03-13,4.0,1.0,2.7142857142857144,0.2857142857142857,"90,15",39.0,0.0
21,TACIBA,3552908.0,6329.0,377.0,135.0,0.0,512.0,5.956707220729973,2.133038394691104,2021-03-14,2.0,0.0,2.571428571428572,0.2857142857142857,"94,16",45.0,0.0
22,TACIBA,3552908.0,6329.0,406.0,135.0,0.0,541.0,6.414915468478433,2.133038394691104,2021-03-15,2.0,0.0,2.7142857142857144,0.2857142857142857,"96,55",36.0,0.0
23,TACIBA,3552908.0,6329.0,420.0,135.0,0.0,555.0,6.636119450150104,2.133038394691104,2021-03-16,1.0,0.0,2.0,0.2857142857142857,"95,21",37.0,0.0
