,Unnamed: 0,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
0,0,JACAREÍ,3524402.0,235416.0,7654.0,629.0,0.0,8283.0,3.2512658442926563,0.2671865973425765,2021-02-21,60.0,0.0,59.142857142857146,1.2857142857142858,59.18,46.166666666666664,0.0
1,1,JACAREÍ,3524402.0,235416.0,7963.0,94.0,0.0,8057.0,3.382522853162062,0.0399293166139939,2021-02-22,67.0,3.0,59.42857142857143,1.5714285714285714,59.09,38,0.0
2,2,JACAREÍ,3524402.0,235416.0,8078.0,101.0,0.0,8179.0,3.431372549019608,0.0429027763618445,2021-02-23,56.0,0.0,61.285714285714285,1.2857142857142858,59.60,39,0.0
3,3,JACAREÍ,3524402.0,235416.0,8114.0,179.0,0.0,8293.0,3.44666462772284,0.0760356135521799,2021-02-24,68.0,1.0,63.57142857142857,1.2857142857142858,58.96,43,0.0
4,4,JACAREÍ,3524402.0,235416.0,8161.0,179.0,0.0,8340.0,3.466629286029837,0.0760356135521799,2021-02-25,38.0,0.0,60.0,1.1428571428571428,58.65,38,0.0
5,5,JACAREÍ,3524402.0,235416.0,8206.0,179.0,0.0,8385.0,3.485744384408876,0.0760356135521799,2021-02-26,57.0,1.0,59.85714285714285,1.1428571428571428,57.14,40.916666666666664,0.0
6,6,JACAREÍ,3524402.0,235416.0,8212.0,179.0,0.0,8391.0,3.488293064192748,0.0760356135521799,2021-02-27,54.0,5.0,57.142857142857146,1.4285714285714286,55.62,43.5,0.0
7,7,JACAREÍ,3524402.0,235416.0,8212.0,179.0,0.0,8391.0,3.488293064192748,0.0760356135521799,2021-02-28,61.0,3.0,57.285714285714285,1.8571428571428568,56.71,47,0.0
8,8,JACAREÍ,3524402.0,235416.0,8700.0,189.0,0.0,8889.0,3.695585686614334,0.0802834131919665,2021-03-01,105.0,4.0,62.71428571428572,2.0,58.10,39.416666666666664,0.0
9,9,JACAREÍ,3524402.0,235416.0,9075.0,3212.0,0.0,12287.0,3.8548781731063313,1.3643932442994529,2021-03-02,48.0,4.0,61.57142857142857,2.571428571428572,59.60,39,0.0
10,10,JACAREÍ,3524402.0,235416.0,9837.0,3888.0,0.0,13725.0,4.178560505658069,1.6515444999490263,2021-03-03,46.0,0.0,58.42857142857143,2.4285714285714284,57.42,38,0.0
11,11,JACAREÍ,3524402.0,235416.0,9885.0,3933.0,0.0,13818.0,4.198949943929045,1.670659598328066,2021-03-04,71.0,3.0,63.142857142857146,2.857142857142857,60.54,38,0.0
12,12,JACAREÍ,3524402.0,235416.0,10463.0,4771.0,0.0,15234.0,4.44447276310871,2.0266252081421823,2021-03-05,82.0,2.0,66.71428571428571,3.0,67.12,38,0.0
13,13,JACAREÍ,3524402.0,235416.0,11391.0,4976.0,0.0,16367.0,4.838668569680905,2.113705100757808,2021-03-06,68.0,2.0,68.71428571428571,2.571428571428572,65.49,44,0.0
14,14,JACAREÍ,3524402.0,235416.0,11681.0,5177.0,0.0,16858.0,4.961854759234717,2.199085873517518,2021-03-07,53.0,1.0,67.57142857142857,2.2857142857142856,66.92,46,0.0
15,15,JACAREÍ,3524402.0,235416.0,12419.0,5353.0,0.0,17772.0,5.275342372650966,2.273847147177762,2021-03-08,98.0,4.0,66.57142857142857,2.2857142857142856,68.67,42.666666666666664,0.0
16,16,JACAREÍ,3524402.0,235416.0,12970.0,5456.0,0.0,18426.0,5.509396132803208,2.317599483467564,2021-03-09,86.0,2.0,72.0,2.0,66.54,39,0.0
17,17,JACAREÍ,3524402.0,235416.0,13335.0,5527.0,0.0,18862.0,5.664440819655418,2.347758860910049,2021-03-10,84.0,2.0,77.42857142857143,2.2857142857142856,65.61,37,0.0
18,18,JACAREÍ,3524402.0,235416.0,13741.0,5595.0,0.0,19336.0,5.836901485030754,2.376643898460597,2021-03-11,83.0,1.0,79.14285714285714,2.0,67.98,37,0.0
19,19,JACAREÍ,3524402.0,235416.0,13776.0,5637.0,0.0,19413.0,5.851768783770008,2.394484656947701,2021-03-12,100.0,4.0,81.71428571428571,2.2857142857142856,70.83,39,0.0
20,20,JACAREÍ,3524402.0,235416.0,13776.0,5637.0,0.0,19413.0,5.851768783770008,2.394484656947701,2021-03-13,64.0,2.0,81.14285714285714,2.2857142857142856,73.26,46.75,0.0
21,21,JACAREÍ,3524402.0,235416.0,13776.0,5637.0,0.0,19413.0,5.851768783770008,2.394484656947701,2021-03-14,75.0,1.0,84.28571428571429,2.2857142857142856,75.89,48.833333333333336,0.0
22,22,JACAREÍ,3524402.0,235416.0,14707.0,5740.0,0.0,20447.0,6.247238930234138,2.4382369932375028,2021-03-15,112.0,3.0,86.28571428571429,2.142857142857143,74.38,42.916666666666664,0.0
23,23,JACAREÍ,3524402.0,235416.0,15714.0,5766.0,0.0,21480.0,6.674992353960649,2.449281272300948,2021-03-16,83.0,6.0,85.85714285714286,2.7142857142857144,77.33,42,0.0
24,24,JACAREÍ,3524402.0,235416.0,15802.0,5782.0,0.0,21584.0,6.71237299079077,2.456077751724606,2021-03-17,61.0,3.0,82.57142857142857,2.857142857142857,80.66,39,0.0
25,25,JACAREÍ,3524402.0,235416.0,15868.0,5801.0,0.0,21669.0,6.740408468413362,2.464148571040201,2021-03-18,83.0,3.0,82.57142857142857,3.142857142857143,81.52,43,0.0
26,26,JACAREÍ,3524402.0,235416.0,17119.0,5873.0,0.0,22992.0,7.271808203350664,2.4947327284466647,2021-03-19,89.0,4.0,81.0,3.142857142857143,83.70,43.333333333333336,0.0
27,27,JACAREÍ,3524402.0,235416.0,18379.0,5880.0,0.0,24259.0,7.807030957963774,2.4977061881945155,2021-03-20,117.0,7.0,88.57142857142857,3.857142857142857,83.28,45,0.0
28,28,JACAREÍ,3524402.0,235416.0,18408.0,0.0,0.0,18408.0,7.819349576919156,0.0,2021-03-21,66.0,2.0,87.28571428571429,4.0,82.30,45,0.0
29,29,JACAREÍ,3524402.0,235416.0,19818.0,0.0,0.0,19818.0,8.418289326129065,0.0,2021-03-22,103.0,1.0,86.0,3.7142857142857135,85.08,41,0.0
30,30,JACAREÍ,3524402.0,235416.0,19888.0,6006.0,0.0,25894.0,8.448023923607572,2.5512284636558262,2021-03-23,74.0,4.0,84.71428571428571,3.4285714285714284,86.75,46.083333333333336,0.0
31,31,JACAREÍ,3524402.0,235416.0,19919.0,6201.0,0.0,26120.0,8.461192102490909,2.634060556631665,2021-03-24,61.0,1.0,84.71428571428571,3.142857142857143,85.11,43.833333333333336,0.0
32,32,JACAREÍ,3524402.0,235416.0,20074.0,6234.0,0.0,26308.0,8.527032996907602,2.6480782954429607,2021-03-25,79.0,4.0,84.14285714285714,3.2857142857142856,84.23,39,0.0
33,33,JACAREÍ,3524402.0,235416.0,22074.0,6644.0,0.0,28718.0,9.37659292486492,2.822238080674211,2021-03-26,82.0,3.0,83.14285714285714,3.142857142857143,84.88,42,0.0
34,34,JACAREÍ,3524402.0,235416.0,22074.0,6644.0,0.0,28718.0,9.37659292486492,2.822238080674211,2021-03-27,80.0,8.0,77.85714285714286,3.2857142857142856,86.06,46.166666666666664,0.0
35,35,JACAREÍ,3524402.0,235416.0,23929.0,7420.0,0.0,31349.0,10.164559758045332,3.15186733272165,2021-03-28,65.0,4.0,77.71428571428571,3.571428571428572,88.05,47,0.0
36,36,JACAREÍ,3524402.0,235416.0,23995.0,8151.0,0.0,32146.0,10.192595235667923,3.46238148639005,2021-03-29,71.0,2.0,73.14285714285714,3.7142857142857135,87.44,39,0.0
37,37,JACAREÍ,3524402.0,235416.0,24022.0,8637.0,0.0,32659.0,10.204064294695348,3.6688245488836784,2021-03-30,54.0,2.0,70.28571428571429,3.4285714285714284,88.01,43.5,0.0
38,38,JACAREÍ,3524402.0,235416.0,24113.0,9059.0,0.0,33172.0,10.242719271417403,3.848081693682672,2021-03-31,39.0,1.0,67.14285714285714,3.4285714285714284,86.25,39,0.0
39,39,JACAREÍ,3524402.0,235416.0,24128.0,9347.0,0.0,33475.0,10.249090970877086,3.970418323308526,2021-04-01,99.0,6.0,70.0,3.7142857142857135,86.29,43.333333333333336,0.0
40,40,JACAREÍ,3524402.0,235416.0,24145.0,9331.0,0.0,33476.0,10.256312230264724,3.963621843884867,2021-04-02,95.0,10.0,71.85714285714286,4.714285714285714,84.58,47.083333333333336,0.0
41,41,JACAREÍ,3524402.0,235416.0,24145.0,9331.0,0.0,33476.0,10.256312230264724,3.963621843884867,2021-04-03,73.0,1.0,70.85714285714286,3.7142857142857135,86.09,46.916666666666664,0.0
42,42,JACAREÍ,3524402.0,235416.0,24145.0,9332.0,0.0,33477.0,10.256312230264724,3.964046623848847,2021-04-04,81.0,6.0,73.14285714285714,4.0,82.16,50.166666666666664,0.0
