,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,População Vacinada dose1/População Total,População Vacinada/População Total,data,diagnostico_covid19,obito,media_movel_casos,media_movel_obitos,ocupacao_leitos,media_isolamento,Mean.R
138,138,138,138,ADAMANTINA,3500105.0,35111.0,20720.0,7255.0,66.0,28041.0,59.01284497735752,20.8510153513144,2021-07-09,10.0,0.0,12.142857142857142,0.1428571428571428,78.01,39.5,0.0
139,139,139,139,ADAMANTINA,3500105.0,35111.0,20720.0,7255.0,66.0,28041.0,59.01284497735752,20.8510153513144,2021-07-10,15.0,1.0,12.571428571428571,0.2857142857142857,73.31,39.0,0.0
140,140,140,140,ADAMANTINA,3500105.0,35111.0,20720.0,7255.0,66.0,28041.0,59.01284497735752,20.8510153513144,2021-07-11,8.0,0.0,12.0,0.2857142857142857,77.22,43.0,0.0
141,141,141,141,ADAMANTINA,3500105.0,35111.0,20720.0,7261.0,120.0,28101.0,59.01284497735752,21.0219019680442,2021-07-12,9.0,0.0,11.285714285714286,0.2857142857142857,77.34,37.0,0.0
142,142,142,142,ADAMANTINA,3500105.0,35111.0,20736.0,7349.0,632.0,28717.0,59.0584147418188,22.7307681353422,2021-07-13,10.0,0.0,12.0,0.1428571428571428,75.09,37.0,0.0
143,143,143,143,ADAMANTINA,3500105.0,35111.0,20947.0,7872.0,632.0,29451.0,59.65936601065194,24.220329811170288,2021-07-14,12.0,0.0,10.857142857142858,0.1428571428571428,69.57,38.5,0.0
144,144,144,144,ADAMANTINA,3500105.0,35111.0,21276.0,7906.0,632.0,29814.0,60.59639429238701,24.31716556065051,2021-07-15,9.0,0.0,10.428571428571429,0.1428571428571428,69.18,39.25,0.0
145,145,145,145,ADAMANTINA,3500105.0,35111.0,21559.0,7968.0,632.0,30159.0,61.402409501295885,24.493748397937967,2021-07-16,6.0,0.0,9.857142857142858,0.1428571428571428,72.95,37.75,0.0
146,146,146,146,ADAMANTINA,3500105.0,35111.0,21747.0,7997.0,632.0,30376.0,61.937854233715925,24.57634359602404,2021-07-17,3.0,0.0,8.142857142857142,0.0,68.59,40.25,0.0
147,147,147,147,ADAMANTINA,3500105.0,35111.0,21747.0,7997.0,632.0,30376.0,61.937854233715925,24.57634359602404,2021-07-18,5.0,0.0,7.714285714285714,0.0,65.58,45.0,0.0
148,148,148,148,ADAMANTINA,3500105.0,35111.0,21747.0,7997.0,632.0,30376.0,61.937854233715925,24.57634359602404,2021-07-19,6.0,0.0,7.285714285714286,0.0,67.75,39.5,0.0
