,Unnamed: 0,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito
0,0,Iacanga,3519105,2020-04-28T00:00:00Z,0.0,0.0
1,1,Iacanga,3519105,2020-05-02T00:00:00Z,0.0,0.0
2,2,Iacanga,3519105,2020-06-05T00:00:00Z,0.0,0.0
3,3,Iacanga,3519105,2020-06-15T00:00:00Z,0.0,0.0
4,4,Iacanga,3519105,2020-06-17T00:00:00Z,0.0,0.0
5,5,Iacanga,3519105,2020-06-22T00:00:00Z,0.0,0.0
6,6,Iacanga,3519105,2020-06-26T00:00:00Z,0.0,0.0
7,7,Iacanga,3519105,2020-06-27T00:00:00Z,0.0,0.0
8,8,Iacanga,3519105,2020-06-28T00:00:00Z,0.0,0.0
9,9,Iacanga,3519105,2020-06-29T00:00:00Z,0.0,0.0
10,10,Iacanga,3519105,2020-06-30T00:00:00Z,0.0,0.0
11,11,Iacanga,3519105,2020-07-01T00:00:00Z,0.125,0.0
12,12,Iacanga,3519105,2020-07-02T00:00:00Z,0.1875,0.0
13,13,Iacanga,3519105,2020-07-03T00:00:00Z,0.0625,0.0
14,14,Iacanga,3519105,2020-07-04T00:00:00Z,0.1875,0.0
15,15,Iacanga,3519105,2020-07-05T00:00:00Z,0.0625,0.0
16,16,Iacanga,3519105,2020-07-06T00:00:00Z,0.1875,0.0
17,17,Iacanga,3519105,2020-07-07T00:00:00Z,0.3125,0.0
18,18,Iacanga,3519105,2020-07-08T00:00:00Z,0.625,0.0
19,19,Iacanga,3519105,2020-07-09T00:00:00Z,0.0625,0.0
20,20,Iacanga,3519105,2020-07-10T00:00:00Z,0.3125,0.0
21,21,Iacanga,3519105,2020-07-11T00:00:00Z,0.0625,0.0
22,22,Iacanga,3519105,2020-07-12T00:00:00Z,0.25,0.0
23,23,Iacanga,3519105,2020-07-13T00:00:00Z,0.1875,0.0
24,24,Iacanga,3519105,2020-07-14T00:00:00Z,0.3125,0.0
25,25,Iacanga,3519105,2020-07-15T00:00:00Z,0.125,0.0
26,26,Iacanga,3519105,2020-07-16T00:00:00Z,0.25,0.0
27,27,Iacanga,3519105,2020-07-17T00:00:00Z,0.25,0.5
28,28,Iacanga,3519105,2020-07-18T00:00:00Z,0.375,0.0
29,29,Iacanga,3519105,2020-07-19T00:00:00Z,0.0,0.0
30,30,Iacanga,3519105,2020-07-20T00:00:00Z,0.1875,0.0
31,31,Iacanga,3519105,2020-07-21T00:00:00Z,0.125,0.0
32,32,Iacanga,3519105,2020-07-22T00:00:00Z,0.25,0.0
33,33,Iacanga,3519105,2020-07-23T00:00:00Z,0.375,0.0
34,34,Iacanga,3519105,2020-07-24T00:00:00Z,0.375,0.0
35,35,Iacanga,3519105,2020-07-25T00:00:00Z,0.0,0.0
36,36,Iacanga,3519105,2020-07-26T00:00:00Z,0.125,0.0
37,37,Iacanga,3519105,2020-07-27T00:00:00Z,0.3125,0.0
38,38,Iacanga,3519105,2020-07-28T00:00:00Z,0.4375,0.0
39,39,Iacanga,3519105,2020-07-29T00:00:00Z,0.125,0.0
40,40,Iacanga,3519105,2020-07-30T00:00:00Z,0.4375,0.0
41,41,Iacanga,3519105,2020-07-31T00:00:00Z,0.1875,0.0
42,42,Iacanga,3519105,2020-08-01T00:00:00Z,0.0625,0.0
43,43,Iacanga,3519105,2020-08-02T00:00:00Z,0.25,0.0
44,44,Iacanga,3519105,2020-08-03T00:00:00Z,0.3125,0.0
45,45,Iacanga,3519105,2020-08-04T00:00:00Z,0.0625,0.0
46,46,Iacanga,3519105,2020-08-05T00:00:00Z,0.0,0.0
47,47,Iacanga,3519105,2020-08-07T00:00:00Z,0.0625,0.0
48,48,Iacanga,3519105,2020-08-08T00:00:00Z,0.0,0.0
49,49,Iacanga,3519105,2020-08-09T00:00:00Z,0.125,0.5
50,50,Iacanga,3519105,2020-08-10T00:00:00Z,0.0625,0.0
51,51,Iacanga,3519105,2020-08-11T00:00:00Z,0.125,0.0
52,52,Iacanga,3519105,2020-08-14T00:00:00Z,0.375,0.0
53,53,Iacanga,3519105,2020-08-15T00:00:00Z,0.0,0.0
54,54,Iacanga,3519105,2020-08-16T00:00:00Z,0.0625,0.0
55,55,Iacanga,3519105,2020-08-17T00:00:00Z,0.1875,0.0
56,56,Iacanga,3519105,2020-08-19T00:00:00Z,0.0625,0.0
57,57,Iacanga,3519105,2020-08-21T00:00:00Z,0.125,0.0
58,58,Iacanga,3519105,2020-08-22T00:00:00Z,0.0,0.0
59,59,Iacanga,3519105,2020-08-23T00:00:00Z,0.125,0.0
60,60,Iacanga,3519105,2020-08-24T00:00:00Z,0.0625,0.0
61,61,Iacanga,3519105,2020-08-25T00:00:00Z,0.0625,0.5
62,62,Iacanga,3519105,2020-08-26T00:00:00Z,0.375,0.5
63,63,Iacanga,3519105,2020-08-27T00:00:00Z,0.25,0.0
64,64,Iacanga,3519105,2020-08-28T00:00:00Z,0.0,0.0
65,65,Iacanga,3519105,2020-08-31T00:00:00Z,0.125,0.0
66,66,Iacanga,3519105,2020-09-02T00:00:00Z,0.0,0.0
67,67,Iacanga,3519105,2020-09-03T00:00:00Z,0.125,0.0
68,68,Iacanga,3519105,2020-09-04T00:00:00Z,0.125,0.0
69,69,Iacanga,3519105,2020-09-06T00:00:00Z,0.125,0.0
70,70,Iacanga,3519105,2020-09-07T00:00:00Z,0.125,0.0
71,71,Iacanga,3519105,2020-09-08T00:00:00Z,0.0625,0.5
72,72,Iacanga,3519105,2020-09-09T00:00:00Z,0.0,0.0
73,73,Iacanga,3519105,2020-09-10T00:00:00Z,0.0,0.0
74,74,Iacanga,3519105,2020-09-12T00:00:00Z,0.0625,0.0
75,75,Iacanga,3519105,2020-09-13T00:00:00Z,0.125,0.0
76,76,Iacanga,3519105,2020-09-14T00:00:00Z,0.0,0.0
77,77,Iacanga,3519105,2020-09-15T00:00:00Z,0.1875,0.0
78,78,Iacanga,3519105,2020-09-17T00:00:00Z,0.25,0.0
79,79,Iacanga,3519105,2020-09-18T00:00:00Z,0.0625,0.0
80,80,Iacanga,3519105,2020-09-19T00:00:00Z,0.0625,0.0
81,81,Iacanga,3519105,2020-09-20T00:00:00Z,0.125,0.0
82,82,Iacanga,3519105,2020-09-21T00:00:00Z,0.1875,0.0
83,83,Iacanga,3519105,2020-09-22T00:00:00Z,0.0,0.0
84,84,Iacanga,3519105,2020-09-23T00:00:00Z,0.0,0.0
85,85,Iacanga,3519105,2020-09-24T00:00:00Z,0.0,0.0
86,86,Iacanga,3519105,2020-09-25T00:00:00Z,0.125,0.0
87,87,Iacanga,3519105,2020-09-27T00:00:00Z,0.0625,0.0
88,88,Iacanga,3519105,2020-09-29T00:00:00Z,0.125,0.0
89,89,Iacanga,3519105,2020-09-30T00:00:00Z,0.125,0.0
90,90,Iacanga,3519105,2020-10-01T00:00:00Z,0.0,0.0
91,91,Iacanga,3519105,2020-10-04T00:00:00Z,0.0,0.0
92,92,Iacanga,3519105,2020-10-05T00:00:00Z,0.0625,0.0
93,93,Iacanga,3519105,2020-10-06T00:00:00Z,0.0,0.0
94,94,Iacanga,3519105,2020-10-07T00:00:00Z,0.0,0.0
95,95,Iacanga,3519105,2020-10-08T00:00:00Z,0.0,0.0
96,96,Iacanga,3519105,2020-10-10T00:00:00Z,0.0625,0.0
97,97,Iacanga,3519105,2020-10-15T00:00:00Z,0.125,0.0
98,98,Iacanga,3519105,2020-10-18T00:00:00Z,0.0,0.0
99,99,Iacanga,3519105,2020-10-19T00:00:00Z,0.0,0.0
100,100,Iacanga,3519105,2020-10-20T00:00:00Z,0.0,0.0
101,101,Iacanga,3519105,2020-10-24T00:00:00Z,0.0,0.0
102,102,Iacanga,3519105,2020-10-28T00:00:00Z,0.0,0.0
103,103,Iacanga,3519105,2020-10-29T00:00:00Z,0.0,0.0
104,104,Iacanga,3519105,2020-10-31T00:00:00Z,0.0,0.0
105,105,Iacanga,3519105,2020-11-05T00:00:00Z,0.0,0.0
106,106,Iacanga,3519105,2020-11-07T00:00:00Z,0.0,0.0
107,107,Iacanga,3519105,2020-11-10T00:00:00Z,0.0625,0.0
108,108,Iacanga,3519105,2020-11-14T00:00:00Z,0.0,0.0
109,109,Iacanga,3519105,2020-11-15T00:00:00Z,0.0,0.0
110,110,Iacanga,3519105,2020-11-21T00:00:00Z,0.0,0.0
111,111,Iacanga,3519105,2020-11-22T00:00:00Z,0.0,0.0
112,112,Iacanga,3519105,2020-11-23T00:00:00Z,0.0,0.0
113,113,Iacanga,3519105,2020-11-24T00:00:00Z,0.0,0.0
114,114,Iacanga,3519105,2020-11-25T00:00:00Z,0.0,0.0
115,115,Iacanga,3519105,2020-11-27T00:00:00Z,0.125,0.0
116,116,Iacanga,3519105,2020-11-28T00:00:00Z,0.0,0.0
117,117,Iacanga,3519105,2020-11-29T00:00:00Z,0.125,0.0
118,118,Iacanga,3519105,2020-11-30T00:00:00Z,0.0,0.0
119,119,Iacanga,3519105,2020-12-01T00:00:00Z,0.0,0.0
120,120,Iacanga,3519105,2020-12-02T00:00:00Z,0.0625,0.0
121,121,Iacanga,3519105,2020-12-03T00:00:00Z,0.0625,0.0
122,122,Iacanga,3519105,2020-12-05T00:00:00Z,0.0625,0.0
123,123,Iacanga,3519105,2020-12-07T00:00:00Z,0.125,0.0
124,124,Iacanga,3519105,2020-12-08T00:00:00Z,0.125,0.0
125,125,Iacanga,3519105,2020-12-10T00:00:00Z,0.1875,0.0
126,126,Iacanga,3519105,2020-12-11T00:00:00Z,0.0,0.0
127,127,Iacanga,3519105,2020-12-12T00:00:00Z,0.0,0.0
128,128,Iacanga,3519105,2020-12-13T00:00:00Z,0.3125,0.0
129,129,Iacanga,3519105,2020-12-14T00:00:00Z,0.125,0.0
130,130,Iacanga,3519105,2020-12-15T00:00:00Z,0.0625,0.0
131,131,Iacanga,3519105,2020-12-16T00:00:00Z,0.125,0.0
132,132,Iacanga,3519105,2020-12-17T00:00:00Z,0.1875,0.0
133,133,Iacanga,3519105,2020-12-18T00:00:00Z,0.25,0.0
134,134,Iacanga,3519105,2020-12-19T00:00:00Z,0.25,0.0
135,135,Iacanga,3519105,2020-12-20T00:00:00Z,0.0625,0.0
136,136,Iacanga,3519105,2020-12-21T00:00:00Z,0.0625,0.0
137,137,Iacanga,3519105,2020-12-22T00:00:00Z,0.125,0.0
138,138,Iacanga,3519105,2020-12-23T00:00:00Z,0.0,0.0
139,139,Iacanga,3519105,2020-12-24T00:00:00Z,0.125,0.0
140,140,Iacanga,3519105,2020-12-25T00:00:00Z,0.0625,0.0
141,141,Iacanga,3519105,2020-12-27T00:00:00Z,0.0625,0.0
142,142,Iacanga,3519105,2020-12-28T00:00:00Z,0.125,0.0
143,143,Iacanga,3519105,2020-12-30T00:00:00Z,0.0,0.0
144,144,Iacanga,3519105,2020-12-31T00:00:00Z,0.125,0.0
145,145,Iacanga,3519105,2021-01-01T00:00:00Z,0.0625,0.0
146,146,Iacanga,3519105,2021-01-02T00:00:00Z,0.1875,0.0
147,147,Iacanga,3519105,2021-01-03T00:00:00Z,0.125,0.0
148,148,Iacanga,3519105,2021-01-04T00:00:00Z,0.0625,0.5
149,149,Iacanga,3519105,2021-01-05T00:00:00Z,0.3125,0.0
150,150,Iacanga,3519105,2021-01-06T00:00:00Z,0.125,0.0
151,151,Iacanga,3519105,2021-01-07T00:00:00Z,0.3125,0.0
152,152,Iacanga,3519105,2021-01-08T00:00:00Z,0.1875,0.0
153,153,Iacanga,3519105,2021-01-09T00:00:00Z,0.0625,0.0
154,154,Iacanga,3519105,2021-01-10T00:00:00Z,0.125,0.0
155,155,Iacanga,3519105,2021-01-11T00:00:00Z,0.1875,0.0
156,156,Iacanga,3519105,2021-01-12T00:00:00Z,0.0625,0.0
157,157,Iacanga,3519105,2021-01-13T00:00:00Z,0.0625,0.0
158,158,Iacanga,3519105,2021-01-14T00:00:00Z,0.3125,0.0
159,159,Iacanga,3519105,2021-01-15T00:00:00Z,0.1875,0.0
160,160,Iacanga,3519105,2021-01-16T00:00:00Z,0.1875,0.0
161,161,Iacanga,3519105,2021-01-17T00:00:00Z,0.125,0.0
162,162,Iacanga,3519105,2021-01-18T00:00:00Z,0.5625,0.0
163,163,Iacanga,3519105,2021-01-19T00:00:00Z,0.1875,0.0
164,164,Iacanga,3519105,2021-01-20T00:00:00Z,0.25,0.0
165,165,Iacanga,3519105,2021-01-21T00:00:00Z,0.5,0.5
166,166,Iacanga,3519105,2021-01-22T00:00:00Z,0.4375,0.0
167,167,Iacanga,3519105,2021-01-23T00:00:00Z,0.0,0.0
168,168,Iacanga,3519105,2021-01-24T00:00:00Z,0.3125,0.0
169,169,Iacanga,3519105,2021-01-25T00:00:00Z,0.375,0.0
170,170,Iacanga,3519105,2021-01-26T00:00:00Z,0.1875,0.0
171,171,Iacanga,3519105,2021-01-28T00:00:00Z,0.3125,0.0
172,172,Iacanga,3519105,2021-01-29T00:00:00Z,0.0625,0.0
173,173,Iacanga,3519105,2021-01-30T00:00:00Z,0.1875,0.0
174,174,Iacanga,3519105,2021-01-31T00:00:00Z,0.25,0.5
175,175,Iacanga,3519105,2021-02-01T00:00:00Z,0.1875,0.0
176,176,Iacanga,3519105,2021-02-02T00:00:00Z,0.0625,0.0
177,177,Iacanga,3519105,2021-02-03T00:00:00Z,0.0625,0.0
178,178,Iacanga,3519105,2021-02-04T00:00:00Z,0.0625,0.0
179,179,Iacanga,3519105,2021-02-05T00:00:00Z,0.125,0.5
180,180,Iacanga,3519105,2021-02-06T00:00:00Z,0.0625,0.0
181,181,Iacanga,3519105,2021-02-07T00:00:00Z,0.125,0.0
182,182,Iacanga,3519105,2021-02-08T00:00:00Z,0.125,0.0
183,183,Iacanga,3519105,2021-02-09T00:00:00Z,0.0,0.0
184,184,Iacanga,3519105,2021-02-10T00:00:00Z,0.0625,0.0
185,185,Iacanga,3519105,2021-02-11T00:00:00Z,0.0625,0.0
186,186,Iacanga,3519105,2021-02-13T00:00:00Z,0.25,0.0
187,187,Iacanga,3519105,2021-02-14T00:00:00Z,0.125,0.0
188,188,Iacanga,3519105,2021-02-15T00:00:00Z,0.0,0.0
189,189,Iacanga,3519105,2021-02-16T00:00:00Z,0.0625,0.0
190,190,Iacanga,3519105,2021-02-17T00:00:00Z,0.0625,0.0
191,191,Iacanga,3519105,2021-02-18T00:00:00Z,0.1875,0.0
192,192,Iacanga,3519105,2021-02-19T00:00:00Z,0.25,0.0
193,193,Iacanga,3519105,2021-02-20T00:00:00Z,0.125,0.0
194,194,Iacanga,3519105,2021-02-21T00:00:00Z,0.25,0.0
