,Unnamed: 0,nome_munic,codigo_ibge,data_inicio_sintomas,diagnostico_covid19,obito
0,0,Buri,3508009,2020-02-22T00:00:00Z,0.0,0.0
1,1,Buri,3508009,2020-02-26T00:00:00Z,0.043478260869565216,0.0
2,2,Buri,3508009,2020-02-27T00:00:00Z,0.0,0.0
3,3,Buri,3508009,2020-02-28T00:00:00Z,0.021739130434782608,0.0
4,4,Buri,3508009,2020-03-08T00:00:00Z,0.021739130434782608,0.0
5,5,Buri,3508009,2020-03-09T00:00:00Z,0.021739130434782608,0.0
6,6,Buri,3508009,2020-03-10T00:00:00Z,0.043478260869565216,0.0
7,7,Buri,3508009,2020-04-29T00:00:00Z,0.0,0.0
8,8,Buri,3508009,2020-05-10T00:00:00Z,0.0,0.0
9,9,Buri,3508009,2020-05-11T00:00:00Z,0.021739130434782608,0.25
10,10,Buri,3508009,2020-05-16T00:00:00Z,0.0,0.0
11,11,Buri,3508009,2020-05-19T00:00:00Z,0.0,0.0
12,12,Buri,3508009,2020-05-20T00:00:00Z,0.021739130434782608,0.25
13,13,Buri,3508009,2020-05-21T00:00:00Z,0.0,0.0
14,14,Buri,3508009,2020-05-23T00:00:00Z,0.021739130434782608,0.0
15,15,Buri,3508009,2020-05-24T00:00:00Z,0.0,0.0
16,16,Buri,3508009,2020-05-25T00:00:00Z,0.043478260869565216,0.0
17,17,Buri,3508009,2020-05-26T00:00:00Z,0.021739130434782608,0.0
18,18,Buri,3508009,2020-05-29T00:00:00Z,0.021739130434782608,0.0
19,19,Buri,3508009,2020-06-01T00:00:00Z,0.0,0.0
20,20,Buri,3508009,2020-06-02T00:00:00Z,0.0,0.0
21,21,Buri,3508009,2020-06-09T00:00:00Z,0.0,0.0
22,22,Buri,3508009,2020-06-11T00:00:00Z,0.0,0.0
23,23,Buri,3508009,2020-06-12T00:00:00Z,0.0,0.25
24,24,Buri,3508009,2020-06-13T00:00:00Z,0.021739130434782608,0.0
25,25,Buri,3508009,2020-06-14T00:00:00Z,0.0,0.0
26,26,Buri,3508009,2020-06-15T00:00:00Z,0.10869565217391304,0.0
27,27,Buri,3508009,2020-06-16T00:00:00Z,0.06521739130434782,0.0
28,28,Buri,3508009,2020-06-17T00:00:00Z,0.021739130434782608,0.0
29,29,Buri,3508009,2020-06-20T00:00:00Z,0.0,0.25
30,30,Buri,3508009,2020-06-21T00:00:00Z,0.0,0.0
31,31,Buri,3508009,2020-06-22T00:00:00Z,0.0,0.0
32,32,Buri,3508009,2020-06-23T00:00:00Z,0.06521739130434782,0.0
