,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,6088,2220,0,8308,8949,92.83718851268297,17.33929537751702,6.322804819002592
1,ADOLFO,3500204,3554,593,258,0,851,819,103.90720390720392,16.685424873382104,7.259425998874508
2,AGUAÍ,3500303,36648,3501,1245,0,4746,5012,94.6927374301676,9.553045186640471,3.3971840209561233
3,ÁGUAS DA PRATA,3500402,8221,1344,352,0,1696,1976,85.82995951417004,16.34837610996229,4.281717552609172
4,ÁGUAS DE LINDÓIA,3500501,18808,2470,633,0,3103,3613,85.88430667035705,13.132709485325394,3.3655891110165883
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,845,275,0,1120,1143,97.98775153105862,13.832051072188575,4.501555082664921
6,ÁGUAS DE SÃO PEDRO,3500600,3521,891,341,0,1232,1232,100.0,25.305310991195682,9.684748650951434
7,AGUDOS,3500709,37401,5117,1902,0,7019,8382,83.73896444762586,13.681452367583754,5.085425523381728
8,ALAMBARI,3500758,6129,607,152,0,759,842,90.14251781472684,9.903736335454397,2.4800130527002775
9,ALFREDO MARCONDES,3500808,4184,820,263,0,1083,1223,88.55273916598529,19.59847036328872,6.28585086042065
10,ALTAIR,3500907,4186,466,204,0,670,668,100.2994011976048,11.13234591495461,4.873387482083134
11,ALTINÓPOLIS,3501004,16203,2030,618,0,2648,3442,76.9320162696107,12.528544096772205,3.8141084984262172
12,ALTO ALEGRE,3501103,4088,737,273,0,1010,1115,90.5829596412556,18.02837573385519,6.678082191780822
13,ALUMÍNIO,3501152,18767,1442,378,0,1820,2103,86.54303376129339,7.683700111898545,2.0141738157403952
14,ÁLVARES FLORENCE,3501202,3647,724,242,0,966,986,97.97160243407707,19.85193309569509,6.635590896627365
15,ÁLVARES MACHADO,3501301,24998,2965,918,0,3883,4492,86.44256455921638,11.860948875910072,3.6722937835026803
16,ÁLVARO DE CARVALHO,3501400,5274,404,151,0,555,667,83.20839580209895,7.660219946909367,2.863102009859689
17,ALVINLÂNDIA,3501509,3237,409,133,0,542,541,100.18484288354898,12.635156008649984,4.10874266295953
18,AMERICANA,3501608,242018,27736,9726,0,37462,42669,87.79676111462655,11.46030460544257,4.018709352196944
19,AMÉRICO BRASILIENSE,3501707,41032,3792,1691,0,5483,5872,93.37534059945504,9.241567557028661,4.121173718073699
20,AMÉRICO DE CAMPOS,3501806,5981,882,279,0,1161,1335,86.96629213483146,14.746697876609263,4.664771777294767
21,AMPARO,3501905,72677,9536,3384,0,12920,14439,89.47988087817716,13.121069939595746,4.656218611114933
