,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,6088,2220,0,8308,8949,92.83718851268297,17.33929537751702,6.322804819002592
1,ADOLFO,3500204,3554,593,258,0,851,819,103.90720390720392,16.685424873382104,7.259425998874508
2,AGUAÍ,3500303,36648,3509,1452,0,4961,5012,98.98244213886672,9.574874481554247,3.9620170268500328
3,ÁGUAS DA PRATA,3500402,8221,1344,352,0,1696,1976,85.82995951417004,16.34837610996229,4.281717552609172
4,ÁGUAS DE LINDÓIA,3500501,18808,2492,819,0,3311,3613,91.64129532244672,13.249680986814122,4.354529987239473
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,845,275,0,1120,1143,97.98775153105862,13.832051072188575,4.501555082664921
6,ÁGUAS DE SÃO PEDRO,3500600,3521,891,341,0,1232,1232,100.0,25.305310991195682,9.684748650951434
7,AGUDOS,3500709,37401,5210,1927,0,7137,8382,85.14674302075876,13.930108820619768,5.152268655918291
8,ALAMBARI,3500758,6129,622,173,0,795,842,94.41805225653206,10.148474465655083,2.8226464349812366
9,ALFREDO MARCONDES,3500808,4184,821,292,0,1113,1223,91.00572363041701,19.622370936902485,6.9789674952198855
10,ALTAIR,3500907,4186,466,204,0,670,668,100.2994011976048,11.13234591495461,4.873387482083134
11,ALTINÓPOLIS,3501004,16203,2072,710,0,2782,3442,80.82510168506683,12.7877553539468,4.381904585570574
12,ALTO ALEGRE,3501103,4088,737,273,0,1010,1115,90.5829596412556,18.02837573385519,6.678082191780822
13,ALUMÍNIO,3501152,18767,1444,390,0,1834,2103,87.20874940561103,7.694357116214633,2.078115841636916
14,ÁLVARES FLORENCE,3501202,3647,723,243,0,966,986,97.97160243407707,19.82451329860159,6.663010693720866
15,ÁLVARES MACHADO,3501301,24998,2972,926,0,3898,4492,86.77649154051647,11.888951116089288,3.7042963437074965
16,ÁLVARO DE CARVALHO,3501400,5274,405,151,0,556,667,83.35832083958022,7.679180887372014,2.863102009859689
17,ALVINLÂNDIA,3501509,3237,409,133,0,542,541,100.18484288354898,12.635156008649984,4.10874266295953
18,AMERICANA,3501608,242018,28472,10220,0,38692,42669,90.67941596943918,11.764414217124346,4.222826401342049
19,AMÉRICO BRASILIENSE,3501707,41032,3806,1734,0,5540,5872,94.34604904632153,9.275687268473387,4.225969974653928
20,AMÉRICO DE CAMPOS,3501806,5981,890,279,0,1169,1335,87.56554307116104,14.880454773449255,4.664771777294767
21,AMPARO,3501905,72677,9537,3385,0,12922,14439,89.49373225292611,13.122445890721963,4.657594562241149
