,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,7404,4337,0,11741,11379,103.18129888390895,21.08740850445729,12.352254279285695
1,ADOLFO,3500204,3554,734,469,0,1203,1104,108.96739130434783,20.652785593697242,13.196398424310635
2,AGUAÍ,3500303,36648,4250,2308,0,6558,6773,96.82563118263694,11.596812922942588,6.2977515826238815
3,ÁGUAS DA PRATA,3500402,8221,1609,781,0,2390,2531,94.4290794152509,19.571828244739084,9.5000608198516
4,ÁGUAS DE LINDÓIA,3500501,18808,3005,1715,0,4720,4823,97.8643997511922,15.977243726074011,9.118460229689495
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,962,538,0,1500,1521,98.61932938856016,15.747258143722377,8.806678670813554
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1096,594,0,1690,1542,109.59792477302206,31.127520590741263,16.87020732746379
7,AGUDOS,3500709,37401,6164,3284,0,9448,10258,92.10372392279197,16.48084275821502,8.780513890002942
8,ALAMBARI,3500758,6129,770,298,0,1068,1142,93.52014010507881,12.56322401696851,4.862130853320281
9,ALFREDO MARCONDES,3500808,4184,1071,611,0,1682,1545,108.8673139158576,25.59751434034417,14.603250478011473
10,ALTAIR,3500907,4186,499,341,0,840,883,95.13023782559456,11.920688007644529,8.146201624462494
11,ALTINÓPOLIS,3501004,16203,2512,1700,0,4212,4460,94.43946188340807,15.503301857680677,10.491884218971794
12,ALTO ALEGRE,3501103,4088,894,514,0,1408,1421,99.08515130190007,21.868884540117417,12.573385518591
13,ALUMÍNIO,3501152,18767,1786,746,0,2532,2907,87.10010319917441,9.516704854265466,3.975062609900357
14,ÁLVARES FLORENCE,3501202,3647,783,434,0,1217,1291,94.26800929512005,21.46970112421168,11.900191938579654
15,ÁLVARES MACHADO,3501301,24998,3685,1641,0,5326,5986,88.97427330437688,14.741179294343548,6.564525162012962
16,ÁLVARO DE CARVALHO,3501400,5274,487,299,0,786,891,88.21548821548821,9.233978005309064,5.6693211983314376
17,ALVINLÂNDIA,3501509,3237,509,253,0,762,699,109.01287553648069,15.724436206363917,7.81587890021625
18,AMERICANA,3501608,242018,32945,18296,0,51241,55941,91.59829105664897,13.612623854424053,7.559768281698055
19,AMÉRICO BRASILIENSE,3501707,41032,4547,2410,0,6957,7368,94.42182410423453,11.081594852797815,5.8734646129849875
20,AMÉRICO DE CAMPOS,3501806,5981,1030,452,0,1482,1731,85.6152512998267,17.22120046814914,7.557264671459622
21,AMPARO,3501905,72677,11307,5882,0,17189,18730,91.77255739455418,15.557879384124277,8.093344524402493
22,ANALÂNDIA,3502002,5056,677,451,0,1128,1131,99.73474801061008,13.39003164556962,8.92009493670886
23,ANDRADINA,3502101,57202,10605,4393,0,14998,16367,91.6356082360848,18.539561553791824,7.679801405545261
24,ANGATUBA,3502200,25479,3276,1164,0,4440,5074,87.50492707922743,12.857647474390674,4.568468150241375
25,ANHEMBI,3502309,6819,832,304,0,1136,1277,88.9584964761159,12.201202522363982,4.458131690863763
26,ANHUMAS,3502408,4144,690,347,0,1037,986,105.17241379310344,16.65057915057915,8.373552123552123
27,APARECIDA,3502507,36185,4913,2871,0,7784,8048,96.71968190854871,13.577449219289761,7.934226889595136
28,APARECIDA D'OESTE,3502606,4158,992,643,0,1635,1464,111.68032786885247,23.857623857623857,15.464165464165463
29,APIAÍ,3502705,24226,3297,1798,0,5095,4979,102.32978509740911,13.609345331462066,7.421778254767605
30,ARAÇARIGUAMA,3502754,22860,1982,889,0,2871,2896,99.13674033149171,8.670166229221348,3.888888888888889
31,ARAÇATUBA,3502804,198129,32344,18594,0,50938,54793,92.96442976292593,16.32471773440536,9.384794754932392
32,ARAÇOIABA DA SERRA,3502903,34776,3882,1919,0,5801,6738,86.0937963787474,11.162870945479641,5.518173452956061
33,ARAMINA,3503000,5655,798,512,0,1310,1289,101.62916989914663,14.111405835543767,9.053934571175951
34,ARANDU,3503109,6365,883,355,0,1238,1365,90.6959706959707,13.87274155538099,5.577376276512176
35,ARAPEÍ,3503158,2460,381,257,0,638,628,101.5923566878981,15.487804878048781,10.447154471544716
