,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,20736,7349,632,28717,31212,92.00627963603742,59.0584147418188,22.7307681353422
1,ADOLFO,3500204,3554,2419,934,79,3432,3220,106.58385093167702,68.0641530669668,28.503095104108045
2,AGUAÍ,3500303,36648,15643,4312,1004,20959,22693,92.3588771867977,42.68445754202139,14.505566470203012
3,ÁGUAS DA PRATA,3500402,8221,4295,1595,161,6051,6843,88.42612889083735,52.244252524023835,21.359931881766208
4,ÁGUAS DE LINDÓIA,3500501,18808,10314,3121,120,13555,16106,84.1611821681361,54.838366652488304,17.232028923862185
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,3268,1016,136,4420,4909,90.03870442045223,53.494843673268946,18.857423473563596
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2249,1140,58,3447,3598,95.80322401334075,63.87389946038058,34.02442487929566
7,AGUDOS,3500709,37401,18457,6404,872,25733,27483,93.6324273187061,49.34894788909388,19.45402529344135
8,ALAMBARI,3500758,6129,2722,810,171,3703,4054,91.34188455846079,44.41181269375102,16.005873715124817
9,ALFREDO MARCONDES,3500808,4184,2622,979,83,3684,3648,100.98684210526316,62.66730401529637,25.38240917782027
10,ALTAIR,3500907,4186,1726,543,30,2299,2697,85.24286243974787,41.23268036311515,13.688485427615863
11,ALTINÓPOLIS,3501004,16203,8393,2563,379,11335,12515,90.57131442269278,51.799049558723695,18.1571313954206
12,ALTO ALEGRE,3501103,4088,2240,897,100,3237,3531,91.67374681393373,54.794520547945204,24.388454011741683
13,ALUMÍNIO,3501152,18767,7390,1924,508,9822,11013,89.18550803595751,39.37763094794053,12.958917248361484
14,ÁLVARES FLORENCE,3501202,3647,2310,862,70,3242,3785,85.65389696169089,63.339731285988485,25.555250891143405
15,ÁLVARES MACHADO,3501301,24998,11897,3618,600,16115,17453,92.3336962126855,47.591807344587565,16.87334986798944
16,ÁLVARO DE CARVALHO,3501400,5274,2189,942,71,3202,3253,98.43221641561635,41.50549867273417,19.207432688661356
17,ALVINLÂNDIA,3501509,3237,1531,511,48,2090,2264,92.31448763250883,47.29687982700031,17.269076305220885
18,AMERICANA,3501608,242018,119451,35753,5806,161010,177632,90.64245181048459,49.35624622961928,17.17186324984092
19,AMÉRICO BRASILIENSE,3501707,41032,15736,4408,817,20961,24993,83.86748289521066,38.3505556638721,12.733963735620978
20,AMÉRICO DE CAMPOS,3501806,5981,3089,1089,80,4258,4811,88.50550821035128,51.64688179234241,19.545226550744022
21,AMPARO,3501905,72677,37801,11928,1761,51490,54966,93.67609067423498,52.0123285220909,18.835394966770778
22,ANALÂNDIA,3502002,5056,2327,701,92,3120,3371,92.5541382379116,46.024525316455694,15.684335443037975
23,ANDRADINA,3502101,57202,32113,11010,1315,44438,44575,99.6926528323051,56.139645466941715,21.546449424845285
24,ANGATUBA,3502200,25479,12356,3235,478,16069,16583,96.90044020985347,48.49483888692649,14.572785431139371
25,ANHEMBI,3502309,6819,3101,905,82,4088,4527,90.30262867240998,45.47587622818595,14.474263088429387
26,ANHUMAS,3502408,4144,2036,664,78,2778,2934,94.68302658486708,49.13127413127413,17.905405405405407
