,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,18702,6855,0,25557,27113,94.26105558219304,53.26535843467859,19.523795961379626
1,ADOLFO,3500204,3554,2253,882,34,3169,2845,111.3884007029877,63.39335959482274,25.77377602701182
2,AGUAÍ,3500303,36648,13935,4177,10,18122,18491,98.00443458980045,38.02390307793058,11.424907225496616
3,ÁGUAS DA PRATA,3500402,8221,3991,1526,67,5584,5810,96.11015490533563,48.546405546770465,19.377204719620483
4,ÁGUAS DE LINDÓIA,3500501,18808,9215,2970,120,12305,13751,89.48440113446294,48.9951084644832,16.429179072735007
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,2881,921,42,3844,4225,90.98224852071006,47.15992797511868,15.763627434932067
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2182,979,22,3183,3175,100.25196850393701,61.97103095711446,28.429423459244536
7,AGUDOS,3500709,37401,16960,5940,224,23124,23236,99.51798932690652,45.346381112804465,16.48084275821502
8,ALAMBARI,3500758,6129,2433,769,0,3202,3311,96.70794321957112,39.69652471855115,12.546908141621799
9,ALFREDO MARCONDES,3500808,4184,2403,964,23,3390,3158,107.34642178594046,57.43307839388145,23.58986615678776
10,ALTAIR,3500907,4186,1559,543,30,2132,2231,95.56252801434334,37.24319159101768,13.688485427615863
11,ALTINÓPOLIS,3501004,16203,7348,2534,106,9988,10485,95.25989508822127,45.349626612355735,16.293279022403258
12,ALTO ALEGRE,3501103,4088,2034,857,0,2891,3019,95.76018549188473,49.75538160469667,20.96379647749511
13,ALUMÍNIO,3501152,18767,6353,1790,0,8143,8842,92.09454874462791,33.851974210049555,9.538018862897639
14,ÁLVARES FLORENCE,3501202,3647,2127,784,33,2944,3352,87.82816229116945,58.32190841787771,22.401974225390735
15,ÁLVARES MACHADO,3501301,24998,11057,3443,190,14690,14600,100.61643835616438,44.231538523081845,14.53316265301224
16,ÁLVARO DE CARVALHO,3501400,5274,1704,553,1,2258,2575,87.68932038834951,32.3094425483504,10.504361016306408
17,ALVINLÂNDIA,3501509,3237,1404,471,18,1893,1912,99.00627615062761,43.373493975903614,15.106580166821132
18,AMERICANA,3501608,242018,106282,32629,1921,140832,147497,95.481264025709,43.91491541951425,14.275797667942053
19,AMÉRICO BRASILIENSE,3501707,41032,13769,4319,185,18273,20438,89.40698698502788,33.556736205888086,10.976798596217586
20,AMÉRICO DE CAMPOS,3501806,5981,2801,1051,1,3853,4064,94.80807086614173,46.83163350610266,17.589031934459122
21,AMPARO,3501905,72677,34332,11140,490,45962,46194,99.49777027319566,47.239154065247604,16.002311597892042
22,ANALÂNDIA,3502002,5056,2099,661,17,2777,2812,98.75533428165008,41.51503164556962,13.409810126582277
23,ANDRADINA,3502101,57202,26961,9872,0,36833,38249,96.29794242986745,47.13296737876298,17.258137827348694
24,ANGATUBA,3502200,25479,10318,3128,201,13647,14317,95.32024865544457,40.496094823187725,13.065661917657678
25,ANHEMBI,3502309,6819,2749,849,43,3641,3840,94.81770833333333,40.3138290071858,13.081096935034461
26,ANHUMAS,3502408,4144,1836,642,18,2496,2457,101.58730158730158,44.30501930501931,15.926640926640925
27,APARECIDA,3502507,36185,15162,4793,219,20174,20779,97.08840656431975,41.90134033439271,13.851043249965455
28,APARECIDA D'OESTE,3502606,4158,2488,877,36,3401,3189,106.64785199121982,59.83645983645983,21.957671957671955
29,APIAÍ,3502705,24226,10423,3041,50,13514,13974,96.7081723200229,43.02402377610831,12.759019235532074
30,ARAÇARIGUAMA,3502754,22860,6370,1791,161,8322,10140,82.07100591715977,27.865266841644793,8.538932633420822
31,ARAÇATUBA,3502804,198129,89327,32502,0,121829,130517,93.34339587946397,45.08527272635505,16.4044637584604
32,ARAÇOIABA DA SERRA,3502903,34776,12228,3616,258,16102,19557,82.3336912614409,35.16218081435473,11.139866574649183
33,ARAMINA,3503000,5655,2393,801,40,3234,3313,97.61545427105342,42.31653404067197,14.871794871794872
34,ARANDU,3503109,6365,2957,864,56,3877,3794,102.1876647337902,46.45718774548311,14.454045561665357
35,ARAPEÍ,3503158,2460,1128,405,0,1533,1521,100.78895463510848,45.85365853658537,16.463414634146343
36,ARARAQUARA,3503208,238339,104173,38625,42,142840,150782,94.73279303895691,43.707911839858355,16.223530349628053
37,ARARAS,3503307,135506,61572,19233,863,81668,78539,103.98400794509735,45.43857836553363,14.830339615957966
38,ARCO-ÍRIS,3503356,1773,1141,550,0,1691,1658,101.9903498190591,64.3542019176537,31.02086858432036
39,AREALVA,3503406,8613,4257,1558,42,5857,6021,97.27619996678293,49.42528735632184,18.57657030070823
40,AREIAS,3503505,3896,1658,562,35,2255,2294,98.29991281604184,42.5564681724846,15.323408624229979
41,AREIÓPOLIS,3503604,11158,3970,1007,100,5077,5208,97.48463901689708,35.579853020254525,9.921132819501704
42,ARIRANHA,3503703,9761,3957,1337,78,5372,5825,92.22317596566523,40.538879213195365,14.496465526073148
43,ARTUR NOGUEIRA,3503802,55340,20161,5883,438,26482,27020,98.00888230940045,36.431152873147816,11.422117817130466
44,ARUJÁ,3503901,91157,30886,8168,0,39054,45388,86.04476954261038,33.88220323178692,8.9603650844148
45,ASPÁSIA,3503950,1818,1096,354,9,1459,1364,106.96480938416421,60.286028602860284,19.966996699669966
46,ASSIS,3504008,105087,47686,16234,200,64120,66595,96.28350476762519,45.37763947966923,15.638470981187016
47,ATIBAIA,3504107,144088,52690,20361,705,73756,89674,82.24903539487477,36.56793070901116,14.620232080395315
48,AURIFLAMA,3504206,15253,6685,2382,103,9170,9879,92.82316023889058,43.82744378155117,16.291877007801745
49,AVAÍ,3504305,5436,2573,1170,0,3743,3706,100.99838100377765,47.33259749816041,21.52317880794702
50,AVANHANDAVA,3504404,13859,4466,1215,20,5701,5950,95.81512605042016,32.22454722562956,8.911176852586767
51,AVARÉ,3504503,91232,40884,13352,651,54887,55757,98.43965780081425,44.81322343037531,15.348781129428271
52,BADY BASSITT,3504602,17761,8641,2404,140,11185,11386,98.23467416125065,48.651539890771915,14.323517819942571
53,BALBINOS,3504701,5934,1040,366,11,1417,2335,60.68522483940043,17.526120660599933,6.353218739467476
54,BÁLSAMO,3504800,9139,4254,1543,70,5867,5767,101.73400381480839,46.54776233723602,17.649633439107124
55,BANANAL,3504909,10993,4549,1830,87,6466,7139,90.57290937106038,41.380878741017014,17.43836987173656
56,BARÃO DE ANTONINA,3505005,3498,1804,628,5,2437,2359,103.3064857990674,51.57232704402516,18.096054888507716
57,BARBOSA,3505104,7468,2934,942,54,3930,4115,95.50425273390036,39.28762720942689,13.336904124263524
58,BARIRI,3505203,35558,14370,5208,240,19818,20426,97.02340154704788,40.41284661679509,15.321446650542775
59,BARRA BONITA,3505302,36126,17089,5807,324,23220,23171,100.21147123559622,47.30388086142944,16.971156507778332
60,BARRA DO CHAPÉU,3505351,5760,2236,593,0,2829,3167,89.32743921692453,38.81944444444444,10.29513888888889
61,BARRA DO TURVO,3505401,7632,2760,1578,0,4338,5693,76.19884068153873,36.16352201257861,20.67610062893082
62,BARRETOS,3505500,122833,58310,20487,0,78797,84096,93.69886796042618,47.470956501917236,16.67874268315518
63,BARRINHA,3505609,33180,10079,2581,243,12903,14441,89.34976802160514,30.37673297166968,8.511151295961422
64,BARUERI,3505708,276982,104875,28239,1699,134813,146925,91.75633826782372,37.863471272501464,10.80864460506459
65,BASTOS,3505807,20953,10245,3141,168,13554,12780,106.05633802816901,48.89514627976901,15.792487949219684
