,cod_ibge,data,ocupacao_leitos
122457,3551405,2020-10-08,"49,51"
122249,3551405,2020-10-09,"48,38"
122197,3551405,2020-10-10,"48,05"
119701,3551405,2020-10-11,"47,44"
120247,3551405,2020-10-12,"42,35"
119207,3551405,2020-10-13,"43,24"
121183,3551405,2020-10-14,"49,49"
121547,3551405,2020-10-15,"52,01"
120481,3551405,2020-10-16,"49,66"
120949,3551405,2020-10-17,"47,81"
120637,3551405,2020-10-18,"44,59"
121417,3551405,2020-10-19,"44,30"
119441,3551405,2020-10-20,"38,72"
120299,3551405,2020-10-21,"42,28"
122691,3551405,2020-10-22,"40,48"
122093,3551405,2020-10-23,"39,29"
123107,3551405,2020-10-24,"37,68"
116685,3551405,2020-10-25,"38,55"
118739,3551405,2020-10-26,"40,00"
117621,3551405,2020-10-27,"40,07"
116997,3551405,2020-10-28,"37,46"
118297,3551405,2020-10-29,"36,69"
116295,3551405,2020-10-30,"32,12"
116607,3551405,2020-10-31,"30,66"
118661,3551405,2020-11-01,"30,36"
117673,3551405,2020-11-02,"30,40"
117257,3551405,2020-11-03,"27,54"
118817,3551405,2020-11-04,"30,80"
116529,3551405,2020-11-05,"30,69"
116191,3551405,2020-11-06,"30,94"
116373,3551405,2020-11-07,"25,54"
116737,3551405,2020-11-08,"27,21"
118141,3551405,2020-11-09,"30,26"
117881,3551405,2020-11-10,"32,10"
116789,3551405,2020-11-11,"27,51"
118505,3551405,2020-11-12,"28,52"
117153,3551405,2020-11-13,"29,84"
116919,3551405,2020-11-14,"26,85"
117725,3551405,2020-11-15,"29,57"
117491,3551405,2020-11-16,"24,90"
117465,3551405,2020-11-17,"22,09"
117751,3551405,2020-11-18,"36,41"
116893,3551405,2020-11-19,"34,87"
117231,3551405,2020-11-20,"38,54"
118531,3551405,2020-11-21,"36,22"
118791,3551405,2020-11-22,"35,03"
117959,3551405,2020-11-23,"36,73"
118167,3551405,2020-11-24,"39,59"
115879,3551405,2020-11-25,"34,04"
116503,3551405,2020-11-26,"38,62"
116217,3551405,2020-11-27,"37,63"
116035,3551405,2020-11-28,"36,07"
116243,3551405,2020-11-29,"35,14"
116581,3551405,2020-11-30,"40,00"
