,cod_ibge,data,ocupacao_leitos
30,3548708,2020-10-08,"41,91"
9021,3548708,2020-10-09,"41,21"
10242,3548708,2020-10-10,"41,42"
9613,3548708,2020-10-11,"40,49"
9132,3548708,2020-10-12,"40,49"
10464,3548708,2020-10-13,"42,43"
7874,3548708,2020-10-14,"41,39"
9650,3548708,2020-10-15,"40,20"
8540,3548708,2020-10-16,"38,83"
10575,3548708,2020-10-17,"41,27"
9058,3548708,2020-10-18,"41,36"
9317,3548708,2020-10-19,"40,48"
2768,3548708,2020-10-20,"39,88"
2472,3548708,2020-10-21,"39,74"
2213,3548708,2020-10-22,"39,66"
2361,3548708,2020-10-23,"39,17"
3656,3548708,2020-10-24,"39,45"
3767,3548708,2020-10-25,"40,59"
3064,3548708,2020-10-26,"40,12"
1917,3548708,2020-10-27,"41,33"
622,3548708,2020-10-28,"41,03"
289,3548708,2020-10-29,"41,42"
67,3548708,2020-10-30,"41,46"
1732,3548708,2020-10-31,"42,41"
1473,3548708,2020-11-01,"42,12"
1251,3548708,2020-11-02,"43,18"
3841,3548708,2020-11-03,"43,32"
6505,3548708,2020-11-04,"43,94"
6246,3548708,2020-11-05,"44,54"
5987,3548708,2020-11-06,"44,11"
7171,3548708,2020-11-07,"45,62"
7356,3548708,2020-11-08,"42,53"
7134,3548708,2020-11-09,"45,41"
6875,3548708,2020-11-10,"46,44"
4655,3548708,2020-11-11,"46,09"
4396,3548708,2020-11-12,"46,83"
4174,3548708,2020-11-13,"47,43"
3915,3548708,2020-11-14,"49,29"
5543,3548708,2020-11-15,"50,13"
5358,3548708,2020-11-16,"51,42"
5062,3548708,2020-11-17,"52,97"
7689,3548708,2020-11-18,"55,06"
4988,3548708,2020-11-19,"56,55"
5136,3548708,2020-11-20,"56,79"
5321,3548708,2020-11-21,"56,67"
5506,3548708,2020-11-22,"57,25"
5247,3548708,2020-11-23,"57,05"
3952,3548708,2020-11-24,"57,79"
4137,3548708,2020-11-25,"58,50"
4729,3548708,2020-11-26,"58,85"
4433,3548708,2020-11-27,"59,60"
4618,3548708,2020-11-28,"60,50"
6838,3548708,2020-11-29,"59,52"
7023,3548708,2020-11-30,"62,51"
7208,3548708,2020-12-01,"61,12"
7319,3548708,2020-12-02,"62,45"
6764,3548708,2020-12-03,"62,75"
5876,3548708,2020-12-04,"61,75"
5950,3548708,2020-12-05,"65,20"
6172,3548708,2020-12-06,"65,05"
6394,3548708,2020-12-07,"64,76"
6468,3548708,2020-12-08,"65,63"
5728,3548708,2020-12-09,"64,41"
1103,3548708,2020-12-10,"63,63"
1288,3548708,2020-12-11,"65,21"
1436,3548708,2020-12-12,"66,97"
1621,3548708,2020-12-13,"67,93"
1769,3548708,2020-12-14,"66,59"
437,3548708,2020-12-15,"66,92"
215,3548708,2020-12-16,"68,05"
881,3548708,2020-12-17,"68,18"
585,3548708,2020-12-18,"67,54"
918,3548708,2020-12-19,"66,17"
2990,3548708,2020-12-20,"65,11"
3249,3548708,2020-12-21,"66,86"
3360,3548708,2020-12-22,"67,14"
3619,3548708,2020-12-23,"66,38"
2879,3548708,2020-12-24,"66,14"
2028,3548708,2020-12-25,"64,68"
2176,3548708,2020-12-26,"63,64"
2435,3548708,2020-12-27,"64,66"
2546,3548708,2020-12-28,"64,79"
3804,3548708,2020-12-29,"66,26"
9872,3548708,2020-12-30,"65,04"
8281,3548708,2020-12-31,"65,23"
8688,3548708,2021-01-01,"64,28"
8984,3548708,2021-01-02,"64,51"
8503,3548708,2021-01-03,"65,40"
8207,3548708,2021-01-04,"66,52"
9428,3548708,2021-01-05,"65,01"
9354,3548708,2021-01-06,"66,54"
8577,3548708,2021-01-07,"66,38"
9465,3548708,2021-01-08,"68,21"
8725,3548708,2021-01-09,"66,98"
10131,3548708,2021-01-10,"65,98"
10094,3548708,2021-01-11,"68,36"
9206,3548708,2021-01-12,"71,58"
9909,3548708,2021-01-13,"70,46"
8096,3548708,2021-01-14,"71,52"
9391,3548708,2021-01-15,"70,95"
8429,3548708,2021-01-16,"71,22"
8910,3548708,2021-01-17,"72,48"
8614,3548708,2021-01-18,"71,18"
9502,3548708,2021-01-19,"71,38"
7726,3548708,2021-01-20,"71,97"
10427,3548708,2021-01-21,"72,20"
2620,3548708,2021-01-22,"71,64"
2139,3548708,2021-01-23,"70,78"
3582,3548708,2021-01-24,"70,42"
2953,3548708,2021-01-25,"68,61"
400,3548708,2021-01-26,"69,11"
1695,3548708,2021-01-27,"67,00"
1214,3548708,2021-01-28,"68,23"
6616,3548708,2021-01-29,"67,87"
6135,3548708,2021-01-30,"67,53"
7504,3548708,2021-01-31,"66,44"
