,cod_ibge,data,ocupacao_leitos
4,3510609,2020-10-08,"41,91"
8995,3510609,2020-10-09,"41,21"
10216,3510609,2020-10-10,"41,42"
9587,3510609,2020-10-11,"40,49"
9106,3510609,2020-10-12,"40,49"
10438,3510609,2020-10-13,"42,43"
7848,3510609,2020-10-14,"41,39"
9624,3510609,2020-10-15,"40,20"
8514,3510609,2020-10-16,"38,83"
10549,3510609,2020-10-17,"41,27"
9032,3510609,2020-10-18,"41,36"
9291,3510609,2020-10-19,"40,48"
2742,3510609,2020-10-20,"39,88"
2446,3510609,2020-10-21,"39,74"
2187,3510609,2020-10-22,"39,66"
2335,3510609,2020-10-23,"39,17"
3630,3510609,2020-10-24,"39,45"
3741,3510609,2020-10-25,"40,59"
3038,3510609,2020-10-26,"40,12"
1891,3510609,2020-10-27,"41,33"
596,3510609,2020-10-28,"41,03"
263,3510609,2020-10-29,"41,42"
41,3510609,2020-10-30,"41,46"
1706,3510609,2020-10-31,"42,41"
1447,3510609,2020-11-01,"42,12"
1225,3510609,2020-11-02,"43,18"
3815,3510609,2020-11-03,"43,32"
6479,3510609,2020-11-04,"43,94"
6220,3510609,2020-11-05,"44,54"
5961,3510609,2020-11-06,"44,11"
7145,3510609,2020-11-07,"45,62"
7330,3510609,2020-11-08,"42,53"
7108,3510609,2020-11-09,"45,41"
6849,3510609,2020-11-10,"46,44"
4629,3510609,2020-11-11,"46,09"
4370,3510609,2020-11-12,"46,83"
4148,3510609,2020-11-13,"47,43"
3889,3510609,2020-11-14,"49,29"
5517,3510609,2020-11-15,"50,13"
5332,3510609,2020-11-16,"51,42"
5036,3510609,2020-11-17,"52,97"
7663,3510609,2020-11-18,"55,06"
4962,3510609,2020-11-19,"56,55"
5110,3510609,2020-11-20,"56,79"
5295,3510609,2020-11-21,"56,67"
5480,3510609,2020-11-22,"57,25"
5221,3510609,2020-11-23,"57,05"
3926,3510609,2020-11-24,"57,79"
4111,3510609,2020-11-25,"58,50"
4703,3510609,2020-11-26,"58,85"
4407,3510609,2020-11-27,"59,60"
4592,3510609,2020-11-28,"60,50"
6812,3510609,2020-11-29,"59,52"
6997,3510609,2020-11-30,"62,51"
7182,3510609,2020-12-01,"61,12"
7293,3510609,2020-12-02,"62,45"
6738,3510609,2020-12-03,"62,75"
5850,3510609,2020-12-04,"61,75"
5924,3510609,2020-12-05,"65,20"
6146,3510609,2020-12-06,"65,05"
6368,3510609,2020-12-07,"64,76"
6442,3510609,2020-12-08,"65,63"
5702,3510609,2020-12-09,"64,41"
1077,3510609,2020-12-10,"63,63"
1262,3510609,2020-12-11,"65,21"
1410,3510609,2020-12-12,"66,97"
1595,3510609,2020-12-13,"67,93"
1743,3510609,2020-12-14,"66,59"
411,3510609,2020-12-15,"66,92"
189,3510609,2020-12-16,"68,05"
855,3510609,2020-12-17,"68,18"
559,3510609,2020-12-18,"67,54"
892,3510609,2020-12-19,"66,17"
2964,3510609,2020-12-20,"65,11"
3223,3510609,2020-12-21,"66,86"
3334,3510609,2020-12-22,"67,14"
3593,3510609,2020-12-23,"66,38"
2853,3510609,2020-12-24,"66,14"
2002,3510609,2020-12-25,"64,68"
2150,3510609,2020-12-26,"63,64"
2409,3510609,2020-12-27,"64,66"
2520,3510609,2020-12-28,"64,79"
3778,3510609,2020-12-29,"66,26"
9846,3510609,2020-12-30,"65,04"
8255,3510609,2020-12-31,"65,23"
8662,3510609,2021-01-01,"64,28"
8958,3510609,2021-01-02,"64,51"
8477,3510609,2021-01-03,"65,40"
8181,3510609,2021-01-04,"66,52"
9402,3510609,2021-01-05,"65,01"
9328,3510609,2021-01-06,"66,54"
8551,3510609,2021-01-07,"66,38"
9439,3510609,2021-01-08,"68,21"
8699,3510609,2021-01-09,"66,98"
10105,3510609,2021-01-10,"65,98"
10068,3510609,2021-01-11,"68,36"
9180,3510609,2021-01-12,"71,58"
9883,3510609,2021-01-13,"70,46"
8070,3510609,2021-01-14,"71,52"
9365,3510609,2021-01-15,"70,95"
8403,3510609,2021-01-16,"71,22"
8884,3510609,2021-01-17,"72,48"
8588,3510609,2021-01-18,"71,18"
9476,3510609,2021-01-19,"71,38"
7700,3510609,2021-01-20,"71,97"
10401,3510609,2021-01-21,"72,20"
2594,3510609,2021-01-22,"71,64"
2113,3510609,2021-01-23,"70,78"
3556,3510609,2021-01-24,"70,42"
2927,3510609,2021-01-25,"68,61"
374,3510609,2021-01-26,"69,11"
1669,3510609,2021-01-27,"67,00"
1188,3510609,2021-01-28,"68,23"
6590,3510609,2021-01-29,"67,87"
6109,3510609,2021-01-30,"67,53"
7478,3510609,2021-01-31,"66,44"
6960,3510609,2021-02-01,"66,40"
4481,3510609,2021-02-02,"66,03"
4000,3510609,2021-02-03,"66,46"
5443,3510609,2021-02-04,"65,41"
4999,3510609,2021-02-05,"66,25"
