,cod_ibge,data,ocupacao_leitos
65756,3532009,2020-10-08,"40,90"
65879,3532009,2020-10-09,"38,97"
66084,3532009,2020-10-10,"38,69"
66289,3532009,2020-10-11,"35,93"
66412,3532009,2020-10-12,"36,48"
66658,3532009,2020-10-13,"38,02"
66740,3532009,2020-10-14,"38,54"
64567,3532009,2020-10-15,"37,90"
64772,3532009,2020-10-16,"35,01"
65018,3532009,2020-10-17,"37,52"
65223,3532009,2020-10-18,"37,57"
65469,3532009,2020-10-19,"35,81"
66863,3532009,2020-10-20,"34,04"
67150,3532009,2020-10-21,"34,33"
67724,3532009,2020-10-22,"34,22"
67642,3532009,2020-10-23,"33,64"
67683,3532009,2020-10-24,"34,62"
67519,3532009,2020-10-25,"34,45"
60590,3532009,2020-10-26,"33,76"
60754,3532009,2020-10-27,"32,22"
60918,3532009,2020-10-28,"31,37"
61164,3532009,2020-10-29,"30,13"
61328,3532009,2020-10-30,"30,95"
64485,3532009,2020-10-31,"33,65"
61656,3532009,2020-11-01,"31,46"
60426,3532009,2020-11-02,"34,57"
59442,3532009,2020-11-03,"33,94"
59606,3532009,2020-11-04,"33,98"
59852,3532009,2020-11-05,"32,30"
60016,3532009,2020-11-06,"35,27"
60221,3532009,2020-11-07,"34,56"
61738,3532009,2020-11-08,"36,47"
64403,3532009,2020-11-09,"36,91"
63419,3532009,2020-11-10,"35,33"
63583,3532009,2020-11-11,"37,60"
63747,3532009,2020-11-12,"33,00"
63911,3532009,2020-11-13,"32,61"
64198,3532009,2020-11-14,"32,48"
64362,3532009,2020-11-15,"32,06"
62435,3532009,2020-11-16,"33,67"
62066,3532009,2020-11-17,"35,09"
62230,3532009,2020-11-18,"38,15"
62353,3532009,2020-11-19,"38,39"
62558,3532009,2020-11-20,"38,49"
62763,3532009,2020-11-21,"40,04"
62886,3532009,2020-11-22,"42,45"
66904,3532009,2020-11-23,"42,78"
62927,3532009,2020-11-24,"40,82"
62804,3532009,2020-11-25,"42,57"
62599,3532009,2020-11-26,"43,45"
63050,3532009,2020-11-27,"46,79"
62312,3532009,2020-11-28,"47,50"
62107,3532009,2020-11-29,"47,60"
61943,3532009,2020-11-30,"50,09"
63173,3532009,2020-12-01,"51,03"
64239,3532009,2020-12-02,"56,59"
64116,3532009,2020-12-03,"57,58"
63952,3532009,2020-12-04,"58,27"
63788,3532009,2020-12-05,"61,19"
63665,3532009,2020-12-06,"60,19"
63501,3532009,2020-12-07,"63,10"
63337,3532009,2020-12-08,"61,50"
61861,3532009,2020-12-09,"62,30"
60262,3532009,2020-12-10,"64,57"
60098,3532009,2020-12-11,"65,34"
59934,3532009,2020-12-12,"66,72"
60385,3532009,2020-12-13,"65,21"
59647,3532009,2020-12-14,"66,61"
59565,3532009,2020-12-15,"67,93"
59401,3532009,2020-12-16,"67,17"
59237,3532009,2020-12-17,"65,56"
61697,3532009,2020-12-18,"65,38"
61574,3532009,2020-12-19,"65,19"
61410,3532009,2020-12-20,"64,12"
61246,3532009,2020-12-21,"64,09"
61082,3532009,2020-12-22,"63,17"
60959,3532009,2020-12-23,"65,49"
60795,3532009,2020-12-24,"65,02"
60631,3532009,2020-12-25,"64,85"
61779,3532009,2020-12-26,"61,80"
66986,3532009,2020-12-27,"66,15"
67232,3532009,2020-12-28,"67,67"
67068,3532009,2020-12-29,"71,07"
67396,3532009,2020-12-30,"68,45"
67355,3532009,2020-12-31,"69,49"
65551,3532009,2021-01-01,"67,38"
65387,3532009,2021-01-02,"65,62"
65264,3532009,2021-01-03,"65,15"
65059,3532009,2021-01-04,"67,21"
64936,3532009,2021-01-05,"68,89"
64813,3532009,2021-01-06,"67,55"
64608,3532009,2021-01-07,"68,89"
65633,3532009,2021-01-08,"68,47"
66781,3532009,2021-01-09,"69,47"
66576,3532009,2021-01-10,"68,82"
66453,3532009,2021-01-11,"69,21"
66822,3532009,2021-01-12,"71,97"
66125,3532009,2021-01-13,"70,70"
65920,3532009,2021-01-14,"69,96"
59196,3532009,2021-01-15,"69,89"
56162,3532009,2021-01-16,"71,51"
57884,3532009,2021-01-17,"69,57"
58335,3532009,2021-01-18,"71,92"
58540,3532009,2021-01-19,"72,74"
58909,3532009,2021-01-20,"70,95"
56531,3532009,2021-01-21,"68,73"
56900,3532009,2021-01-22,"69,92"
57228,3532009,2021-01-23,"68,71"
57597,3532009,2021-01-24,"69,41"
57433,3532009,2021-01-25,"68,82"
56654,3532009,2021-01-26,"69,56"
58745,3532009,2021-01-27,"66,45"
58294,3532009,2021-01-28,"68,96"
56203,3532009,2021-01-29,"70,32"
58007,3532009,2021-01-30,"68,55"
56613,3532009,2021-01-31,"73,04"
57556,3532009,2021-02-01,"71,74"
56982,3532009,2021-02-02,"72,76"
58827,3532009,2021-02-03,"73,09"
58253,3532009,2021-02-04,"72,72"
57146,3532009,2021-02-05,"71,09"
58663,3532009,2021-02-06,"72,78"
56859,3532009,2021-02-07,"73,81"
57474,3532009,2021-02-08,"72,70"
57966,3532009,2021-02-09,"69,38"
56490,3532009,2021-02-10,"70,84"
58622,3532009,2021-02-11,"70,54"
56777,3532009,2021-02-12,"67,02"
57638,3532009,2021-02-13,"67,63"
57351,3532009,2021-02-14,"66,58"
56818,3532009,2021-02-15,"69,03"
58991,3532009,2021-02-16,"70,88"
58704,3532009,2021-02-17,"71,13"
58212,3532009,2021-02-18,"69,27"
56408,3532009,2021-02-19,"71,32"
56285,3532009,2021-02-20,"70,84"
58089,3532009,2021-02-21,"72,51"
58458,3532009,2021-02-22,"72,38"
58950,3532009,2021-02-23,"74,12"
56736,3532009,2021-02-24,"76,31"
57310,3532009,2021-02-25,"76,61"
56449,3532009,2021-02-26,"77,27"
57023,3532009,2021-02-27,"76,47"
58868,3532009,2021-02-28,"79,65"
58048,3532009,2021-03-01,"80,07"
