,cod_ibge,data,ocupacao_leitos
28472,3546504,2020-10-08,"39,84"
28352,3546504,2020-10-09,"37,40"
28208,3546504,2020-10-10,"35,77"
28040,3546504,2020-10-11,"39,68"
27872,3546504,2020-10-12,"35,48"
28784,3546504,2020-10-13,"33,33"
28856,3546504,2020-10-14,"29,27"
26528,3546504,2020-10-15,"28,46"
26720,3546504,2020-10-16,"27,87"
26840,3546504,2020-10-17,"27,87"
26096,3546504,2020-10-18,"26,23"
26288,3546504,2020-10-19,"30,33"
27392,3546504,2020-10-20,"27,05"
27536,3546504,2020-10-21,"30,33"
26048,3546504,2020-10-22,"28,69"
26984,3546504,2020-10-23,"25,41"
27128,3546504,2020-10-24,"26,23"
26792,3546504,2020-10-25,"29,75"
27152,3546504,2020-10-26,"26,23"
27704,3546504,2020-10-27,"30,25"
27512,3546504,2020-10-28,"29,41"
27752,3546504,2020-10-29,"30,00"
26216,3546504,2020-10-30,"30,43"
26768,3546504,2020-10-31,"26,96"
26888,3546504,2020-11-01,"29,06"
28640,3546504,2020-11-02,"31,93"
27944,3546504,2020-11-03,"35,34"
28184,3546504,2020-11-04,"36,21"
28424,3546504,2020-11-05,"40,17"
28280,3546504,2020-11-06,"39,32"
28760,3546504,2020-11-07,"33,33"
26744,3546504,2020-11-08,"35,54"
26864,3546504,2020-11-09,"34,15"
27056,3546504,2020-11-10,"35,20"
27296,3546504,2020-11-11,"33,87"
27728,3546504,2020-11-12,"30,40"
26312,3546504,2020-11-13,"28,80"
26456,3546504,2020-11-14,"29,84"
26576,3546504,2020-11-15,"31,45"
28544,3546504,2020-11-16,"32,79"
28520,3546504,2020-11-17,"34,15"
22112,3546504,2020-11-18,"33,33"
22736,3546504,2020-11-19,"33,61"
22472,3546504,2020-11-20,"31,40"
22256,3546504,2020-11-21,"33,06"
22448,3546504,2020-11-22,"32,50"
22328,3546504,2020-11-23,"34,15"
22424,3546504,2020-11-24,"34,71"
22928,3546504,2020-11-25,"30,58"
22808,3546504,2020-11-26,"29,27"
22592,3546504,2020-11-27,"28,33"
22280,3546504,2020-11-28,"29,66"
25184,3546504,2020-11-29,"33,33"
25064,3546504,2020-11-30,"34,45"
24968,3546504,2020-12-01,"35,83"
24896,3546504,2020-12-02,"35,83"
24752,3546504,2020-12-03,"35,54"
24680,3546504,2020-12-04,"36,07"
24608,3546504,2020-12-05,"34,71"
25280,3546504,2020-12-06,"35,83"
25928,3546504,2020-12-07,"35,29"
25856,3546504,2020-12-08,"34,43"
22976,3546504,2020-12-09,"34,43"
25688,3546504,2020-12-10,"34,43"
25568,3546504,2020-12-11,"30,33"
25472,3546504,2020-12-12,"30,58"
25400,3546504,2020-12-13,"32,50"
24488,3546504,2020-12-14,"33,33"
23648,3546504,2020-12-15,"36,67"
23552,3546504,2020-12-16,"37,82"
26000,3546504,2020-12-17,"34,71"
23360,3546504,2020-12-18,"34,17"
23312,3546504,2020-12-19,"35,83"
23192,3546504,2020-12-20,"31,40"
23096,3546504,2020-12-21,"32,50"
23696,3546504,2020-12-22,"35,83"
24320,3546504,2020-12-23,"38,33"
24272,3546504,2020-12-24,"37,82"
24200,3546504,2020-12-25,"32,79"
24104,3546504,2020-12-26,"37,90"
24008,3546504,2020-12-27,"40,98"
23936,3546504,2020-12-28,"42,62"
23792,3546504,2020-12-29,"43,55"
23840,3546504,2020-12-30,"43,65"
24440,3546504,2020-12-31,"44,88"
24392,3546504,2021-01-01,"42,52"
23024,3546504,2021-01-02,"42,28"
23384,3546504,2021-01-03,"43,09"
23600,3546504,2021-01-04,"42,40"
24512,3546504,2021-01-05,"46,46"
25520,3546504,2021-01-06,"46,88"
25784,3546504,2021-01-07,"46,88"
25616,3546504,2021-01-08,"48,82"
24704,3546504,2021-01-09,"49,61"
24992,3546504,2021-01-10,"43,41"
25136,3546504,2021-01-11,"40,94"
22904,3546504,2021-01-12,"48,03"
22304,3546504,2021-01-13,"48,44"
22376,3546504,2021-01-14,"51,18"
22664,3546504,2021-01-15,"53,97"
22880,3546504,2021-01-16,"51,59"
25232,3546504,2021-01-17,"56,69"
24848,3546504,2021-01-18,"61,42"
25304,3546504,2021-01-19,"57,81"
23120,3546504,2021-01-20,"57,69"
23888,3546504,2021-01-21,"61,24"
23960,3546504,2021-01-22,"67,18"
24176,3546504,2021-01-23,"64,12"
23720,3546504,2021-01-24,"59,44"
23288,3546504,2021-01-25,"60,00"
23528,3546504,2021-01-26,"62,04"
25376,3546504,2021-01-27,"64,08"
25976,3546504,2021-01-28,"65,94"
25832,3546504,2021-01-29,"69,23"
24584,3546504,2021-01-30,"71,43"
25208,3546504,2021-01-31,"78,79"
25160,3546504,2021-02-01,"86,92"
22544,3546504,2021-02-02,"86,72"
22400,3546504,2021-02-03,"88,37"
22784,3546504,2021-02-04,"93,85"
22232,3546504,2021-02-05,"94,66"
28616,3546504,2021-02-06,"95,49"
26912,3546504,2021-02-07,"93,48"
28568,3546504,2021-02-08,"90,85"
26504,3546504,2021-02-09,"90,26"
28256,3546504,2021-02-10,"91,61"
28592,3546504,2021-02-11,"93,55"
26144,3546504,2021-02-12,"89,61"
27104,3546504,2021-02-13,"83,13"
27200,3546504,2021-02-14,"80,75"
27608,3546504,2021-02-15,"86,88"
26192,3546504,2021-02-16,"83,54"
26696,3546504,2021-02-17,"79,41"
28712,3546504,2021-02-18,"90,24"
28136,3546504,2021-02-19,"92,07"
28448,3546504,2021-02-20,"91,36"
27968,3546504,2021-02-21,"84,97"
28880,3546504,2021-02-22,"89,09"
26816,3546504,2021-02-23,"91,62"
26336,3546504,2021-02-24,"91,67"
27320,3546504,2021-02-25,"91,86"
27248,3546504,2021-02-26,"91,38"
