,cod_ibge,data,ocupacao_leitos
133650,3515608,2020-10-08,"57,43"
141326,3515608,2020-10-09,"59,59"
139407,3515608,2020-10-10,"59,95"
132034,3515608,2020-10-11,"55,76"
152133,3515608,2020-10-12,"54,55"
152032,3515608,2020-10-13,"52,14"
145063,3515608,2020-10-14,"51,13"
142538,3515608,2020-10-15,"48,53"
150214,3515608,2020-10-16,"49,19"
148295,3515608,2020-10-17,"49,07"
149406,3515608,2020-10-18,"51,16"
144760,3515608,2020-10-19,"48,51"
156981,3515608,2020-10-20,"52,63"
156678,3515608,2020-10-21,"54,52"
133145,3515608,2020-10-22,"52,70"
140316,3515608,2020-10-23,"50,37"
151224,3515608,2020-10-24,"52,72"
136579,3515608,2020-10-25,"51,49"
132337,3515608,2020-10-26,"50,37"
153648,3515608,2020-10-27,"50,62"
144457,3515608,2020-10-28,"49,13"
148093,3515608,2020-10-29,"47,89"
150820,3515608,2020-10-30,"45,77"
144356,3515608,2020-10-31,"45,36"
152840,3515608,2020-11-01,"43,56"
129610,3515608,2020-11-02,"43,80"
130216,3515608,2020-11-03,"46,42"
141831,3515608,2020-11-04,"46,83"
137488,3515608,2020-11-05,"42,22"
136175,3515608,2020-11-06,"41,08"
137387,3515608,2020-11-07,"42,43"
134054,3515608,2020-11-08,"40,92"
135266,3515608,2020-11-09,"39,46"
140619,3515608,2020-11-10,"38,74"
141730,3515608,2020-11-11,"40,38"
138700,3515608,2020-11-12,"37,91"
133549,3515608,2020-11-13,"37,40"
132943,3515608,2020-11-14,"37,95"
132236,3515608,2020-11-15,"34,07"
130721,3515608,2020-11-16,"32,78"
130519,3515608,2020-11-17,"33,24"
155062,3515608,2020-11-18,"31,58"
154254,3515608,2020-11-19,"34,44"
154456,3515608,2020-11-20,"33,33"
152739,3515608,2020-11-21,"32,88"
156779,3515608,2020-11-22,"36,81"
151325,3515608,2020-11-23,"38,92"
145265,3515608,2020-11-24,"38,74"
146376,3515608,2020-11-25,"41,46"
143043,3515608,2020-11-26,"40,39"
146477,3515608,2020-11-27,"42,11"
149709,3515608,2020-11-28,"44,60"
150719,3515608,2020-11-29,"40,11"
147487,3515608,2020-11-30,"44,32"
148396,3515608,2020-12-01,"48,37"
146982,3515608,2020-12-02,"47,41"
149810,3515608,2020-12-03,"49,18"
143851,3515608,2020-12-04,"51,64"
143144,3515608,2020-12-05,"52,59"
145366,3515608,2020-12-06,"48,23"
155769,3515608,2020-12-07,"47,96"
155264,3515608,2020-12-08,"46,05"
153850,3515608,2020-12-09,"53,66"
154658,3515608,2020-12-10,"55,04"
155365,3515608,2020-12-11,"54,22"
132539,3515608,2020-12-12,"54,50"
131933,3515608,2020-12-13,"55,03"
130822,3515608,2020-12-14,"55,08"
138902,3515608,2020-12-15,"57,22"
141629,3515608,2020-12-16,"55,11"
137791,3515608,2020-12-17,"54,69"
135670,3515608,2020-12-18,"53,89"
135973,3515608,2020-12-19,"56,30"
137084,3515608,2020-12-20,"56,37"
135468,3515608,2020-12-21,"53,74"
134458,3515608,2020-12-22,"54,84"
140114,3515608,2020-12-23,"54,03"
140013,3515608,2020-12-24,"52,28"
138195,3515608,2020-12-25,"54,59"
139205,3515608,2020-12-26,"57,26"
129408,3515608,2020-12-27,"57,49"
131125,3515608,2020-12-28,"58,38"
129711,3515608,2020-12-29,"59,35"
133347,3515608,2020-12-30,"58,09"
142033,3515608,2020-12-31,"57,72"
152638,3515608,2021-01-01,"57,57"
156880,3515608,2021-01-02,"54,47"
152941,3515608,2021-01-03,"58,93"
157486,3515608,2021-01-04,"61,33"
155567,3515608,2021-01-05,"64,64"
144558,3515608,2021-01-06,"61,89"
145770,3515608,2021-01-07,"66,30"
142437,3515608,2021-01-08,"67,57"
143548,3515608,2021-01-09,"65,95"
