,cod_ibge,data,ocupacao_leitos
90364,3529005,2020-10-08,"39,38"
84364,3529005,2020-10-09,"38,75"
83224,3529005,2020-10-10,"41,94"
87784,3529005,2020-10-11,"38,51"
86524,3529005,2020-10-12,"35,76"
87424,3529005,2020-10-13,"41,21"
85204,3529005,2020-10-14,"44,72"
88804,3529005,2020-10-15,"44,23"
91084,3529005,2020-10-16,"42,24"
90844,3529005,2020-10-17,"46,58"
91204,3529005,2020-10-18,"44,38"
83404,3529005,2020-10-19,"46,30"
87004,3529005,2020-10-20,"39,13"
86764,3529005,2020-10-21,"35,40"
87364,3529005,2020-10-22,"38,51"
84124,3529005,2020-10-23,"38,51"
89944,3529005,2020-10-24,"36,42"
90184,3529005,2020-10-25,"44,30"
84784,3529005,2020-10-26,"41,98"
87544,3529005,2020-10-27,"42,59"
85804,3529005,2020-10-28,"42,59"
82744,3529005,2020-10-29,"41,36"
89824,3529005,2020-10-30,"41,36"
90064,3529005,2020-10-31,"35,80"
85264,3529005,2020-11-01,"30,25"
85684,3529005,2020-11-02,"29,63"
88024,3529005,2020-11-03,"32,72"
83944,3529005,2020-11-04,"31,68"
88984,3529005,2020-11-05,"32,92"
90604,3529005,2020-11-06,"34,78"
89464,3529005,2020-11-07,"37,89"
89524,3529005,2020-11-08,"37,27"
90904,3529005,2020-11-09,"38,06"
84544,3529005,2020-11-10,"41,29"
85024,3529005,2020-11-11,"38,06"
82804,3529005,2020-11-12,"40,00"
83884,3529005,2020-11-13,"41,29"
87064,3529005,2020-11-14,"40,00"
88084,3529005,2020-11-15,"40,76"
85864,3529005,2020-11-16,"41,29"
86464,3529005,2020-11-17,"37,42"
86284,3529005,2020-11-18,"41,94"
85624,3529005,2020-11-19,"39,35"
87244,3529005,2020-11-20,"38,71"
83644,3529005,2020-11-21,"37,91"
83104,3529005,2020-11-22,"41,94"
85144,3529005,2020-11-23,"42,14"
84244,3529005,2020-11-24,"49,34"
91024,3529005,2020-11-25,"41,83"
89284,3529005,2020-11-26,"40,65"
89104,3529005,2020-11-27,"43,87"
84724,3529005,2020-11-28,"45,81"
88504,3529005,2020-11-29,"45,16"
90424,3529005,2020-11-30,"48,72"
88924,3529005,2020-12-01,"48,39"
88444,3529005,2020-12-02,"51,33"
85384,3529005,2020-12-03,"44,00"
82984,3529005,2020-12-04,"46,45"
83764,3529005,2020-12-05,"48,00"
87124,3529005,2020-12-06,"49,33"
87964,3529005,2020-12-07,"49,33"
86824,3529005,2020-12-08,"50,00"
86584,3529005,2020-12-09,"52,67"
86224,3529005,2020-12-10,"50,63"
88144,3529005,2020-12-11,"53,33"
87304,3529005,2020-12-12,"54,84"
83584,3529005,2020-12-13,"54,84"
82864,3529005,2020-12-14,"54,19"
84904,3529005,2020-12-15,"58,71"
85444,3529005,2020-12-16,"63,87"
88864,3529005,2020-12-17,"61,78"
88624,3529005,2020-12-18,"59,87"
89704,3529005,2020-12-19,"61,15"
90724,3529005,2020-12-20,"59,87"
88744,3529005,2020-12-21,"66,24"
90964,3529005,2020-12-22,"66,24"
89044,3529005,2020-12-23,"66,67"
89404,3529005,2020-12-24,"67,52"
90484,3529005,2020-12-25,"69,23"
84484,3529005,2020-12-26,"65,19"
85084,3529005,2020-12-27,"72,33"
82684,3529005,2020-12-28,"71,25"
83044,3529005,2020-12-29,"71,79"
83704,3529005,2020-12-30,"68,35"
85564,3529005,2020-12-31,"71,34"
87664,3529005,2021-01-01,"70,06"
