,cod_ibge,data,ocupacao_leitos
18283,3523008,2020-10-08,"49,17"
19603,3523008,2020-10-09,"50,40"
14523,3523008,2020-10-10,"55,46"
13963,3523008,2020-10-11,"52,03"
15243,3523008,2020-10-12,"53,33"
14883,3523008,2020-10-13,"52,14"
12363,3523008,2020-10-14,"53,85"
20523,3523008,2020-10-15,"52,14"
20043,3523008,2020-10-16,"51,28"
18403,3523008,2020-10-17,"50,43"
16403,3523008,2020-10-18,"48,70"
17883,3523008,2020-10-19,"51,30"
18123,3523008,2020-10-20,"49,57"
18483,3523008,2020-10-21,"45,00"
18723,3523008,2020-10-22,"45,69"
16523,3523008,2020-10-23,"45,76"
16323,3523008,2020-10-24,"43,59"
17203,3523008,2020-10-25,"41,53"
19323,3523008,2020-10-26,"41,53"
21403,3523008,2020-10-27,"39,32"
20123,3523008,2020-10-28,"37,61"
19563,3523008,2020-10-29,"41,53"
20803,3523008,2020-10-30,"41,03"
20283,3523008,2020-10-31,"35,90"
11483,3523008,2020-11-01,"38,14"
12443,3523008,2020-11-02,"39,50"
11923,3523008,2020-11-03,"39,17"
11043,3523008,2020-11-04,"39,67"
14803,3523008,2020-11-05,"40,34"
15123,3523008,2020-11-06,"39,50"
15483,3523008,2020-11-07,"37,19"
13323,3523008,2020-11-08,"37,40"
12763,3523008,2020-11-09,"36,07"
13923,3523008,2020-11-10,"38,66"
13883,3523008,2020-11-11,"37,82"
15403,3523008,2020-11-12,"34,45"
10763,3523008,2020-11-13,"37,19"
11683,3523008,2020-11-14,"40,50"
19923,3523008,2020-11-15,"34,96"
17083,3523008,2020-11-16,"36,36"
18603,3523008,2020-11-17,"31,09"
19883,3523008,2020-11-18,"32,17"
19083,3523008,2020-11-19,"35,65"
16203,3523008,2020-11-20,"34,78"
16923,3523008,2020-11-21,"34,21"
21083,3523008,2020-11-22,"36,84"
20443,3523008,2020-11-23,"37,04"
11243,3523008,2020-11-24,"33,91"
11083,3523008,2020-11-25,"31,03"
14363,3523008,2020-11-26,"27,59"
13243,3523008,2020-11-27,"32,17"
14043,3523008,2020-11-28,"33,91"
13843,3523008,2020-11-29,"35,04"
13443,3523008,2020-11-30,"34,78"
12883,3523008,2020-12-01,"33,62"
13203,3523008,2020-12-02,"33,91"
15363,3523008,2020-12-03,"36,75"
15683,3523008,2020-12-04,"40,52"
15883,3523008,2020-12-05,"38,79"
14683,3523008,2020-12-06,"37,72"
14963,3523008,2020-12-07,"41,23"
11003,3523008,2020-12-08,"43,48"
10643,3523008,2020-12-09,"42,61"
12203,3523008,2020-12-10,"39,83"
11843,3523008,2020-12-11,"34,78"
11323,3523008,2020-12-12,"38,60"
11723,3523008,2020-12-13,"38,05"
20403,3523008,2020-12-14,"41,23"
20723,3523008,2020-12-15,"41,59"
19443,3523008,2020-12-16,"42,11"
21043,3523008,2020-12-17,"41,23"
21003,3523008,2020-12-18,"42,98"
21443,3523008,2020-12-19,"48,67"
21483,3523008,2020-12-20,"46,55"
16883,3523008,2020-12-21,"43,48"
17283,3523008,2020-12-22,"45,22"
16163,3523008,2020-12-23,"44,74"
16443,3523008,2020-12-24,"50,43"
17563,3523008,2020-12-25,"51,28"
18803,3523008,2020-12-26,"48,72"
19123,3523008,2020-12-27,"53,39"
17803,3523008,2020-12-28,"59,02"
18323,3523008,2020-12-29,"57,94"
18083,3523008,2020-12-30,"65,52"
18683,3523008,2020-12-31,"67,83"
16723,3523008,2021-01-01,"60,68"
17163,3523008,2021-01-02,"60,68"
21683,3523008,2021-01-03,"61,90"
19363,3523008,2021-01-04,"72,27"
20963,3523008,2021-01-05,"65,04"
11283,3523008,2021-01-06,"57,89"
10723,3523008,2021-01-07,"61,54"
14843,3523008,2021-01-08,"56,80"
15523,3523008,2021-01-09,"60,48"
12803,3523008,2021-01-10,"58,87"
13483,3523008,2021-01-11,"53,23"
15723,3523008,2021-01-12,"57,60"
20323,3523008,2021-01-13,"55,20"
21923,3523008,2021-01-14,"57,76"
19163,3523008,2021-01-15,"53,85"
17323,3523008,2021-01-16,"58,77"
15203,3523008,2021-01-17,"54,40"
15643,3523008,2021-01-18,"50,00"
11523,3523008,2021-01-19,"51,97"
21283,3523008,2021-01-20,"54,40"
19003,3523008,2021-01-21,"65,05"
17763,3523008,2021-01-22,"65,77"
18643,3523008,2021-01-23,"67,59"
16763,3523008,2021-01-24,"68,38"
21163,3523008,2021-01-25,"61,98"
19723,3523008,2021-01-26,"70,87"
15923,3523008,2021-01-27,"58,96"
12403,3523008,2021-01-28,"57,81"
10963,3523008,2021-01-29,"55,04"
14443,3523008,2021-01-30,"57,36"
13283,3523008,2021-01-31,"55,04"
14123,3523008,2021-02-01,"56,25"
13083,3523008,2021-02-02,"55,74"
12483,3523008,2021-02-03,"53,72"
21323,3523008,2021-02-04,"47,01"
17843,3523008,2021-02-05,"50,79"
17003,3523008,2021-02-06,"48,06"
12523,3523008,2021-02-07,"50,39"
13723,3523008,2021-02-08,"49,61"
15323,3523008,2021-02-09,"52,46"
12643,3523008,2021-02-10,"56,90"
12323,3523008,2021-02-11,"59,68"
20683,3523008,2021-02-12,"60,34"
21963,3523008,2021-02-13,"59,48"
17443,3523008,2021-02-14,"56,41"
18963,3523008,2021-02-15,"52,14"
18763,3523008,2021-02-16,"55,56"
