,cod_ibge,data,ocupacao_leitos
65734,3501905,2020-10-08,"40,90"
65857,3501905,2020-10-09,"38,97"
66062,3501905,2020-10-10,"38,69"
66267,3501905,2020-10-11,"35,93"
66390,3501905,2020-10-12,"36,48"
66636,3501905,2020-10-13,"38,02"
66718,3501905,2020-10-14,"38,54"
64545,3501905,2020-10-15,"37,90"
64750,3501905,2020-10-16,"35,01"
64996,3501905,2020-10-17,"37,52"
65201,3501905,2020-10-18,"37,57"
65447,3501905,2020-10-19,"35,81"
66841,3501905,2020-10-20,"34,04"
67128,3501905,2020-10-21,"34,33"
67702,3501905,2020-10-22,"34,22"
67620,3501905,2020-10-23,"33,64"
67661,3501905,2020-10-24,"34,62"
67497,3501905,2020-10-25,"34,45"
60568,3501905,2020-10-26,"33,76"
60732,3501905,2020-10-27,"32,22"
60896,3501905,2020-10-28,"31,37"
61142,3501905,2020-10-29,"30,13"
61306,3501905,2020-10-30,"30,95"
64463,3501905,2020-10-31,"33,65"
61634,3501905,2020-11-01,"31,46"
60404,3501905,2020-11-02,"34,57"
59420,3501905,2020-11-03,"33,94"
59584,3501905,2020-11-04,"33,98"
59830,3501905,2020-11-05,"32,30"
59994,3501905,2020-11-06,"35,27"
60199,3501905,2020-11-07,"34,56"
61716,3501905,2020-11-08,"36,47"
64381,3501905,2020-11-09,"36,91"
63397,3501905,2020-11-10,"35,33"
63561,3501905,2020-11-11,"37,60"
63725,3501905,2020-11-12,"33,00"
63889,3501905,2020-11-13,"32,61"
64176,3501905,2020-11-14,"32,48"
64340,3501905,2020-11-15,"32,06"
62413,3501905,2020-11-16,"33,67"
62044,3501905,2020-11-17,"35,09"
62208,3501905,2020-11-18,"38,15"
62331,3501905,2020-11-19,"38,39"
62536,3501905,2020-11-20,"38,49"
62741,3501905,2020-11-21,"40,04"
62864,3501905,2020-11-22,"42,45"
66882,3501905,2020-11-23,"42,78"
62905,3501905,2020-11-24,"40,82"
62782,3501905,2020-11-25,"42,57"
62577,3501905,2020-11-26,"43,45"
63028,3501905,2020-11-27,"46,79"
62290,3501905,2020-11-28,"47,50"
62085,3501905,2020-11-29,"47,60"
61921,3501905,2020-11-30,"50,09"
63151,3501905,2020-12-01,"51,03"
64217,3501905,2020-12-02,"56,59"
64094,3501905,2020-12-03,"57,58"
63930,3501905,2020-12-04,"58,27"
63766,3501905,2020-12-05,"61,19"
63643,3501905,2020-12-06,"60,19"
63479,3501905,2020-12-07,"63,10"
63315,3501905,2020-12-08,"61,50"
61839,3501905,2020-12-09,"62,30"
60240,3501905,2020-12-10,"64,57"
60076,3501905,2020-12-11,"65,34"
59912,3501905,2020-12-12,"66,72"
60363,3501905,2020-12-13,"65,21"
59625,3501905,2020-12-14,"66,61"
59543,3501905,2020-12-15,"67,93"
59379,3501905,2020-12-16,"67,17"
59215,3501905,2020-12-17,"65,56"
61675,3501905,2020-12-18,"65,38"
61552,3501905,2020-12-19,"65,19"
61388,3501905,2020-12-20,"64,12"
61224,3501905,2020-12-21,"64,09"
61060,3501905,2020-12-22,"63,17"
60937,3501905,2020-12-23,"65,49"
60773,3501905,2020-12-24,"65,02"
60609,3501905,2020-12-25,"64,85"
61757,3501905,2020-12-26,"61,80"
66964,3501905,2020-12-27,"66,15"
67210,3501905,2020-12-28,"67,67"
67046,3501905,2020-12-29,"71,07"
67374,3501905,2020-12-30,"68,45"
67333,3501905,2020-12-31,"69,49"
65529,3501905,2021-01-01,"67,38"
65365,3501905,2021-01-02,"65,62"
65242,3501905,2021-01-03,"65,15"
65037,3501905,2021-01-04,"67,21"
64914,3501905,2021-01-05,"68,89"
64791,3501905,2021-01-06,"67,55"
64586,3501905,2021-01-07,"68,89"
65611,3501905,2021-01-08,"68,47"
66759,3501905,2021-01-09,"69,47"
66554,3501905,2021-01-10,"68,82"
66431,3501905,2021-01-11,"69,21"
66800,3501905,2021-01-12,"71,97"
66103,3501905,2021-01-13,"70,70"
65898,3501905,2021-01-14,"69,96"
59174,3501905,2021-01-15,"69,89"
56140,3501905,2021-01-16,"71,51"
57862,3501905,2021-01-17,"69,57"
58313,3501905,2021-01-18,"71,92"
58518,3501905,2021-01-19,"72,74"
58887,3501905,2021-01-20,"70,95"
56509,3501905,2021-01-21,"68,73"
56878,3501905,2021-01-22,"69,92"
