,cod_ibge,data,ocupacao_leitos
133714,3547650,2020-10-08,"57,43"
141390,3547650,2020-10-09,"59,59"
139471,3547650,2020-10-10,"59,95"
132098,3547650,2020-10-11,"55,76"
152197,3547650,2020-10-12,"54,55"
152096,3547650,2020-10-13,"52,14"
145127,3547650,2020-10-14,"51,13"
142602,3547650,2020-10-15,"48,53"
150278,3547650,2020-10-16,"49,19"
148359,3547650,2020-10-17,"49,07"
149470,3547650,2020-10-18,"51,16"
144824,3547650,2020-10-19,"48,51"
157045,3547650,2020-10-20,"52,63"
156742,3547650,2020-10-21,"54,52"
133209,3547650,2020-10-22,"52,70"
140380,3547650,2020-10-23,"50,37"
151288,3547650,2020-10-24,"52,72"
136643,3547650,2020-10-25,"51,49"
132401,3547650,2020-10-26,"50,37"
153712,3547650,2020-10-27,"50,62"
144521,3547650,2020-10-28,"49,13"
148157,3547650,2020-10-29,"47,89"
150884,3547650,2020-10-30,"45,77"
144420,3547650,2020-10-31,"45,36"
152904,3547650,2020-11-01,"43,56"
129674,3547650,2020-11-02,"43,80"
130280,3547650,2020-11-03,"46,42"
141895,3547650,2020-11-04,"46,83"
137552,3547650,2020-11-05,"42,22"
136239,3547650,2020-11-06,"41,08"
137451,3547650,2020-11-07,"42,43"
134118,3547650,2020-11-08,"40,92"
135330,3547650,2020-11-09,"39,46"
140683,3547650,2020-11-10,"38,74"
141794,3547650,2020-11-11,"40,38"
138764,3547650,2020-11-12,"37,91"
133613,3547650,2020-11-13,"37,40"
133007,3547650,2020-11-14,"37,95"
132300,3547650,2020-11-15,"34,07"
130785,3547650,2020-11-16,"32,78"
130583,3547650,2020-11-17,"33,24"
155126,3547650,2020-11-18,"31,58"
154318,3547650,2020-11-19,"34,44"
154520,3547650,2020-11-20,"33,33"
152803,3547650,2020-11-21,"32,88"
156843,3547650,2020-11-22,"36,81"
151389,3547650,2020-11-23,"38,92"
145329,3547650,2020-11-24,"38,74"
146440,3547650,2020-11-25,"41,46"
143107,3547650,2020-11-26,"40,39"
146541,3547650,2020-11-27,"42,11"
149773,3547650,2020-11-28,"44,60"
150783,3547650,2020-11-29,"40,11"
147551,3547650,2020-11-30,"44,32"
148460,3547650,2020-12-01,"48,37"
147046,3547650,2020-12-02,"47,41"
149874,3547650,2020-12-03,"49,18"
143915,3547650,2020-12-04,"51,64"
143208,3547650,2020-12-05,"52,59"
145430,3547650,2020-12-06,"48,23"
155833,3547650,2020-12-07,"47,96"
155328,3547650,2020-12-08,"46,05"
153914,3547650,2020-12-09,"53,66"
154722,3547650,2020-12-10,"55,04"
155429,3547650,2020-12-11,"54,22"
132603,3547650,2020-12-12,"54,50"
131997,3547650,2020-12-13,"55,03"
130886,3547650,2020-12-14,"55,08"
138966,3547650,2020-12-15,"57,22"
141693,3547650,2020-12-16,"55,11"
137855,3547650,2020-12-17,"54,69"
135734,3547650,2020-12-18,"53,89"
136037,3547650,2020-12-19,"56,30"
137148,3547650,2020-12-20,"56,37"
135532,3547650,2020-12-21,"53,74"
134522,3547650,2020-12-22,"54,84"
140178,3547650,2020-12-23,"54,03"
140077,3547650,2020-12-24,"52,28"
138259,3547650,2020-12-25,"54,59"
139269,3547650,2020-12-26,"57,26"
129472,3547650,2020-12-27,"57,49"
131189,3547650,2020-12-28,"58,38"
129775,3547650,2020-12-29,"59,35"
133411,3547650,2020-12-30,"58,09"
142097,3547650,2020-12-31,"57,72"
152702,3547650,2021-01-01,"57,57"
156944,3547650,2021-01-02,"54,47"
153005,3547650,2021-01-03,"58,93"
157550,3547650,2021-01-04,"61,33"
155631,3547650,2021-01-05,"64,64"
144622,3547650,2021-01-06,"61,89"
145834,3547650,2021-01-07,"66,30"
142501,3547650,2021-01-08,"67,57"
143612,3547650,2021-01-09,"65,95"
149369,3547650,2021-01-10,"66,67"
150581,3547650,2021-01-11,"70,74"
147753,3547650,2021-01-12,"72,83"
148763,3547650,2021-01-13,"72,83"
148561,3547650,2021-01-14,"75,00"
148056,3547650,2021-01-15,"74,80"
147349,3547650,2021-01-16,"74,32"
146945,3547650,2021-01-17,"73,97"
150379,3547650,2021-01-18,"77,24"
149268,3547650,2021-01-19,"73,46"
144016,3547650,2021-01-20,"73,73"
143511,3547650,2021-01-21,"75,40"
142703,3547650,2021-01-22,"72,39"
146137,3547650,2021-01-23,"70,43"
145531,3547650,2021-01-24,"75,20"
144723,3547650,2021-01-25,"73,66"
156136,3547650,2021-01-26,"71,66"
155227,3547650,2021-01-27,"62,44"
157247,3547650,2021-01-28,"59,90"
151490,3547650,2021-01-29,"61,93"
154116,3547650,2021-01-30,"58,38"
153510,3547650,2021-01-31,"59,44"
151591,3547650,2021-02-01,"62,69"
157853,3547650,2021-02-02,"59,39"
156338,3547650,2021-02-03,"58,25"
129977,3547650,2021-02-04,"60,25"
130381,3547650,2021-02-05,"59,60"
132704,3547650,2021-02-06,"59,00"
131593,3547650,2021-02-07,"59,80"
133310,3547650,2021-02-08,"64,91"
139572,3547650,2021-02-09,"66,00"
138865,3547650,2021-02-10,"66,50"
138158,3547650,2021-02-11,"68,25"
141491,3547650,2021-02-12,"68,25"
140279,3547650,2021-02-13,"69,17"
135128,3547650,2021-02-14,"69,10"
134623,3547650,2021-02-15,"70,05"
133815,3547650,2021-02-16,"66,67"
137047,3547650,2021-02-17,"69,92"
137653,3547650,2021-02-18,"67,92"
135835,3547650,2021-02-19,"68,42"
136138,3547650,2021-02-20,"70,43"
136946,3547650,2021-02-21,"70,43"
135431,3547650,2021-02-22,"73,05"
134219,3547650,2021-02-23,"71,43"
135027,3547650,2021-02-24,"72,68"
137956,3547650,2021-02-25,"78,20"
140582,3547650,2021-02-26,"81,20"
139976,3547650,2021-02-27,"81,93"
138461,3547650,2021-02-28,"86,67"
139168,3547650,2021-03-01,"85,64"
129169,3547650,2021-03-02,"84,52"
132805,3547650,2021-03-03,"87,93"
131088,3547650,2021-03-04,"86,24"
129270,3547650,2021-03-05,"89,24"
132906,3547650,2021-03-06,"87,99"
145733,3547650,2021-03-07,"90,05"
157752,3547650,2021-03-08,"90,49"
152298,3547650,2021-03-09,"93,98"
153813,3547650,2021-03-10,"93,26"
154015,3547650,2021-03-11,"93,93"
154621,3547650,2021-03-12,"92,91"
151995,3547650,2021-03-13,"92,24"
157348,3547650,2021-03-14,"91,70"
156035,3547650,2021-03-15,"92,55"
154924,3547650,2021-03-16,"93,68"
145026,3547650,2021-03-17,"94,97"
146036,3547650,2021-03-18,"94,26"
142400,3547650,2021-03-19,"93,28"
143006,3547650,2021-03-20,"94,74"
143713,3547650,2021-03-21,"93,04"
149167,3547650,2021-03-22,"92,53"
149571,3547650,2021-03-23,"95,28"
150682,3547650,2021-03-24,"94,64"
147248,3547650,2021-03-25,"93,75"
147652,3547650,2021-03-26,"93,31"
148258,3547650,2021-03-27,"94,06"
148662,3547650,2021-03-28,"91,77"
147147,3547650,2021-03-29,"92,17"
150985,3547650,2021-03-30,"92,40"
149672,3547650,2021-03-31,"93,69"
146743,3547650,2021-04-01,"92,26"
142804,3547650,2021-04-02,"91,03"
146339,3547650,2021-04-03,"90,85"
144925,3547650,2021-04-04,"92,45"
156540,3547650,2021-04-05,"90,00"
155934,3547650,2021-04-06,"92,96"
157651,3547650,2021-04-07,"91,86"
154217,3547650,2021-04-08,"92,32"
152399,3547650,2021-04-09,"90,98"
153106,3547650,2021-04-10,"91,63"
129371,3547650,2021-04-11,"91,25"
131896,3547650,2021-04-12,"91,29"
129068,3547650,2021-04-13,"89,90"
131391,3547650,2021-04-14,"88,89"
139673,3547650,2021-04-15,"86,07"
138663,3547650,2021-04-16,"86,75"
133512,3547650,2021-04-17,"88,35"
140784,3547650,2021-04-18,"90,28"
134926,3547650,2021-04-19,"83,91"
134017,3547650,2021-04-20,"87,34"
137350,3547650,2021-04-21,"86,02"
136340,3547650,2021-04-22,"86,16"
136744,3547650,2021-04-23,"87,04"
133916,3547650,2021-04-24,"88,56"
135229,3547650,2021-04-25,"85,95"
141289,3547650,2021-04-26,"86,67"
138360,3547650,2021-04-27,"86,05"
