,cod_ibge,data,ocupacao_leitos
65765,3551603,2020-10-08,"40,90"
65888,3551603,2020-10-09,"38,97"
66093,3551603,2020-10-10,"38,69"
66298,3551603,2020-10-11,"35,93"
66421,3551603,2020-10-12,"36,48"
66667,3551603,2020-10-13,"38,02"
66749,3551603,2020-10-14,"38,54"
64576,3551603,2020-10-15,"37,90"
64781,3551603,2020-10-16,"35,01"
65027,3551603,2020-10-17,"37,52"
65232,3551603,2020-10-18,"37,57"
65478,3551603,2020-10-19,"35,81"
66872,3551603,2020-10-20,"34,04"
67159,3551603,2020-10-21,"34,33"
67733,3551603,2020-10-22,"34,22"
67651,3551603,2020-10-23,"33,64"
67692,3551603,2020-10-24,"34,62"
67528,3551603,2020-10-25,"34,45"
60599,3551603,2020-10-26,"33,76"
60763,3551603,2020-10-27,"32,22"
60927,3551603,2020-10-28,"31,37"
61173,3551603,2020-10-29,"30,13"
61337,3551603,2020-10-30,"30,95"
64494,3551603,2020-10-31,"33,65"
61665,3551603,2020-11-01,"31,46"
60435,3551603,2020-11-02,"34,57"
59451,3551603,2020-11-03,"33,94"
59615,3551603,2020-11-04,"33,98"
59861,3551603,2020-11-05,"32,30"
60025,3551603,2020-11-06,"35,27"
60230,3551603,2020-11-07,"34,56"
61747,3551603,2020-11-08,"36,47"
64412,3551603,2020-11-09,"36,91"
63428,3551603,2020-11-10,"35,33"
63592,3551603,2020-11-11,"37,60"
63756,3551603,2020-11-12,"33,00"
63920,3551603,2020-11-13,"32,61"
64207,3551603,2020-11-14,"32,48"
64371,3551603,2020-11-15,"32,06"
62444,3551603,2020-11-16,"33,67"
62075,3551603,2020-11-17,"35,09"
62239,3551603,2020-11-18,"38,15"
62362,3551603,2020-11-19,"38,39"
62567,3551603,2020-11-20,"38,49"
62772,3551603,2020-11-21,"40,04"
62895,3551603,2020-11-22,"42,45"
66913,3551603,2020-11-23,"42,78"
62936,3551603,2020-11-24,"40,82"
62813,3551603,2020-11-25,"42,57"
62608,3551603,2020-11-26,"43,45"
63059,3551603,2020-11-27,"46,79"
62321,3551603,2020-11-28,"47,50"
62116,3551603,2020-11-29,"47,60"
61952,3551603,2020-11-30,"50,09"
63182,3551603,2020-12-01,"51,03"
64248,3551603,2020-12-02,"56,59"
64125,3551603,2020-12-03,"57,58"
63961,3551603,2020-12-04,"58,27"
63797,3551603,2020-12-05,"61,19"
63674,3551603,2020-12-06,"60,19"
63510,3551603,2020-12-07,"63,10"
63346,3551603,2020-12-08,"61,50"
61870,3551603,2020-12-09,"62,30"
60271,3551603,2020-12-10,"64,57"
60107,3551603,2020-12-11,"65,34"
59943,3551603,2020-12-12,"66,72"
60394,3551603,2020-12-13,"65,21"
59656,3551603,2020-12-14,"66,61"
59574,3551603,2020-12-15,"67,93"
59410,3551603,2020-12-16,"67,17"
59246,3551603,2020-12-17,"65,56"
61706,3551603,2020-12-18,"65,38"
61583,3551603,2020-12-19,"65,19"
61419,3551603,2020-12-20,"64,12"
61255,3551603,2020-12-21,"64,09"
61091,3551603,2020-12-22,"63,17"
60968,3551603,2020-12-23,"65,49"
60804,3551603,2020-12-24,"65,02"
60640,3551603,2020-12-25,"64,85"
61788,3551603,2020-12-26,"61,80"
66995,3551603,2020-12-27,"66,15"
67241,3551603,2020-12-28,"67,67"
67077,3551603,2020-12-29,"71,07"
67405,3551603,2020-12-30,"68,45"
67364,3551603,2020-12-31,"69,49"
65560,3551603,2021-01-01,"67,38"
65396,3551603,2021-01-02,"65,62"
65273,3551603,2021-01-03,"65,15"
65068,3551603,2021-01-04,"67,21"
64945,3551603,2021-01-05,"68,89"
64822,3551603,2021-01-06,"67,55"
64617,3551603,2021-01-07,"68,89"
65642,3551603,2021-01-08,"68,47"
66790,3551603,2021-01-09,"69,47"
66585,3551603,2021-01-10,"68,82"
66462,3551603,2021-01-11,"69,21"
66831,3551603,2021-01-12,"71,97"
66134,3551603,2021-01-13,"70,70"
65929,3551603,2021-01-14,"69,96"
59205,3551603,2021-01-15,"69,89"
56171,3551603,2021-01-16,"71,51"
57893,3551603,2021-01-17,"69,57"
58344,3551603,2021-01-18,"71,92"
58549,3551603,2021-01-19,"72,74"
58918,3551603,2021-01-20,"70,95"
56540,3551603,2021-01-21,"68,73"
56909,3551603,2021-01-22,"69,92"
57237,3551603,2021-01-23,"68,71"
57606,3551603,2021-01-24,"69,41"
57442,3551603,2021-01-25,"68,82"
56663,3551603,2021-01-26,"69,56"
58754,3551603,2021-01-27,"66,45"
58303,3551603,2021-01-28,"68,96"
56212,3551603,2021-01-29,"70,32"
