,cod_ibge,data,ocupacao_leitos
90341,3509809,2020-10-08,"39,38"
84341,3509809,2020-10-09,"38,75"
83201,3509809,2020-10-10,"41,94"
87761,3509809,2020-10-11,"38,51"
86501,3509809,2020-10-12,"35,76"
87401,3509809,2020-10-13,"41,21"
85181,3509809,2020-10-14,"44,72"
88781,3509809,2020-10-15,"44,23"
91061,3509809,2020-10-16,"42,24"
90821,3509809,2020-10-17,"46,58"
91181,3509809,2020-10-18,"44,38"
83381,3509809,2020-10-19,"46,30"
86981,3509809,2020-10-20,"39,13"
86741,3509809,2020-10-21,"35,40"
87341,3509809,2020-10-22,"38,51"
84101,3509809,2020-10-23,"38,51"
89921,3509809,2020-10-24,"36,42"
90161,3509809,2020-10-25,"44,30"
84761,3509809,2020-10-26,"41,98"
87521,3509809,2020-10-27,"42,59"
85781,3509809,2020-10-28,"42,59"
82721,3509809,2020-10-29,"41,36"
89801,3509809,2020-10-30,"41,36"
90041,3509809,2020-10-31,"35,80"
85241,3509809,2020-11-01,"30,25"
85661,3509809,2020-11-02,"29,63"
88001,3509809,2020-11-03,"32,72"
83921,3509809,2020-11-04,"31,68"
88961,3509809,2020-11-05,"32,92"
90581,3509809,2020-11-06,"34,78"
89441,3509809,2020-11-07,"37,89"
89501,3509809,2020-11-08,"37,27"
90881,3509809,2020-11-09,"38,06"
84521,3509809,2020-11-10,"41,29"
85001,3509809,2020-11-11,"38,06"
82781,3509809,2020-11-12,"40,00"
83861,3509809,2020-11-13,"41,29"
87041,3509809,2020-11-14,"40,00"
88061,3509809,2020-11-15,"40,76"
85841,3509809,2020-11-16,"41,29"
86441,3509809,2020-11-17,"37,42"
86261,3509809,2020-11-18,"41,94"
85601,3509809,2020-11-19,"39,35"
87221,3509809,2020-11-20,"38,71"
83621,3509809,2020-11-21,"37,91"
83081,3509809,2020-11-22,"41,94"
85121,3509809,2020-11-23,"42,14"
84221,3509809,2020-11-24,"49,34"
91001,3509809,2020-11-25,"41,83"
89261,3509809,2020-11-26,"40,65"
89081,3509809,2020-11-27,"43,87"
84701,3509809,2020-11-28,"45,81"
88481,3509809,2020-11-29,"45,16"
90401,3509809,2020-11-30,"48,72"
88901,3509809,2020-12-01,"48,39"
88421,3509809,2020-12-02,"51,33"
85361,3509809,2020-12-03,"44,00"
82961,3509809,2020-12-04,"46,45"
83741,3509809,2020-12-05,"48,00"
87101,3509809,2020-12-06,"49,33"
87941,3509809,2020-12-07,"49,33"
86801,3509809,2020-12-08,"50,00"
86561,3509809,2020-12-09,"52,67"
86201,3509809,2020-12-10,"50,63"
88121,3509809,2020-12-11,"53,33"
87281,3509809,2020-12-12,"54,84"
83561,3509809,2020-12-13,"54,84"
82841,3509809,2020-12-14,"54,19"
84881,3509809,2020-12-15,"58,71"
85421,3509809,2020-12-16,"63,87"
88841,3509809,2020-12-17,"61,78"
88601,3509809,2020-12-18,"59,87"
89681,3509809,2020-12-19,"61,15"
90701,3509809,2020-12-20,"59,87"
88721,3509809,2020-12-21,"66,24"
90941,3509809,2020-12-22,"66,24"
89021,3509809,2020-12-23,"66,67"
89381,3509809,2020-12-24,"67,52"
90461,3509809,2020-12-25,"69,23"
84461,3509809,2020-12-26,"65,19"
85061,3509809,2020-12-27,"72,33"
82661,3509809,2020-12-28,"71,25"
83021,3509809,2020-12-29,"71,79"
83681,3509809,2020-12-30,"68,35"
85541,3509809,2020-12-31,"71,34"
