,cod_ibge,data,ocupacao_leitos
90378,3540853,2020-10-08,"39,38"
84378,3540853,2020-10-09,"38,75"
83238,3540853,2020-10-10,"41,94"
87798,3540853,2020-10-11,"38,51"
86538,3540853,2020-10-12,"35,76"
87438,3540853,2020-10-13,"41,21"
85218,3540853,2020-10-14,"44,72"
88818,3540853,2020-10-15,"44,23"
91098,3540853,2020-10-16,"42,24"
90858,3540853,2020-10-17,"46,58"
91218,3540853,2020-10-18,"44,38"
83418,3540853,2020-10-19,"46,30"
87018,3540853,2020-10-20,"39,13"
86778,3540853,2020-10-21,"35,40"
87378,3540853,2020-10-22,"38,51"
84138,3540853,2020-10-23,"38,51"
89958,3540853,2020-10-24,"36,42"
90198,3540853,2020-10-25,"44,30"
84798,3540853,2020-10-26,"41,98"
87558,3540853,2020-10-27,"42,59"
85818,3540853,2020-10-28,"42,59"
82758,3540853,2020-10-29,"41,36"
89838,3540853,2020-10-30,"41,36"
90078,3540853,2020-10-31,"35,80"
85278,3540853,2020-11-01,"30,25"
85698,3540853,2020-11-02,"29,63"
88038,3540853,2020-11-03,"32,72"
83958,3540853,2020-11-04,"31,68"
88998,3540853,2020-11-05,"32,92"
90618,3540853,2020-11-06,"34,78"
89478,3540853,2020-11-07,"37,89"
89538,3540853,2020-11-08,"37,27"
90918,3540853,2020-11-09,"38,06"
84558,3540853,2020-11-10,"41,29"
85038,3540853,2020-11-11,"38,06"
82818,3540853,2020-11-12,"40,00"
83898,3540853,2020-11-13,"41,29"
87078,3540853,2020-11-14,"40,00"
88098,3540853,2020-11-15,"40,76"
85878,3540853,2020-11-16,"41,29"
86478,3540853,2020-11-17,"37,42"
86298,3540853,2020-11-18,"41,94"
85638,3540853,2020-11-19,"39,35"
87258,3540853,2020-11-20,"38,71"
83658,3540853,2020-11-21,"37,91"
83118,3540853,2020-11-22,"41,94"
85158,3540853,2020-11-23,"42,14"
84258,3540853,2020-11-24,"49,34"
91038,3540853,2020-11-25,"41,83"
89298,3540853,2020-11-26,"40,65"
89118,3540853,2020-11-27,"43,87"
84738,3540853,2020-11-28,"45,81"
88518,3540853,2020-11-29,"45,16"
90438,3540853,2020-11-30,"48,72"
88938,3540853,2020-12-01,"48,39"
88458,3540853,2020-12-02,"51,33"
85398,3540853,2020-12-03,"44,00"
82998,3540853,2020-12-04,"46,45"
83778,3540853,2020-12-05,"48,00"
87138,3540853,2020-12-06,"49,33"
87978,3540853,2020-12-07,"49,33"
86838,3540853,2020-12-08,"50,00"
86598,3540853,2020-12-09,"52,67"
86238,3540853,2020-12-10,"50,63"
88158,3540853,2020-12-11,"53,33"
87318,3540853,2020-12-12,"54,84"
83598,3540853,2020-12-13,"54,84"
82878,3540853,2020-12-14,"54,19"
84918,3540853,2020-12-15,"58,71"
85458,3540853,2020-12-16,"63,87"
88878,3540853,2020-12-17,"61,78"
88638,3540853,2020-12-18,"59,87"
89718,3540853,2020-12-19,"61,15"
90738,3540853,2020-12-20,"59,87"
88758,3540853,2020-12-21,"66,24"
90978,3540853,2020-12-22,"66,24"
89058,3540853,2020-12-23,"66,67"
89418,3540853,2020-12-24,"67,52"
90498,3540853,2020-12-25,"69,23"
84498,3540853,2020-12-26,"65,19"
85098,3540853,2020-12-27,"72,33"
82698,3540853,2020-12-28,"71,25"
83058,3540853,2020-12-29,"71,79"
83718,3540853,2020-12-30,"68,35"
85578,3540853,2020-12-31,"71,34"
87678,3540853,2021-01-01,"70,06"
86958,3540853,2021-01-02,"75,16"
86058,3540853,2021-01-03,"75,32"
86358,3540853,2021-01-04,"75,95"
88398,3540853,2021-01-05,"76,10"
85998,3540853,2021-01-06,"76,88"
88218,3540853,2021-01-07,"81,01"
88278,3540853,2021-01-08,"79,75"
86898,3540853,2021-01-09,"81,01"
83538,3540853,2021-01-10,"83,23"
83358,3540853,2021-01-11,"82,61"
83298,3540853,2021-01-12,"83,75"
84678,3540853,2021-01-13,"85,71"
84198,3540853,2021-01-14,"85,88"
90258,3540853,2021-01-15,"89,47"
89658,3540853,2021-01-16,"91,81"
90558,3540853,2021-01-17,"90,06"
88578,3540853,2021-01-18,"85,88"
