,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,18217,6838,0,25055,27113,92.40954523660237,51.88402494944604,19.475378086639513
1,ADOLFO,3500204,3554,2207,811,34,3052,2845,107.27592267135324,62.099043331457516,23.77602701181767
2,AGUAÍ,3500303,36648,13668,4170,1,17839,18491,96.47396030501325,37.29535036018336,11.381248635669069
3,ÁGUAS DA PRATA,3500402,8221,3881,1525,56,5462,5810,94.01032702237522,47.2083688115801,19.231237075781536
4,ÁGUAS DE LINDÓIA,3500501,18808,9009,2966,0,11975,13751,87.0845756672242,47.899829859634195,15.769885155253082
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,2822,921,0,3743,4225,88.59171597633136,46.19413979374693,15.076117204125062
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2182,979,20,3181,3175,100.18897637795277,61.97103095711446,28.37262141437092
7,AGUDOS,3500709,37401,16540,5934,224,22698,23236,97.6846273024617,44.22341648619021,16.464800406406248
8,ALAMBARI,3500758,6129,2342,766,0,3108,3311,93.86892177589851,38.21178006200033,12.49796051558166
9,ALFREDO MARCONDES,3500808,4184,2325,964,23,3312,3158,104.87650411652945,55.56883365200764,23.58986615678776
10,ALTAIR,3500907,4186,1513,543,0,2056,2231,92.15598386373823,36.144290492116575,12.971810797897753
11,ALTINÓPOLIS,3501004,16203,7345,2534,104,9983,10485,95.21220791607058,45.33111152255755,16.280935629204468
12,ALTO ALEGRE,3501103,4088,1955,857,0,2812,3019,93.14342497515734,47.82289628180039,20.96379647749511
13,ALUMÍNIO,3501152,18767,6126,1790,0,7916,8842,89.52725627686043,32.64240422017371,9.538018862897639
14,ÁLVARES FLORENCE,3501202,3647,2050,784,33,2867,3352,85.5310262529833,56.21058404167809,22.401974225390735
15,ÁLVARES MACHADO,3501301,24998,10857,3440,143,14440,14600,98.9041095890411,43.43147451796144,14.33314665173214
16,ÁLVARO DE CARVALHO,3501400,5274,1682,527,0,2209,2575,85.7864077669903,31.892301858172168,9.992415623814942
17,ALVINLÂNDIA,3501509,3237,1399,464,0,1863,1912,97.43723849372385,43.21902996601792,14.334260117392647
18,AMERICANA,3501608,242018,103772,32523,1889,138184,147497,93.68597327403269,42.877802477501675,14.21877711575172
19,AMÉRICO BRASILIENSE,3501707,41032,13234,4316,185,17735,20438,86.77463548292397,32.252875804250344,10.969487229479432
20,AMÉRICO DE CAMPOS,3501806,5981,2757,1027,0,3784,4064,93.11023622047244,46.095970573482695,17.171041631834143
21,AMPARO,3501905,72677,34042,11140,372,45554,46194,98.61453868467767,46.840128238644965,15.839949364998555
22,ANALÂNDIA,3502002,5056,2057,661,17,2735,2812,97.26173541963016,40.68433544303797,13.409810126582277
23,ANDRADINA,3502101,57202,26359,9867,0,36226,38249,94.71097283589114,46.08055662389427,17.249396874235167
24,ANGATUBA,3502200,25479,9801,3126,177,13104,14317,91.52755465530488,38.466972801130346,12.963617096432356
25,ANHEMBI,3502309,6819,2683,847,31,3561,3840,92.734375,39.34594515324828,12.875788238744684
26,ANHUMAS,3502408,4144,1836,642,18,2496,2457,101.58730158730158,44.30501930501931,15.926640926640925
27,APARECIDA,3502507,36185,15162,4793,219,20174,20779,97.08840656431975,41.90134033439271,13.851043249965455
28,APARECIDA D'OESTE,3502606,4158,2415,877,36,3328,3189,104.35873314518658,58.080808080808076,21.957671957671955
29,APIAÍ,3502705,24226,10231,3039,50,13320,13974,95.31987977672821,42.231486832328905,12.750763642367705
30,ARAÇARIGUAMA,3502754,22860,6236,1788,0,8024,10140,79.13214990138067,27.279090113735784,7.821522309711286
31,ARAÇATUBA,3502804,198129,87443,32452,0,119895,130517,91.86159657362643,44.13437709774944,16.37922767489868
32,ARAÇOIABA DA SERRA,3502903,34776,11853,3614,0,15467,19557,79.08677199979547,34.08385093167702,10.392224522659305
33,ARAMINA,3503000,5655,2304,801,40,3145,3313,94.92906731059463,40.742705570291776,14.871794871794872
34,ARANDU,3503109,6365,2956,864,56,3876,3794,102.161307327359,46.44147682639434,14.454045561665357
