,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,15370,6802,0,22172,24769,89.51511970608422,43.77545498561704,19.372846116601636
1,ADOLFO,3500204,3554,1856,716,0,2572,2625,97.98095238095237,52.2228474957794,20.14631401238042
2,AGUAÍ,3500303,36648,10702,4058,0,14760,16471,89.61204541315038,29.20213927090155,11.072909845012006
3,ÁGUAS DA PRATA,3500402,8221,3331,1411,0,4742,5310,89.30320150659134,40.51818513562827,17.163362121396425
4,ÁGUAS DE LINDÓIA,3500501,18808,6819,2923,0,9742,12517,77.83015099464728,36.25584857507443,15.541259038706933
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,2040,876,0,2916,3863,75.48537406161014,33.39335406776887,14.339499099688984
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2044,930,0,2974,3009,98.83682286473912,58.05168986083499,26.41295086623118
7,AGUDOS,3500709,37401,12296,5786,0,18082,21042,85.93289611253682,32.87612630678324,15.470174594262184
8,ALAMBARI,3500758,6129,1936,759,0,2695,2965,90.89376053962901,31.58753467123511,12.383749388154675
9,ALFREDO MARCONDES,3500808,4184,2102,960,0,3062,2952,103.72628726287263,50.23900573613766,22.94455066921606
10,ALTAIR,3500907,4186,1204,536,0,1740,1995,87.21804511278195,28.762541806020064,12.804586717630196
11,ALTINÓPOLIS,3501004,16203,5946,2529,0,8475,9535,88.88306240167803,36.6969079800037,15.608220699870396
12,ALTO ALEGRE,3501103,4088,1739,837,0,2576,2765,93.16455696202532,42.53913894324853,20.474559686888455
13,ALUMÍNIO,3501152,18767,4317,1763,0,6080,7642,79.56032452237635,23.003143816273244,9.394149304630469
14,ÁLVARES FLORENCE,3501202,3647,1539,768,0,2307,3098,74.46739832149774,42.19906772689882,21.058404167809158
15,ÁLVARES MACHADO,3501301,24998,8794,3418,0,12212,13106,93.17869678010072,35.178814305144414,13.6730938475078
16,ÁLVARO DE CARVALHO,3501400,5274,1296,520,0,1816,2249,80.74699866607381,24.573378839590443,9.859689040576413
17,ALVINLÂNDIA,3501509,3237,909,451,0,1360,1730,78.61271676300578,28.081556997219646,13.932653691689836
18,AMERICANA,3501608,242018,74988,32158,0,107146,131462,81.50340022211742,30.984472229338312,13.287441429976282
19,AMÉRICO BRASILIENSE,3501707,41032,10045,4261,0,14306,18014,79.41600977017875,24.480892961590953,10.384577890426984
20,AMÉRICO DE CAMPOS,3501806,5981,2317,1019,0,3336,3722,89.62923159591617,38.739341247283065,17.03728473499415
21,AMPARO,3501905,72677,26158,11065,0,37223,41796,89.05876160398124,35.992129559558045,15.224899211580004
22,ANALÂNDIA,3502002,5056,1667,648,0,2315,2524,91.71949286846277,32.97072784810127,12.81645569620253
23,ANDRADINA,3502101,57202,19583,9814,0,29397,34167,86.03916059355518,34.234816964441805,17.156742771231777
24,ANGATUBA,3502200,25479,7404,3094,0,10498,12777,82.1632621116068,29.05922524431885,12.143333725813415
25,ANHEMBI,3502309,6819,2153,804,0,2957,3440,85.9593023255814,31.573544507992374,11.790585129784425
26,ANHUMAS,3502408,4144,1422,614,0,2036,2237,91.01475189986589,34.31467181467182,14.816602316602317
27,APARECIDA,3502507,36185,12216,4751,0,16967,18617,91.1371327281517,33.75984523974022,13.129749896365897
28,APARECIDA D'OESTE,3502606,4158,2195,872,0,3067,2955,103.79018612521152,52.789802789802785,20.971620971620972
29,APIAÍ,3502705,24226,8076,3032,0,11108,12550,88.50996015936255,33.33608519772145,12.515479237183191
30,ARAÇARIGUAMA,3502754,22860,4180,1683,0,5863,8786,66.73116321420441,18.285214348206473,7.362204724409449
31,ARAÇATUBA,3502804,198129,71183,31808,0,102991,117959,87.31084529370375,35.92760272347814,16.054186918623724
32,ARAÇOIABA DA SERRA,3502903,34776,8044,3541,0,11585,17067,67.87953360285933,23.130894870025305,10.182309638831379
33,ARAMINA,3503000,5655,1598,771,0,2369,2959,80.06083136194661,28.25817860300619,13.63395225464191
34,ARANDU,3503109,6365,2347,852,0,3199,3358,95.26503871351996,36.873527101335426,13.385703063629222
35,ARAPEÍ,3503158,2460,841,400,0,1241,1365,90.91575091575092,34.1869918699187,16.260162601626014
36,ARARAQUARA,3503208,238339,79665,38252,0,117917,136116,86.62978635869405,33.425079403706484,16.04940861545949
37,ARARAS,3503307,135506,41406,19098,0,60504,70019,86.41083134577757,30.556580520419764,14.093840863135213
38,ARCO-ÍRIS,3503356,1773,976,548,0,1524,1578,96.57794676806084,55.04794134235759,30.90806542583192
39,AREALVA,3503406,8613,3111,1536,0,4647,5467,85.00091457837937,36.11981887843957,17.833507488679903
40,AREIAS,3503505,3896,994,486,0,1480,2042,72.47796278158668,25.51334702258727,12.474332648870638
41,AREIÓPOLIS,3503604,11158,2986,999,0,3985,4488,88.79233511586453,26.761068291808566,8.953217422477145
42,ARIRANHA,3503703,9761,2874,1301,0,4175,5247,79.56927768248522,29.44370453846942,13.328552402417785
43,ARTUR NOGUEIRA,3503802,55340,14065,5793,0,19858,23486,84.55249936132164,25.415612576797976,10.46801590169859
44,ARUJÁ,3503901,91157,23341,7896,0,31237,39800,78.48492462311557,25.60527441666575,8.661978783856423
45,ASPÁSIA,3503950,1818,831,343,0,1174,1256,93.47133757961782,45.70957095709571,18.866886688668867
46,ASSIS,3504008,105087,41034,15898,0,56932,61745,92.20503684508867,39.04764623597591,15.12841740652983
47,ATIBAIA,3504107,144088,42766,19867,0,62633,80498,77.80690203483316,29.68047304425074,13.788101715618234
48,AURIFLAMA,3504206,15253,5338,2338,0,7676,8871,86.52913989403675,34.99639415197011,15.328132170720515
49,AVAÍ,3504305,5436,1905,1140,0,3045,3546,85.87140439932318,35.04415011037528,20.97130242825607
50,AVANHANDAVA,3504404,13859,3587,1204,0,4791,5278,90.77302008336491,25.88209827548885,8.687495490295115
51,AVARÉ,3504503,91232,30116,13174,0,43290,50209,86.21960206337509,33.010347246580146,14.44010873377762
52,BADY BASSITT,3504602,17761,6182,2341,0,8523,10216,83.42795614722004,34.80659872754913,13.180564157423568
53,BALBINOS,3504701,5934,876,314,0,1190,1969,60.43676993397664,14.762386248736098,5.291540276373441
54,BÁLSAMO,3504800,9139,3713,1532,0,5245,5167,101.50958002709503,40.62807747018273,16.76332202647992
55,BANANAL,3504909,10993,3330,1783,0,5113,6449,79.28360986199411,30.292004002547074,16.219412353315747
56,BARÃO DE ANTONINA,3505005,3498,1441,597,0,2038,2209,92.25894069714803,41.19496855345912,17.066895368782163
57,BARBOSA,3505104,7468,2276,880,0,3156,3635,86.82255845942228,30.476700589180506,11.783610069630424
58,BARIRI,3505203,35558,12335,5184,0,17519,18536,94.51337936987484,34.68980257607289,14.578997693908544
59,BARRA BONITA,3505302,36126,13411,5785,0,19196,20653,92.94533481818623,37.122847810441236,16.01339755300891
60,BARRA DO CHAPÉU,3505351,5760,1702,575,0,2277,2841,80.14783526927138,29.54861111111111,9.98263888888889
61,BARRA DO TURVO,3505401,7632,2512,1546,0,4058,5313,76.37869376999812,32.914046121593294,20.256813417190774
62,BARRETOS,3505500,122833,46844,19998,0,66842,77090,86.70644700998832,38.13633144187637,16.280641195769867
63,BARRINHA,3505609,33180,7678,2534,0,10212,12505,81.66333466613355,23.140446051838456,7.637130801687764
64,BARUERI,3505708,276982,78767,27822,0,106589,129799,82.11850630590375,28.437588002108438,10.044696045230376
65,BASTOS,3505807,20953,8474,2960,0,11434,11490,99.51261966927764,40.4428960053453,14.126855342910325
66,BATATAIS,3505906,62980,20698,8532,0,29230,34835,83.90986077221186,32.86440139726897,13.547157827881867
67,BAURU,3506003,379297,131164,59357,0,190521,233292,81.66632374877835,34.580816616002764,15.649214204172457
68,BEBEDOURO,3506102,77555,26403,11713,0,38116,46996,81.10477487445739,34.044226677841536,15.102830249500354
69,BENTO DE ABREU,3506201,3005,925,353,0,1278,1475,86.64406779661017,30.782029950083196,11.747088186356073
70,BERNARDINO DE CAMPOS,3506300,11158,4315,1977,0,6292,6609,95.20351036465426,38.67180498297186,17.718229073310628
71,BERTIOGA,3506359,64723,15571,5691,0,21262,28292,75.15198642725859,24.0579083169816,8.792855708171746
72,BILAC,3506409,8117,2912,1437,0,4349,4972,87.46983105390184,35.87532339534311,17.703585068375016
73,BIRIGUI,3506508,124883,34901,15187,0,50088,63981,78.28574107938294,27.946958353018424,12.160982679788281
74,BIRITIBA MIRIM,3506607,32936,8886,3178,0,12064,14279,84.48770922333497,26.97959679378188,9.649016273985913
75,BOA ESPERANÇA DO SUL,3506706,15018,4339,1668,0,6007,6781,88.58575431352308,28.891996271141295,11.106671993607671
76,BOCAINA,3506805,12452,4200,1476,0,5676,5710,99.40455341506129,33.7295213620302,11.853517507227755
77,BOFETE,3506904,11921,3197,1475,0,4672,6119,76.35234515443699,26.81821994799094,12.37312306014596
78,BOITUVA,3507001,62170,14642,5978,0,20620,26744,77.1014059228238,23.551552195592727,9.615570210712562
79,BOM JESUS DOS PERDÕES,3507100,25985,6712,2400,0,9112,10864,83.87334315169367,25.830286703867618,9.236097748701173
80,BOM SUCESSO DE ITARARÉ,3507159,3984,918,362,0,1280,1590,80.50314465408806,23.042168674698797,9.086345381526105
81,BORÁ,3507209,838,393,157,0,550,855,64.32748538011695,46.89737470167065,18.73508353221957
82,BORACÉIA,3507308,4868,1585,713,0,2298,2590,88.72586872586872,32.559572719802794,14.646672144617911
83,BORBOREMA,3507407,16164,6017,2225,0,8242,9412,87.56906077348067,37.224696857213566,13.765157139321952
84,BOREBI,3507456,2683,928,311,0,1239,1342,92.32488822652756,34.588147595974654,11.591502049944093
85,BOTUCATU,3507506,148130,117252,24446,0,141698,72915,194.33312761434547,79.15479646256667,16.503071626274217
86,BRAGANÇA PAULISTA,3507605,170533,59149,24210,0,83359,92471,90.14609985833395,34.68478241747931,14.196665747978395
87,BRAÚNA,3507704,5741,1842,881,0,2723,3369,80.82517067379045,32.08500261278523,15.345758578644835
88,BREJO ALEGRE,3507753,2889,932,471,0,1403,1642,85.44457978075518,32.26029768085843,16.303219106957425
89,BRODOWSKI,3507803,25277,5589,3038,0,8627,12843,67.17277894572919,22.11101000909918,12.018831348656882
90,BROTAS,3507902,24636,7458,3107,0,10565,12219,86.46370406743597,30.272771553823674,12.611625263841534
91,BURI,3508009,19965,4590,2047,0,6637,8679,76.471943772324,22.99023290758828,10.252942649636864
92,BURITAMA,3508108,17281,6412,2347,0,8759,9407,93.11151270330605,37.10433423991667,13.581389965858456
93,BURITIZAL,3508207,4514,1717,718,0,2435,2689,90.55410933432503,38.037217545414265,15.906070004430662
94,CABRÁLIA PAULISTA,3508306,4243,1360,618,0,1978,2339,84.56605386917487,32.05279283525807,14.565166156021684
95,CABREÚVA,3508405,50429,9768,4293,0,14061,20294,69.28648861732532,19.369807055464115,8.51295881338119
96,CAÇAPAVA,3508504,95018,25862,12047,0,37909,48369,78.37457875912258,27.21800079984845,12.678650360984234
97,CACHOEIRA PAULISTA,3508603,33581,9453,4621,0,14074,19189,73.34410339256866,28.149846639468745,13.760757571245644
98,CACONDE,3508702,19009,5928,2731,0,8659,10749,80.55633082147176,31.18522804987111,14.366878846862013
99,CAFELÂNDIA,3508801,17843,4786,2624,0,7410,9951,74.46487790171842,26.822843692204223,14.706047189373983
100,CAIABU,3508900,4193,1570,646,0,2216,2534,87.45067087608524,37.443357977581684,15.406630097782017
101,CAIEIRAS,3509007,102775,26471,9618,0,36089,44677,80.77758130581731,25.75626368280224,9.358306981269763
102,CAIUÁ,3509106,5946,1736,856,0,2592,3373,76.84553809664988,29.196098217288935,14.39623276152035
103,CAJAMAR,3509205,77934,18312,6400,0,24712,30598,80.7634485914112,23.496804988836708,8.212076885569841
104,CAJATI,3509254,28494,6868,2877,0,9745,14943,65.21448169711572,24.10331999719239,10.096862497367868
105,CAJOBI,3509304,10596,3532,1521,0,5053,5798,87.15074163504657,33.33333333333333,14.354473386183466
106,CAJURU,3509403,26393,8221,3569,0,11790,13593,86.73581990730523,31.148410563406966,13.522524911908459
107,CAMPINA DO MONTE ALEGRE,3509452,6057,2055,807,0,2862,3380,84.67455621301775,33.92768697374938,13.3234274393264
108,CAMPINAS,3509502,1213792,423507,169521,0,593028,665440,89.11817744650156,34.89123342384857,13.966231446574042
109,CAMPO LIMPO PAULISTA,3509601,85541,21666,8431,0,30097,38982,77.2074290698271,25.32820518815539,9.856092400135609
110,CAMPOS DO JORDÃO,3509700,52405,13048,5723,0,18771,24676,76.06986545631382,24.89838755843908,10.920713672359508
111,CAMPOS NOVOS PAULISTA,3509809,4997,1863,677,0,2540,2549,99.64692036092585,37.282369421652994,13.548128877326397
112,CANANÉIA,3509908,12541,3919,1629,0,5548,7445,74.51981195433177,31.24950163463839,12.989394785104857
113,CANAS,3509957,5204,1196,468,0,1664,2164,76.89463955637707,22.982321291314374,8.993082244427363
114,CÂNDIDO MOTA,3510005,31346,12384,4096,0,16480,17257,95.49747928376891,39.507433165316144,13.067057997830664
115,CÂNDIDO RODRIGUES,3510104,2799,1320,607,0,1927,1980,97.32323232323232,47.159699892818864,21.68631654162201
116,CANITAR,3510153,5292,1552,464,0,2016,2237,90.12069736253912,29.327286470143616,8.767951625094481
117,CAPÃO BONITO,3510203,47118,13885,5140,0,19025,22245,85.52483704203192,29.468568275393693,10.908782206375482
118,CAPELA DO ALTO,3510302,20985,5129,2052,0,7181,9074,79.13819704650649,24.441267572075294,9.77841315225161
119,CAPIVARI,3510401,56379,13681,5873,0,19554,25607,76.36193228414105,24.266127458805585,10.41699923730467
120,CARAGUATATUBA,3510500,123389,41306,14042,0,55348,68405,80.91221401944301,33.47624180437479,11.380268905656097
121,CARAPICUÍBA,3510609,403183,100218,34097,0,134315,171148,78.47886040152383,24.856702787567926,8.456953790214369
122,CARDOSO,3510708,12349,4359,2075,0,6434,7753,82.98723074938734,35.29840472912787,16.802979998380437
123,CASA BRANCA,3510807,30520,8487,4140,0,12627,17753,71.12600687207797,27.807994757536044,13.564875491480995
124,CÁSSIA DOS COQUEIROS,3510906,2505,1086,443,0,1529,1716,89.1025641025641,43.35329341317365,17.684630738522955
125,CASTILHO,3511003,21267,6558,3318,0,9876,12019,82.16989766203511,30.836507264776415,15.601636337988435
126,CATANDUVA,3511102,122497,47230,21639,0,68869,78026,88.26416835413836,38.55604627052091,17.664922406263013
127,CATIGUÁ,3511201,7855,2962,972,0,3934,3809,103.28170123391966,37.7084659452578,12.374283895607894
128,CEDRAL,3511300,9346,4202,1741,0,5943,6077,97.79496462070101,44.960410870960835,18.62829017761609
129,CERQUEIRA CÉSAR,3511409,20191,7043,2574,0,9617,10378,92.66718057429178,34.88187806448418,12.74825417265118
130,CERQUILHO,3511508,49802,14432,5253,0,19685,22689,86.76010401516153,28.9787558732581,10.547769165896952
131,CESÁRIO LANGE,3511607,18375,5351,1895,0,7246,8205,88.31200487507618,29.121088435374148,10.312925170068027
132,CHARQUEADA,3511706,17367,4750,1946,0,6696,7753,86.36656778021411,27.350722634882246,11.20515920999597
133,CLEMENTINA,3511904,8757,2322,876,0,3198,3563,89.75582374403592,26.515930113052416,10.00342583076396
134,COLINA,3512001,18535,6163,2634,0,8797,9844,89.36407964242179,33.25060695980577,14.210952252495279
135,COLÔMBIA,3512100,6216,2170,890,0,3060,3364,90.96313912009512,34.909909909909906,14.317889317889318
136,CONCHAL,3512209,28273,7503,2798,0,10301,12390,83.13962873284908,26.53768613164503,9.896367559155378
137,CONCHAS,3512308,18019,6103,2563,0,8666,9328,92.90308747855917,33.869804095676784,14.223874798823463
138,CORDEIRÓPOLIS,3512407,24826,6996,3192,0,10188,13201,77.17597151730929,28.180133730766133,12.857488117296384
139,COROADOS,3512506,6129,2130,730,0,2860,2997,95.42876209542877,34.75281448849731,11.910589003100016
140,CORONEL MACEDO,3512605,4635,1880,700,0,2580,2744,94.02332361516035,40.56094929881338,15.102481121898597
141,CORUMBATAÍ,3512704,4064,1341,563,0,1904,2161,88.10735770476632,32.99704724409449,13.853346456692913
142,COSMÓPOLIS,3512803,73474,14730,6024,0,20754,27589,75.22563340461778,20.04790810354683,8.198818629719357
143,COSMORAMA,3512902,7298,3355,1333,0,4688,5120,91.5625,45.9714990408331,18.26527815839956
144,COTIA,3513009,253608,68064,22535,0,90599,113770,79.63347103805924,26.838270086117156,8.885760701555157
145,CRAVINHOS,3513108,35579,9338,3903,0,13241,17108,77.39653963058218,26.245819162989402,10.969954186458304
146,CRISTAIS PAULISTA,3513207,8718,2495,1074,0,3569,4278,83.42683496961197,28.618949300298237,12.31933929800413
147,CRUZÁLIA,3513306,2046,967,382,0,1349,1413,95.47062986553433,47.26295210166178,18.670576735092865
148,CRUZEIRO,3513405,82571,21409,10145,0,31554,42255,74.6751863684771,25.92798924561892,12.28639595015199
