,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,17125,6829,0,23954,24769,96.70959667326093,48.77388852496369,19.449745094130044
1,ADOLFO,3500204,3554,2140,737,0,2877,2625,109.60000000000001,60.21384355655599,20.737197523916713
2,AGUAÍ,3500303,36648,12554,4138,0,16692,16471,101.34175217048144,34.2556210434403,11.291202794149749
3,ÁGUAS DA PRATA,3500402,8221,3701,1510,0,5211,5310,98.13559322033898,45.01885415399586,18.367595183067753
4,ÁGUAS DE LINDÓIA,3500501,18808,8067,2939,0,11006,12517,87.92841735240073,42.891322841344106,15.626329221607826
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,2581,917,0,3498,3863,90.55138493398913,42.24914061221149,15.010640039286299
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2151,979,0,3130,3009,104.02126952475905,61.090599261573416,27.804600965634762
7,AGUDOS,3500709,37401,15570,5851,0,21421,21042,101.80115958559072,41.629902943771555,15.643966738857248
8,ALAMBARI,3500758,6129,2176,759,0,2935,2965,98.98819561551433,35.503344754446076,12.383749388154675
9,ALFREDO MARCONDES,3500808,4184,2283,963,0,3246,2952,109.95934959349594,54.56500956022945,23.016252390057364
10,ALTAIR,3500907,4186,1411,537,0,1948,1995,97.64411027568923,33.707596751075016,12.828475871954135
11,ALTINÓPOLIS,3501004,16203,6840,2532,0,9372,9535,98.29050865233351,42.214404739862985,15.626735789668581
12,ALTO ALEGRE,3501103,4088,1831,851,0,2682,2765,96.99819168173599,44.78962818003914,20.81702544031311
13,ALUMÍNIO,3501152,18767,5278,1790,0,7068,7642,92.48887725726249,28.12383439015293,9.538018862897639
14,ÁLVARES FLORENCE,3501202,3647,1936,773,0,2709,3098,87.44351194318915,53.08472717301892,21.195503153276665
15,ÁLVARES MACHADO,3501301,24998,10164,3428,0,13592,13106,103.70822524034793,40.659252740219216,13.713097047763819
16,ÁLVARO DE CARVALHO,3501400,5274,1632,520,0,2152,2249,95.68697198755002,30.94425483503982,9.859689040576413
17,ALVINLÂNDIA,3501509,3237,1242,459,0,1701,1730,98.32369942196532,38.368860055607044,14.17979610750695
18,AMERICANA,3501608,242018,95333,32405,0,127738,131462,97.16724224490727,39.39087175334066,13.389499954548837
19,AMÉRICO BRASILIENSE,3501707,41032,12034,4290,0,16324,18014,90.61840790496281,29.328329108988104,10.455254435562487
20,AMÉRICO DE CAMPOS,3501806,5981,2583,1019,0,3602,3722,96.77592692101021,43.186758067212835,17.03728473499415
21,AMPARO,3501905,72677,31451,11091,0,42542,41796,101.78485979519571,43.27503887061931,15.260673940861622
22,ANALÂNDIA,3502002,5056,1904,659,0,2563,2524,101.54516640253566,37.65822784810127,13.034018987341772
23,ANDRADINA,3502101,57202,23896,9840,0,33736,34167,98.73854889220594,41.77476312017062,17.20219572742212
24,ANGATUBA,3502200,25479,9041,3097,0,12138,12777,94.99882601549659,35.484124180697826,12.15510812826249
25,ANHEMBI,3502309,6819,2566,823,0,3389,3440,98.51744186046511,37.630151048540846,12.069218360463411
26,ANHUMAS,3502408,4144,1728,631,0,2359,2237,105.45373267769334,41.6988416988417,15.226833976833976
27,APARECIDA,3502507,36185,14213,4776,0,18989,18617,101.99817371219852,39.278706646400444,13.198839298051679
28,APARECIDA D'OESTE,3502606,4158,2361,873,0,3234,2955,109.44162436548224,56.78210678210678,20.995670995670995
29,APIAÍ,3502705,24226,9683,3036,0,12719,12550,101.34661354581674,39.96945430529183,12.53199042351193
30,ARAÇARIGUAMA,3502754,22860,5198,1759,0,6957,8786,79.1827908035511,22.738407699037623,7.694663167104111
31,ARAÇATUBA,3502804,198129,82379,32168,0,114547,117959,97.10746954450275,41.57846655461845,16.23588672026811
32,ARAÇOIABA DA SERRA,3502903,34776,10114,3586,0,13700,17067,80.27186969004512,29.083275822406257,10.311709224752704
33,ARAMINA,3503000,5655,2075,787,0,2862,2959,96.72186549509969,36.693191865605655,13.916887709991158
34,ARANDU,3503109,6365,2734,857,0,3591,3358,106.93865396069089,42.95365278868814,13.464257659073056
35,ARAPEÍ,3503158,2460,1000,400,0,1400,1365,102.56410256410255,40.65040650406504,16.260162601626014
