,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,17311,6830,0,24141,24769,97.464572651298,49.30363703682607,19.452593204408874
1,ADOLFO,3500204,3554,2166,737,0,2903,2625,110.5904761904762,60.945413618458076,20.737197523916713
2,AGUAÍ,3500303,36648,12840,4142,0,16982,16471,103.10242243943901,35.036018336607725,11.302117441606637
3,ÁGUAS DA PRATA,3500402,8221,3704,1511,0,5215,5310,98.21092278719398,45.0553460649556,18.379759153387663
4,ÁGUAS DE LINDÓIA,3500501,18808,8812,2939,0,11751,12517,93.88032276104498,46.85240323266695,15.626329221607826
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,2581,918,0,3499,3863,90.57727155060834,42.24914061221149,15.02700933049599
6,ÁGUAS DE SÃO PEDRO,3500600,3521,2151,979,0,3130,3009,104.02126952475905,61.090599261573416,27.804600965634762
7,AGUDOS,3500709,37401,15956,5857,0,21813,21042,103.66410037068721,42.661960910136095,15.660009090666025
8,ALAMBARI,3500758,6129,2176,759,0,2935,2965,98.98819561551433,35.503344754446076,12.383749388154675
9,ALFREDO MARCONDES,3500808,4184,2285,963,0,3248,2952,110.02710027100271,54.61281070745698,23.016252390057364
10,ALTAIR,3500907,4186,1418,537,0,1955,1995,97.99498746867168,33.874820831342575,12.828475871954135
11,ALTINÓPOLIS,3501004,16203,6841,2532,0,9373,9535,98.30099632931307,42.22057643646238,15.626735789668581
12,ALTO ALEGRE,3501103,4088,1831,851,0,2682,2765,96.99819168173599,44.78962818003914,20.81702544031311
13,ALUMÍNIO,3501152,18767,5619,1790,0,7409,7642,96.95105993195499,29.940853626045715,9.538018862897639
14,ÁLVARES FLORENCE,3501202,3647,1936,773,0,2709,3098,87.44351194318915,53.08472717301892,21.195503153276665
15,ÁLVARES MACHADO,3501301,24998,10237,3428,0,13665,13106,104.26522203570883,40.951276102088165,13.713097047763819
16,ÁLVARO DE CARVALHO,3501400,5274,1636,520,0,2156,2249,95.8648288128057,31.020098596890406,9.859689040576413
17,ALVINLÂNDIA,3501509,3237,1385,464,0,1849,1730,106.878612716763,42.786530738337966,14.334260117392647
18,AMERICANA,3501608,242018,98626,32405,0,131031,131462,99.67214860568073,40.7515143501723,13.389499954548837
