,Município,Código IBGE,Populacao,Total 1ª Dose,Total 2ª Dose,Total Unica,Total Doses Aplicadas,distribuidas,Vacinas Aplicadas/Distribuidas,População Vacinada dose1/População Total,População Vacinada/População Total
0,ADAMANTINA,3500105,35111,11951,6763,0,18714,21809,85.80861112384795,34.03776594229729,19.261769815727263
1,ADOLFO,3500204,3554,1405,676,0,2081,2262,91.99823165340408,39.53292065278559,19.020821609454135
2,AGUAÍ,3500303,36648,8389,3982,0,12371,14764,83.79165537794636,22.89074437895656,10.86553154333115
3,ÁGUAS DA PRATA,3500402,8221,2775,1369,0,4144,4857,85.32015647519044,33.755017637756964,16.6524753679601
4,ÁGUAS DE LINDÓIA,3500501,18808,5541,2885,0,8426,10529,80.02659321872923,29.46086771586559,15.339217354317311
5,ÁGUAS DE SANTA BÁRBARA,3500550,6109,1501,869,0,2370,3389,69.9321333726763,24.570306105745622,14.224914061221149
6,ÁGUAS DE SÃO PEDRO,3500600,3521,1772,930,0,2702,2728,99.04692082111437,50.32661175802329,26.41295086623118
7,AGUDOS,3500709,37401,9833,5682,0,15515,19063,81.38802916644809,26.290740889281032,15.192107162910082
8,ALAMBARI,3500758,6129,1546,751,0,2297,2615,87.8393881453155,25.22434328601729,12.253222385380976
9,ALFREDO MARCONDES,3500808,4184,1455,954,0,2409,2697,89.32146829810901,34.7753346080306,22.801147227533463
10,ALTAIR,3500907,4186,1001,525,0,1526,1725,88.46376811594203,23.91304347826087,12.54180602006689
11,ALTINÓPOLIS,3501004,16203,4630,2517,0,7147,8643,82.69119518685642,28.57495525519965,15.534160340677653
12,ALTO ALEGRE,3501103,4088,1312,833,0,2145,2514,85.32219570405728,32.093933463796475,20.376712328767123
13,ALUMÍNIO,3501152,18767,3502,1747,0,5249,6616,79.33796856106409,18.660414557467895,9.308893270101775
14,ÁLVARES FLORENCE,3501202,3647,1325,759,0,2084,2788,74.74892395982783,36.3312311488895,20.811625993967645
15,ÁLVARES MACHADO,3501301,24998,6801,3377,0,10178,11857,85.83958842877625,27.20617649411953,13.509080726458118
16,ÁLVARO DE CARVALHO,3501400,5274,902,518,0,1420,1951,72.78318810866222,17.10276829730755,9.821767159651118
17,ALVINLÂNDIA,3501509,3237,789,450,0,1239,1533,80.82191780821918,24.374420759962927,13.901760889712698
18,AMERICANA,3501608,242018,63127,31608,0,94735,117214,80.82225672701213,26.083597087819914,13.060185606029304
19,AMÉRICO BRASILIENSE,3501707,41032,8799,4187,0,12986,15851,81.92543057220365,21.444238643010333,10.204230844219147
20,AMÉRICO DE CAMPOS,3501806,5981,1922,1008,0,2930,3377,86.76339946698252,32.13509446580839,16.85336900183916
21,AMPARO,3501905,72677,21069,10796,0,31865,37315,85.3946134262361,28.98991427824484,14.8547683586279
22,ANALÂNDIA,3502002,5056,1332,643,0,1975,2248,87.855871886121,26.34493670886076,12.717563291139241
23,ANDRADINA,3502101,57202,16350,9726,0,26076,30564,85.31605810757755,28.58291668123492,17.002901996433692
24,ANGATUBA,3502200,25479,5733,2991,0,8724,11272,77.39531582682754,22.50088308018368,11.739079241728483
25,ANHEMBI,3502309,6819,1755,798,0,2553,2993,85.2990310725025,25.736911570611525,11.702595688517379
26,ANHUMAS,3502408,4144,1103,606,0,1709,1975,86.53164556962025,26.616795366795365,14.623552123552125
27,APARECIDA,3502507,36185,10416,4676,0,15092,16977,88.89674265182306,28.785408318363963,12.922481691308555
28,APARECIDA D'OESTE,3502606,4158,1937,861,0,2798,2676,104.55904334828101,46.58489658489658,20.707070707070706
29,APIAÍ,3502705,24226,6185,3002,0,9187,10811,84.9782628803996,25.530421860810698,12.391645339717659
30,ARAÇARIGUAMA,3502754,22860,3436,1670,0,5106,7384,69.1495124593716,15.030621172353456,7.305336832895888
31,ARAÇATUBA,3502804,198129,61797,31284,0,93081,107630,86.48239338474403,31.190285117272083,15.789712762896901
32,ARAÇOIABA DA SERRA,3502903,34776,6672,3446,0,10118,15024,67.34558040468583,19.185645272601796,9.909132735219691
33,ARAMINA,3503000,5655,1481,769,0,2250,2610,86.20689655172413,26.189213085764813,13.598585322723252
34,ARANDU,3503109,6365,1638,840,0,2478,2971,83.40626051834398,25.734485467399843,13.197172034564023
35,ARAPEÍ,3503158,2460,681,384,0,1065,1215,87.65432098765432,27.682926829268297,15.609756097560975
36,ARARAQUARA,3503208,238339,68948,37924,0,106872,123173,86.76576847198656,28.928542957719888,15.911789509899766
37,ARARAS,3503307,135506,34435,18999,0,53434,62690,85.2352847344074,25.412158871193895,14.020781367614719
38,ARCO-ÍRIS,3503356,1773,779,543,0,1322,1426,92.70687237026648,43.936830231246475,30.62605752961083
39,AREALVA,3503406,8613,2514,1526,0,4040,4815,83.90446521287642,29.188436084987806,17.717403924300477
40,AREIAS,3503505,3896,905,486,0,1391,1823,76.30279758639605,23.22895277207392,12.474332648870638
41,AREIÓPOLIS,3503604,11158,2103,898,0,3001,3960,75.78282828282829,18.84746370317261,8.048037282667146
42,ARIRANHA,3503703,9761,2384,1281,0,3665,4482,81.77153056671129,24.423727077143738,13.123655363180001
43,ARTUR NOGUEIRA,3503802,55340,11229,5724,0,16953,20810,81.46564151850072,20.290928803758586,10.343332128659197
44,ARUJÁ,3503901,91157,19763,7815,0,27578,34374,80.22924303252458,21.680178154173568,8.573121098763671
45,ASPÁSIA,3503950,1818,668,343,0,1011,1085,93.17972350230414,36.743674367436746,18.866886688668867
46,ASSIS,3504008,105087,30967,15587,0,46554,55354,84.10232322867363,29.46796463882307,14.832472142129854
47,ATIBAIA,3504107,144088,37404,19686,0,57090,71660,79.66787608149596,25.959136083504525,13.662484037532618
48,AURIFLAMA,3504206,15253,4159,2313,0,6472,7963,81.27590104232073,27.266767193339014,15.164229987543434
49,AVAÍ,3504305,5436,1494,1135,0,2629,3157,83.27526132404182,27.483443708609272,20.87932303164091
50,AVANHANDAVA,3504404,13859,2709,1192,0,3901,4659,83.73041425198541,19.54686485316401,8.600909156504798
51,AVARÉ,3504503,91232,24130,13034,0,37164,44908,82.7558564175648,26.449052963872326,14.286653805682217
52,BADY BASSITT,3504602,17761,5061,2309,0,7370,8973,82.13529477320851,28.495017172456507,13.000394121952594
53,BALBINOS,3504701,5934,571,311,0,882,1736,50.806451612903224,9.622514324233231,5.240984159083249
54,BÁLSAMO,3504800,9139,2884,1511,0,4395,4740,92.72151898734177,31.557063136010505,16.533537586169164
55,BANANAL,3504909,10993,2912,1770,0,4682,5813,80.54360915190091,26.48958428090603,16.10115528063313
56,BARÃO DE ANTONINA,3505005,3498,1086,596,0,1682,1883,89.3255443441317,31.04631217838765,17.03830760434534
57,BARBOSA,3505104,7468,1659,871,0,2530,3228,78.37670384138785,22.21478307445099,11.663095875736476
58,BARIRI,3505203,35558,10138,5164,0,15302,16939,90.33591121081528,28.511164857416055,14.522751560830194
59,BARRA BONITA,3505302,36126,10421,5773,0,16194,18486,87.60142810775722,28.846260311133253,15.980180479433095
60,BARRA DO CHAPÉU,3505351,5760,1278,572,0,1850,2391,77.37348389795065,22.1875,9.930555555555555
61,BARRA DO TURVO,3505401,7632,2325,1479,0,3804,4869,78.12692544670364,30.46383647798742,19.378930817610062
62,BARRETOS,3505500,122833,36002,19431,0,55433,69989,79.20244609867265,29.309713187824123,15.819038857635977
63,BARRINHA,3505609,33180,6245,2512,0,8757,10793,81.13592143055685,18.821579264617238,7.5708257986739
64,BARUERI,3505708,276982,63792,27690,0,91482,112830,81.07950013294337,23.031099493829924,9.997039518813496
65,BASTOS,3505807,20953,6558,2869,0,9427,10017,94.1100129779375,31.29862072256956,13.692549992841121
66,BATATAIS,3505906,62980,18072,8476,0,26548,31651,83.87728665760955,28.694823753572564,13.458240711336932
67,BAURU,3506003,379297,106083,58604,0,164687,207584,79.33511253275782,27.968320339997415,15.450689037877968
68,BEBEDOURO,3506102,77555,22384,11372,0,33756,42589,79.2599027918007,28.862097866030563,14.663142286119529
69,BENTO DE ABREU,3506201,3005,656,353,0,1009,1249,80.78462770216173,21.830282861896837,11.747088186356073
70,BERNARDINO DE CAMPOS,3506300,11158,3797,1952,0,5749,6021,95.48247799368875,34.02939594909482,17.494174583258648
71,BERTIOGA,3506359,64723,13103,5614,0,18717,23931,78.21236053654256,20.244735256400354,8.673887180754908
72,BILAC,3506409,8117,2524,1429,0,3953,4532,87.22418358340688,31.095232228655906,17.605026487618577
73,BIRIGUI,3506508,124883,28597,15014,0,43611,56787,76.79750647155159,22.89903349535165,12.022453016022999
74,BIRITIBA MIRIM,3506607,32936,7164,3150,0,10314,12377,83.33198674961622,21.75127520038863,9.564002914743746
75,BOA ESPERANÇA DO SUL,3506706,15018,3125,1649,0,4774,5916,80.69641649763354,20.80836329737648,10.980157144759623
76,BOCAINA,3506805,12452,3494,1466,0,4960,5083,97.58016919142239,28.059749437841308,11.773209123032444
77,BOFETE,3506904,11921,2867,1369,0,4236,5311,79.75899077386556,24.049995805720997,11.483935911416827
78,BOITUVA,3507001,62170,12198,5919,0,18117,23269,77.85895397309726,19.620395689239185,9.520669133022357
79,BOM JESUS DOS PERDÕES,3507100,25985,5111,2366,0,7477,9563,78.1867614765241,19.669039830671544,9.105253030594573
80,BOM SUCESSO DE ITARARÉ,3507159,3984,759,324,0,1083,1329,81.48984198645599,19.05120481927711,8.132530120481928
81,BORÁ,3507209,838,296,151,0,447,555,80.54054054054053,35.32219570405728,18.01909307875895
82,BORACÉIA,3507308,4868,1171,712,0,1883,2256,83.46631205673759,24.05505341002465,14.626129827444537
83,BORBOREMA,3507407,16164,4687,2222,0,6909,8169,84.57583547557842,28.996535511012127,13.74659737688691
84,BOREBI,3507456,2683,640,289,0,929,1173,79.19863597612958,23.853894893775625,10.771524412970555
85,BOTUCATU,3507506,148130,114436,23710,0,138146,71449,193.34910215678315,77.2537635860393,16.006210760818202
86,BRAGANÇA PAULISTA,3507605,170533,48836,24023,0,72859,83422,87.33787250365611,28.6372725513537,14.087009552403348
87,BRAÚNA,3507704,5741,1459,872,0,2331,2974,78.37928715534633,25.413690994600245,15.188991464901585
88,BREJO ALEGRE,3507753,2889,763,466,0,1229,1469,83.66235534377128,26.410522672204916,16.130148840429214
89,BRODOWSKI,3507803,25277,5438,3023,0,8461,11416,74.11527680448494,21.513628990782134,11.959488863393599
90,BROTAS,3507902,24636,5711,3084,0,8795,10727,81.98937261116808,23.181522974508848,12.51826595226498
91,BURI,3508009,19965,3868,1979,0,5847,7562,77.32081459931234,19.37390433258202,9.912346606561483
92,BURITAMA,3508108,17281,5077,2323,0,7400,8490,87.16136631330977,29.3790868583994,13.4425091140559
93,BURITIZAL,3508207,4514,1405,708,0,2113,2444,86.45662847790507,31.125387682764732,15.684536996012405
94,CABRÁLIA PAULISTA,3508306,4243,1078,610,0,1688,2070,81.54589371980676,25.406551967947205,14.376620315814282
95,CABREÚVA,3508405,50429,7829,4221,0,12050,17420,69.17336394948336,15.524797239683515,8.370183822800373
96,CAÇAPAVA,3508504,95018,23254,11858,0,35112,42946,81.7584874027849,24.473257698541328,12.479740680713128
97,CACHOEIRA PAULISTA,3508603,33581,8149,4475,0,12624,16999,74.26319195246779,24.266698430660195,13.325987909829964
98,CACONDE,3508702,19009,5069,2579,0,7648,9418,81.2062008919091,26.666315955599977,13.567257614814036
99,CAFELÂNDIA,3508801,17843,4267,2558,0,6825,8900,76.68539325842697,23.91413999887911,14.336154234153451
100,CAIABU,3508900,4193,1249,628,0,1877,2230,84.17040358744394,29.78774147388505,14.977343191032674
101,CAIEIRAS,3509007,102775,21388,9478,0,30866,38763,79.62747981322396,20.810508392118706,9.222087083434689
102,CAIUÁ,3509106,5946,1571,837,0,2408,2988,80.58902275769746,26.421123444332324,14.076690211907165
103,CAJAMAR,3509205,77934,14412,6230,0,20642,26596,77.61317491352084,18.492570636692587,7.993943593296892
104,CAJATI,3509254,28494,5790,2805,0,8595,12085,71.12122465866777,20.320067382606865,9.844177721625606
105,CAJOBI,3509304,10596,2977,1521,0,4498,5225,86.08612440191388,28.09550773876935,14.354473386183466
106,CAJURU,3509403,26393,6868,3489,0,10357,12345,83.89631429728635,26.022051301481454,13.219414238623878
107,CAMPINA DO MONTE ALEGRE,3509452,6057,1839,804,0,2643,2863,92.31575270695075,30.361565131253094,13.27389796929173
108,CAMPINAS,3509502,1213792,362185,168265,0,530450,603033,87.96367694636945,29.839132240120218,13.862754079776435
109,CAMPO LIMPO PAULISTA,3509601,85541,17019,8390,0,25409,33935,74.87549727420067,19.895722519025963,9.808162167849336
110,CAMPOS DO JORDÃO,3509700,52405,11120,5683,0,16803,21574,77.88541763233522,21.21934929873104,10.844385077759757
111,CAMPOS NOVOS PAULISTA,3509809,4997,1346,652,0,1998,2274,87.86279683377309,26.936161697018214,13.04782869721833
112,CANANÉIA,3509908,12541,3454,1610,0,5064,6288,80.53435114503816,27.541663344230923,12.83789171517423
113,CANAS,3509957,5204,922,467,0,1389,1815,76.52892561983471,17.717140661029976,8.973866256725596
114,CÂNDIDO MOTA,3510005,31346,10489,4026,0,14515,15236,95.26778682068785,33.46200472149556,12.84374401837555
115,CÂNDIDO RODRIGUES,3510104,2799,1055,605,0,1660,1813,91.56094870380585,37.69203286888174,21.614862450875314
116,CANITAR,3510153,5292,1203,462,0,1665,1909,87.21843897328444,22.732426303854876,8.73015873015873
117,CAPÃO BONITO,3510203,47118,11217,5015,0,16232,19607,82.78675983067272,23.806188717687508,10.64349081030604
118,CAPELA DO ALTO,3510302,20985,3764,1921,0,5685,7904,71.9256072874494,17.936621396235406,9.154157731713127
119,CAPIVARI,3510401,56379,11789,5819,0,17608,22419,78.54052366296445,20.91026800759148,10.321218893559658
120,CARAGUATATUBA,3510500,123389,31552,13390,0,44942,59703,75.27594928228062,25.571161124573504,10.851858755642724
121,CARAPICUÍBA,3510609,403183,80255,33942,0,114197,145656,78.40185093645302,19.905353152290648,8.418509708990706
122,CARDOSO,3510708,12349,3919,2060,0,5979,6872,87.00523864959256,31.735363187302617,16.68151267309094
123,CASA BRANCA,3510807,30520,7712,4086,0,11798,15867,74.35558076510998,25.268676277850588,13.38794233289646
124,CÁSSIA DOS COQUEIROS,3510906,2505,908,439,0,1347,1493,90.22103148024112,36.247504990019955,17.5249500998004
125,CASTILHO,3511003,21267,5284,3246,0,8530,10760,79.27509293680298,24.846005548502376,15.263083650726477
126,CATANDUVA,3511102,122497,39468,21333,0,60801,70938,85.71005666920409,32.21956456076475,17.415120370294783
127,CATIGUÁ,3511201,7855,2023,953,0,2976,3375,88.17777777777778,25.75429662635264,12.132399745385106
128,CEDRAL,3511300,9346,3209,1687,0,4896,5702,85.86460890915468,34.3355446180184,18.050502888936443
129,CERQUEIRA CÉSAR,3511409,20191,4891,2554,0,7445,8945,83.23085522638345,24.223664008716757,12.649200138675647
130,CERQUILHO,3511508,49802,11743,5209,0,16952,20360,83.26129666011788,23.579374322316372,10.459419300429703
131,CESÁRIO LANGE,3511607,18375,4007,1876,0,5883,7205,81.65163081193616,21.806802721088438,10.20952380952381
132,CHARQUEADA,3511706,17367,3914,1942,0,5856,6937,84.41689491134497,22.53699545114297,11.182127022513964
133,CLEMENTINA,3511904,8757,1736,871,0,2607,3090,84.36893203883496,19.82414068745004,9.946328651364622
134,COLINA,3512001,18535,4893,2619,0,7512,8879,84.60412208582048,26.398705152414355,14.13002427839223
135,COLÔMBIA,3512100,6216,1647,885,0,2532,2958,85.59837728194725,26.496138996138995,14.237451737451737
136,CONCHAL,3512209,28273,5823,2779,0,8602,10878,79.07703621989336,20.59562126410356,9.829165635058184
137,CONCHAS,3512308,18019,5110,2548,0,7658,8499,90.10471820214143,28.358954436983186,14.140629335701204
138,CORDEIRÓPOLIS,3512407,24826,5588,3162,0,8750,11442,76.472644642545,22.508660275517602,12.736647063562396
139,COROADOS,3512506,6129,1803,727,0,2530,2641,95.79704657326769,29.41752325012237,11.861641377059879
140,CORONEL MACEDO,3512605,4635,1558,686,0,2244,2368,94.76351351351352,33.61380798274002,14.800431499460625
141,CORUMBATAÍ,3512704,4064,1049,552,0,1601,1925,83.16883116883118,25.812007874015748,13.582677165354331
142,COSMÓPOLIS,3512803,73474,13115,5968,0,19083,24440,78.08101472995091,17.849851648202087,8.122601192258486
143,COSMORAMA,3512902,7298,2536,1319,0,3855,4450,86.62921348314607,34.74924636886818,18.073444779391615
144,COTIA,3513009,253608,50862,22136,0,72998,99298,73.51406876271426,20.055361029620517,8.728431279770355
145,CRAVINHOS,3513108,35579,8163,3870,0,12033,15380,78.23797139141743,22.94330925545968,10.87720284437449
146,CRISTAIS PAULISTA,3513207,8718,2049,1073,0,3122,3810,81.94225721784777,23.503097040605645,12.307868777242486
147,CRUZÁLIA,3513306,2046,808,382,0,1190,1233,96.5125709651257,39.49169110459433,18.670576735092865
148,CRUZEIRO,3513405,82571,19108,9684,0,28792,37549,76.67847346134384,23.141296581124124,11.728088554092842
149,CUBATÃO,3513504,131626,24020,13080,0,37100,51165,72.51050522818333,18.24867427407959,9.937246440672816
150,CUNHA,3513603,21459,6565,2992,0,9557,10781,88.64669325665523,30.593224288177456,13.94286779439862
151,DESCALVADO,3513702,33910,11694,5315,0,17009,16620,102.34055354993983,34.48540253612504,15.673842524329107
152,DIADEMA,3513801,426757,82250,38505,0,120755,162877,74.13876729065491,19.27326323879866,9.022699100424832
