,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
25190,IBIÚNA,3519709,79479,SP,"domingo, 01/03",42%
24948,IBIÚNA,3519709,79479,SP,"domingo, 01/11",55%
24766,IBIÚNA,3519709,79479,SP,"domingo, 02/05",53%
25039,IBIÚNA,3519709,79479,SP,"domingo, 02/08",56%
24885,IBIÚNA,3519709,79479,SP,"domingo, 03/01",52%
25130,IBIÚNA,3519709,79479,SP,"domingo, 03/05",67%
24794,IBIÚNA,3519709,79479,SP,"domingo, 04/04",53%
24703,IBIÚNA,3519709,79479,SP,"domingo, 04/07",49%
24976,IBIÚNA,3519709,79479,SP,"domingo, 04/10",49%
25158,IBIÚNA,3519709,79479,SP,"domingo, 05/04",66%
25067,IBIÚNA,3519709,79479,SP,"domingo, 05/07",54%
24731,IBIÚNA,3519709,79479,SP,"domingo, 06/06",51%
25004,IBIÚNA,3519709,79479,SP,"domingo, 06/09",53%
24913,IBIÚNA,3519709,79479,SP,"domingo, 06/12",50%
24850,IBIÚNA,3519709,79479,SP,"domingo, 07/02",51%
24822,IBIÚNA,3519709,79479,SP,"domingo, 07/03",54%
25095,IBIÚNA,3519709,79479,SP,"domingo, 07/06",51%
25183,IBIÚNA,3519709,79479,SP,"domingo, 08/03",43%
24941,IBIÚNA,3519709,79479,SP,"domingo, 08/11",49%
24759,IBIÚNA,3519709,79479,SP,"domingo, 09/05",51%
25032,IBIÚNA,3519709,79479,SP,"domingo, 09/08",50%
24878,IBIÚNA,3519709,79479,SP,"domingo, 10/01",51%
25123,IBIÚNA,3519709,79479,SP,"domingo, 10/05",64%
24787,IBIÚNA,3519709,79479,SP,"domingo, 11/04",55%
24696,IBIÚNA,3519709,79479,SP,"domingo, 11/07",50%
24969,IBIÚNA,3519709,79479,SP,"domingo, 11/10",54%
25151,IBIÚNA,3519709,79479,SP,"domingo, 12/04",67%
25060,IBIÚNA,3519709,79479,SP,"domingo, 12/07",54%
24724,IBIÚNA,3519709,79479,SP,"domingo, 13/06",52%
24997,IBIÚNA,3519709,79479,SP,"domingo, 13/09",51%
24906,IBIÚNA,3519709,79479,SP,"domingo, 13/12",49%
24843,IBIÚNA,3519709,79479,SP,"domingo, 14/02",54%
24815,IBIÚNA,3519709,79479,SP,"domingo, 14/03",54%
25088,IBIÚNA,3519709,79479,SP,"domingo, 14/06",58%
24934,IBIÚNA,3519709,79479,SP,"domingo, 15/11",47%
24752,IBIÚNA,3519709,79479,SP,"domingo, 16/05",53%
25025,IBIÚNA,3519709,79479,SP,"domingo, 16/08",54%
24871,IBIÚNA,3519709,79479,SP,"domingo, 17/01",50%
25116,IBIÚNA,3519709,79479,SP,"domingo, 17/05",62%
24780,IBIÚNA,3519709,79479,SP,"domingo, 18/04",54%
24689,IBIÚNA,3519709,79479,SP,"domingo, 18/07",51%
