,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
68123,VALINHOS,3556206,131210,SP,"domingo, 01/03",39%
67881,VALINHOS,3556206,131210,SP,"domingo, 01/11",43%
67699,VALINHOS,3556206,131210,SP,"domingo, 02/05",46%
67972,VALINHOS,3556206,131210,SP,"domingo, 02/08",51%
67818,VALINHOS,3556206,131210,SP,"domingo, 03/01",51%
68063,VALINHOS,3556206,131210,SP,"domingo, 03/05",59%
67727,VALINHOS,3556206,131210,SP,"domingo, 04/04",47%
67636,VALINHOS,3556206,131210,SP,"domingo, 04/07",46%
67909,VALINHOS,3556206,131210,SP,"domingo, 04/10",46%
68091,VALINHOS,3556206,131210,SP,"domingo, 05/04",61%
68000,VALINHOS,3556206,131210,SP,"domingo, 05/07",52%
67664,VALINHOS,3556206,131210,SP,"domingo, 06/06",46%
67937,VALINHOS,3556206,131210,SP,"domingo, 06/09",44%
67846,VALINHOS,3556206,131210,SP,"domingo, 06/12",45%
67783,VALINHOS,3556206,131210,SP,"domingo, 07/02",43%
67755,VALINHOS,3556206,131210,SP,"domingo, 07/03",49%
68028,VALINHOS,3556206,131210,SP,"domingo, 07/06",50%
68116,VALINHOS,3556206,131210,SP,"domingo, 08/03",39%
67874,VALINHOS,3556206,131210,SP,"domingo, 08/11",47%
67692,VALINHOS,3556206,131210,SP,"domingo, 09/05",44%
67965,VALINHOS,3556206,131210,SP,"domingo, 09/08",49%
67811,VALINHOS,3556206,131210,SP,"domingo, 10/01",45%
68056,VALINHOS,3556206,131210,SP,"domingo, 10/05",54%
67720,VALINHOS,3556206,131210,SP,"domingo, 11/04",49%
67629,VALINHOS,3556206,131210,SP,"domingo, 11/07",44%
67902,VALINHOS,3556206,131210,SP,"domingo, 11/10",44%
68084,VALINHOS,3556206,131210,SP,"domingo, 12/04",59%
67993,VALINHOS,3556206,131210,SP,"domingo, 12/07",52%
67657,VALINHOS,3556206,131210,SP,"domingo, 13/06",47%
67930,VALINHOS,3556206,131210,SP,"domingo, 13/09",44%
67839,VALINHOS,3556206,131210,SP,"domingo, 13/12",44%
67776,VALINHOS,3556206,131210,SP,"domingo, 14/02",46%
67748,VALINHOS,3556206,131210,SP,"domingo, 14/03",48%
