,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
56488,SANTOS,3548500,433656,SP,"domingo, 01/03",37%
56246,SANTOS,3548500,433656,SP,"domingo, 01/11",44%
56064,SANTOS,3548500,433656,SP,"domingo, 02/05",45%
56337,SANTOS,3548500,433656,SP,"domingo, 02/08",47%
56183,SANTOS,3548500,433656,SP,"domingo, 03/01",48%
56428,SANTOS,3548500,433656,SP,"domingo, 03/05",59%
56092,SANTOS,3548500,433656,SP,"domingo, 04/04",51%
56001,SANTOS,3548500,433656,SP,"domingo, 04/07",42%
56274,SANTOS,3548500,433656,SP,"domingo, 04/10",45%
56456,SANTOS,3548500,433656,SP,"domingo, 05/04",59%
56365,SANTOS,3548500,433656,SP,"domingo, 05/07",50%
56029,SANTOS,3548500,433656,SP,"domingo, 06/06",44%
56302,SANTOS,3548500,433656,SP,"domingo, 06/09",42%
56211,SANTOS,3548500,433656,SP,"domingo, 06/12",44%
56148,SANTOS,3548500,433656,SP,"domingo, 07/02",44%
56120,SANTOS,3548500,433656,SP,"domingo, 07/03",48%
56393,SANTOS,3548500,433656,SP,"domingo, 07/06",53%
56481,SANTOS,3548500,433656,SP,"domingo, 08/03",34%
56239,SANTOS,3548500,433656,SP,"domingo, 08/11",43%
56057,SANTOS,3548500,433656,SP,"domingo, 09/05",44%
56330,SANTOS,3548500,433656,SP,"domingo, 09/08",45%
56176,SANTOS,3548500,433656,SP,"domingo, 10/01",44%
56421,SANTOS,3548500,433656,SP,"domingo, 10/05",54%
56085,SANTOS,3548500,433656,SP,"domingo, 11/04",49%
55994,SANTOS,3548500,433656,SP,"domingo, 11/07",42%
56267,SANTOS,3548500,433656,SP,"domingo, 11/10",41%
56449,SANTOS,3548500,433656,SP,"domingo, 12/04",58%
56358,SANTOS,3548500,433656,SP,"domingo, 12/07",49%
56022,SANTOS,3548500,433656,SP,"domingo, 13/06",43%
56295,SANTOS,3548500,433656,SP,"domingo, 13/09",43%
56204,SANTOS,3548500,433656,SP,"domingo, 13/12",43%
56141,SANTOS,3548500,433656,SP,"domingo, 14/02",43%
56113,SANTOS,3548500,433656,SP,"domingo, 14/03",48%
56386,SANTOS,3548500,433656,SP,"domingo, 14/06",52%
56232,SANTOS,3548500,433656,SP,"domingo, 15/11",41%
56050,SANTOS,3548500,433656,SP,"domingo, 16/05",45%
56323,SANTOS,3548500,433656,SP,"domingo, 16/08",48%
56169,SANTOS,3548500,433656,SP,"domingo, 17/01",43%
56414,SANTOS,3548500,433656,SP,"domingo, 17/05",53%
56078,SANTOS,3548500,433656,SP,"domingo, 18/04",48%
55987,SANTOS,3548500,433656,SP,"domingo, 18/07",44%
56260,SANTOS,3548500,433656,SP,"domingo, 18/10",42%
56442,SANTOS,3548500,433656,SP,"domingo, 19/04",59%
56351,SANTOS,3548500,433656,SP,"domingo, 19/07",49%
56015,SANTOS,3548500,433656,SP,"domingo, 20/06",45%
