,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
69134,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 01/03",36%
68895,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 01/11",45%
68713,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 02/05",47%
68986,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 02/08",45%
68832,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 03/01",48%
69077,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 03/05",58%
68741,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 04/04",49%
68650,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 04/07",46%
68923,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 04/10",45%
69105,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 05/04",48%
69014,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 05/07",47%
68678,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 06/06",46%
68951,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 06/09",43%
68860,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 06/12",43%
68797,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 07/02",44%
68769,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 07/03",49%
69042,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 07/06",45%
69129,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 08/03",36%
68888,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 08/11",42%
68706,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 09/05",46%
68979,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 09/08",42%
68825,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 10/01",45%
69070,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 10/05",52%
68734,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 11/04",47%
68643,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 11/07",44%
68916,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 11/10",43%
69098,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 12/04",59%
69007,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 12/07",47%
68671,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 13/06",46%
68944,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 13/09",45%
68853,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 13/12",43%
68790,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 14/02",46%
68762,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 14/03",43%
69035,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 14/06",48%
68881,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 15/11",43%
68699,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 16/05",48%
68972,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 16/08",50%
68818,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 17/01",45%
69063,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 17/05",49%
68727,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 18/04",48%
68636,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 18/07",43%
68909,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 18/10",45%
69091,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 19/04",59%
69000,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 19/07",47%
68664,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 20/06",40%
68937,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 20/09",46%
68846,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 20/12",41%
68783,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 21/02",44%
68755,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 21/03",49%
69028,VÁRZEA PAULISTA,3556503,123071,SP,"domingo, 21/06",47%
