,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
22162,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 01/03",35%
21924,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 01/11",46%
21743,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 02/05",45%
22015,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 02/08",43%
21862,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 03/01",48%
22106,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 03/05",62%
21771,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 04/04",50%
21680,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 04/07",42%
21952,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 04/10",46%
22134,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 05/04",59%
22043,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 05/07",45%
21708,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 06/06",46%
21980,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 06/09",45%
21889,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 06/12",44%
21827,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 07/02",46%
21799,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 07/03",49%
22071,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 07/06",46%
22156,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 08/03",34%
21917,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 08/11",44%
21736,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 09/05",45%
22008,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 09/08",40%
21855,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 10/01",46%
22099,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 10/05",56%
21764,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 11/04",49%
21673,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 11/07",41%
21945,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 11/10",45%
22127,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 12/04",63%
22036,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 12/07",45%
21701,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 13/06",46%
21973,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 13/09",46%
21883,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 13/12",44%
21820,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 14/02",46%
21792,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 14/03",49%
22064,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 14/06",47%
21910,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 15/11",44%
21729,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 16/05",47%
22001,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 16/08",49%
21848,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 17/01",46%
22092,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 17/05",49%
21757,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 18/04",49%
21666,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 18/07",42%
21938,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 18/10",46%
22120,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 19/04",62%
22029,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 19/07",45%
21694,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 20/06",44%
21966,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 20/09",47%
21876,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 20/12",43%
21813,FRANCO DA ROCHA,3516408,156492,SP,"domingo, 21/02",46%
