,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
12091,CAJAMAR,3509205,77934,SP,"domingo, 01/03",39%
11850,CAJAMAR,3509205,77934,SP,"domingo, 01/11",44%
11668,CAJAMAR,3509205,77934,SP,"domingo, 02/05",49%
11941,CAJAMAR,3509205,77934,SP,"domingo, 02/08",51%
11787,CAJAMAR,3509205,77934,SP,"domingo, 03/01",49%
12032,CAJAMAR,3509205,77934,SP,"domingo, 03/05",70%
11696,CAJAMAR,3509205,77934,SP,"domingo, 04/04",51%
11605,CAJAMAR,3509205,77934,SP,"domingo, 04/07",46%
11878,CAJAMAR,3509205,77934,SP,"domingo, 04/10",44%
12060,CAJAMAR,3509205,77934,SP,"domingo, 05/04",66%
11969,CAJAMAR,3509205,77934,SP,"domingo, 05/07",51%
11633,CAJAMAR,3509205,77934,SP,"domingo, 06/06",47%
11906,CAJAMAR,3509205,77934,SP,"domingo, 06/09",44%
11815,CAJAMAR,3509205,77934,SP,"domingo, 06/12",43%
11752,CAJAMAR,3509205,77934,SP,"domingo, 07/02",46%
11724,CAJAMAR,3509205,77934,SP,"domingo, 07/03",51%
11997,CAJAMAR,3509205,77934,SP,"domingo, 07/06",49%
12084,CAJAMAR,3509205,77934,SP,"domingo, 08/03",37%
11843,CAJAMAR,3509205,77934,SP,"domingo, 08/11",44%
11661,CAJAMAR,3509205,77934,SP,"domingo, 09/05",46%
11934,CAJAMAR,3509205,77934,SP,"domingo, 09/08",46%
11780,CAJAMAR,3509205,77934,SP,"domingo, 10/01",45%
12025,CAJAMAR,3509205,77934,SP,"domingo, 10/05",64%
11689,CAJAMAR,3509205,77934,SP,"domingo, 11/04",48%
11598,CAJAMAR,3509205,77934,SP,"domingo, 11/07",47%
11871,CAJAMAR,3509205,77934,SP,"domingo, 11/10",43%
12053,CAJAMAR,3509205,77934,SP,"domingo, 12/04",70%
11962,CAJAMAR,3509205,77934,SP,"domingo, 12/07",50%
11626,CAJAMAR,3509205,77934,SP,"domingo, 13/06",46%
11899,CAJAMAR,3509205,77934,SP,"domingo, 13/09",46%
11808,CAJAMAR,3509205,77934,SP,"domingo, 13/12",42%
11745,CAJAMAR,3509205,77934,SP,"domingo, 14/02",49%
11717,CAJAMAR,3509205,77934,SP,"domingo, 14/03",48%
11990,CAJAMAR,3509205,77934,SP,"domingo, 14/06",51%
