,Município1,Código Município IBGE,População estimada (2020),UF1,Data,Média de Índice De Isolamento
64578,SUZANO,3552502,300559,SP,"domingo, 01/03",34%
64338,SUZANO,3552502,300559,SP,"domingo, 01/11",43%
64156,SUZANO,3552502,300559,SP,"domingo, 02/05",45%
64429,SUZANO,3552502,300559,SP,"domingo, 02/08",46%
64275,SUZANO,3552502,300559,SP,"domingo, 03/01",50%
64520,SUZANO,3552502,300559,SP,"domingo, 03/05",63%
64184,SUZANO,3552502,300559,SP,"domingo, 04/04",47%
64093,SUZANO,3552502,300559,SP,"domingo, 04/07",45%
64366,SUZANO,3552502,300559,SP,"domingo, 04/10",42%
64548,SUZANO,3552502,300559,SP,"domingo, 05/04",61%
64457,SUZANO,3552502,300559,SP,"domingo, 05/07",46%
64121,SUZANO,3552502,300559,SP,"domingo, 06/06",43%
64394,SUZANO,3552502,300559,SP,"domingo, 06/09",40%
64303,SUZANO,3552502,300559,SP,"domingo, 06/12",42%
64240,SUZANO,3552502,300559,SP,"domingo, 07/02",42%
64212,SUZANO,3552502,300559,SP,"domingo, 07/03",45%
64485,SUZANO,3552502,300559,SP,"domingo, 07/06",50%
64572,SUZANO,3552502,300559,SP,"domingo, 08/03",35%
64331,SUZANO,3552502,300559,SP,"domingo, 08/11",45%
64149,SUZANO,3552502,300559,SP,"domingo, 09/05",42%
64422,SUZANO,3552502,300559,SP,"domingo, 09/08",43%
64268,SUZANO,3552502,300559,SP,"domingo, 10/01",44%
64513,SUZANO,3552502,300559,SP,"domingo, 10/05",58%
64177,SUZANO,3552502,300559,SP,"domingo, 11/04",47%
64086,SUZANO,3552502,300559,SP,"domingo, 11/07",44%
64359,SUZANO,3552502,300559,SP,"domingo, 11/10",42%
64541,SUZANO,3552502,300559,SP,"domingo, 12/04",63%
64450,SUZANO,3552502,300559,SP,"domingo, 12/07",47%
64114,SUZANO,3552502,300559,SP,"domingo, 13/06",43%
64387,SUZANO,3552502,300559,SP,"domingo, 13/09",42%
64296,SUZANO,3552502,300559,SP,"domingo, 13/12",41%
64233,SUZANO,3552502,300559,SP,"domingo, 14/02",43%
64205,SUZANO,3552502,300559,SP,"domingo, 14/03",46%
64478,SUZANO,3552502,300559,SP,"domingo, 14/06",50%
64324,SUZANO,3552502,300559,SP,"domingo, 15/11",41%
64142,SUZANO,3552502,300559,SP,"domingo, 16/05",46%
64415,SUZANO,3552502,300559,SP,"domingo, 16/08",47%
64261,SUZANO,3552502,300559,SP,"domingo, 17/01",44%
64506,SUZANO,3552502,300559,SP,"domingo, 17/05",52%
64170,SUZANO,3552502,300559,SP,"domingo, 18/04",47%
64079,SUZANO,3552502,300559,SP,"domingo, 18/07",43%
64352,SUZANO,3552502,300559,SP,"domingo, 18/10",45%
64534,SUZANO,3552502,300559,SP,"domingo, 19/04",64%
64443,SUZANO,3552502,300559,SP,"domingo, 19/07",47%
64107,SUZANO,3552502,300559,SP,"domingo, 20/06",43%
64380,SUZANO,3552502,300559,SP,"domingo, 20/09",43%
64289,SUZANO,3552502,300559,SP,"domingo, 20/12",41%
64226,SUZANO,3552502,300559,SP,"domingo, 21/02",43%
64198,SUZANO,3552502,300559,SP,"domingo, 21/03",48%
64471,SUZANO,3552502,300559,SP,"domingo, 21/06",48%
64562,SUZANO,3552502,300559,SP,"domingo, 22/03",57%
64317,SUZANO,3552502,300559,SP,"domingo, 22/11",42%
64135,SUZANO,3552502,300559,SP,"domingo, 23/05",46%
64408,SUZANO,3552502,300559,SP,"domingo, 23/08",42%
64254,SUZANO,3552502,300559,SP,"domingo, 24/01",43%
64499,SUZANO,3552502,300559,SP,"domingo, 24/05",51%
64163,SUZANO,3552502,300559,SP,"domingo, 25/04",44%
64345,SUZANO,3552502,300559,SP,"domingo, 25/10",44%
64527,SUZANO,3552502,300559,SP,"domingo, 26/04",62%
64436,SUZANO,3552502,300559,SP,"domingo, 26/07",46%
64100,SUZANO,3552502,300559,SP,"domingo, 27/06",43%
64373,SUZANO,3552502,300559,SP,"domingo, 27/09",42%
64282,SUZANO,3552502,300559,SP,"domingo, 27/12",46%
64219,SUZANO,3552502,300559,SP,"domingo, 28/02",44%
64191,SUZANO,3552502,300559,SP,"domingo, 28/03",49%
64464,SUZANO,3552502,300559,SP,"domingo, 28/06",48%
64555,SUZANO,3552502,300559,SP,"domingo, 29/03",61%
64310,SUZANO,3552502,300559,SP,"domingo, 29/11",42%
64128,SUZANO,3552502,300559,SP,"domingo, 30/05",46%
64401,SUZANO,3552502,300559,SP,"domingo, 30/08",42%
64247,SUZANO,3552502,300559,SP,"domingo, 31/01",41%
64492,SUZANO,3552502,300559,SP,"domingo, 31/05",51%
64552,SUZANO,3552502,300559,SP,"quarta-feira, 01/04",57%
64461,SUZANO,3552502,300559,SP,"quarta-feira, 01/07",43%
